% 1. Title of Database: Blocks Classification
% 2. Sources:
%    (a) Donato Malerba
%        Dipartimento di Informatica
%        University of Bari
%        via Orabona 4
%        70126 Bari - Italy
%        phone: +39 - 80 - 5443269
%        fax: +39 - 80 - 5443196
%        malerbad@vm.csata.it
%    (b) Donor: Donato Malerba
%    (c) Date: July 1995
% 3. Past Usage:
%    This data set have been used to try different simplification methods
%    for decision trees. A summary of the results can be found in:
% 
%    Malerba, D., Esposito, F., and Semeraro, G.
%    "A Further Comparison of Simplification Methods for Decision-Tree Induction."
%    In D. Fisher and H. Lenz (Eds.), "Learning  from Data: 
%    Artificial Intelligence and Statistics V", Lecture Notes in Statistics,
%    Springer Verlag, Berlin, 1995.
% 
%    The problem consists in classifying all the blocks of the page
%    layout of a document that has been detected by a segmentation
%    process. This is an essential step in document analysis
%    in order to separate text from graphic areas. Indeed, 
%    the five classes are: text (1), horizontal line (2),
%    picture (3), vertical line (4) and graphic (5).
%    For a detailed presentation of the problem see:
% 
%     Esposito F., Malerba D., & Semeraro G.
%   Multistrategy Learning for Document Recognition
%          Applied Artificial Intelligence, 8, pp. 33-84, 1994
% 
%    All instances have been personally checked so that
%    low noise is present in the data.
% 
% 4. Relevant Information Paragraph:
% 
%    The 5473 examples comes from 54 distinct documents. 
%    Each observation concerns one block. 
%    All attributes are numeric.
%    Data are in a format readable by C4.5.
% 
% 5. Number of Instances: 5473.
% 
% 6. Number of Attributes 
% 
%    height:   integer.         | Height of the block.
%    lenght:   integer.     | Length of the block. 
%    area:     integer.    | Area of the block (height * lenght);
%    eccen:    continuous.  | Eccentricity of the block (lenght / height);
%    p_black:  continuous.  | Percentage of black pixels within the block (blackpix / area);
%    p_and:    continuous.        | Percentage of black pixels after the application of the Run Length Smoothing Algorithm (RLSA) (blackand / area);
%    mean_tr:  continuous.      | Mean number of white-black transitions (blackpix / wb_trans);
%    blackpix: integer.    | Total number of black pixels in the original bitmap of the block.
%    blackand: integer.        | Total number of black pixels in the bitmap of the block after the RLSA.
%    wb_trans: integer.          | Number of white-black transitions in the original bitmap of the block.
% 
% 
% 
% 7. Missing Attribute Values:  No missing value.
% 
% 8. Class Distribution: 
% 
%                                            Valid    Cum
%    Class               Frequency  Percent  Percent  Percent
%  
% text                      4913     89.8     89.8     89.8
% horiz. line                329      6.0      6.0     95.8
% graphic                     28       .5       .5     96.3
% vert. line                  88      1.6      1.6     97.9
% picture                    115      2.1      2.1    100.0
%                                 -------  -------  -------
%                         TOTAL      5473    100.0    100.0
% 
% Summary Statistics:
% 
% Variable      Mean    Std Dev   Minimum   Maximum   Correlation 
% 
% HEIGHT       10.47      18.96         1       804         .3510
% LENGTH       89.57     114.72         1       553        -.0045
% AREA       1198.41    4849.38         7    143993         .2343
% ECCEN        13.75      30.70      .007    537.00         .0992
% P_BLACK        .37        .18      .052      1.00         .2130
% P_AND          .79        .17      .062      1.00        -.1771
% MEAN_TR       6.22      69.08      1.00   4955.00         .0723
% BLACKPIX    365.93    1270.33         7     33017         .1656
% BLACKAND    741.11    1881.50         7     46133         .1565
% WB_TRANS    106.66     167.31         1      3212         .0337
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation page-blocks

@attribute height INTEGER
@attribute lenght INTEGER
@attribute area INTEGER
@attribute eccen REAL
@attribute p_black REAL
@attribute p_and REAL
@attribute mean_tr REAL
@attribute blackpix INTEGER
@attribute blackand INTEGER
@attribute wb_trans INTEGER
@attribute class {1,2,3,4,5}

@data
10,19,190,1.900,.553,.805,7.50,105,153,14,1
14,183,2562,13.071,.390,.681,4.87,998,1745,205,1
12,383,4596,31.917,.307,.603,2.91,1409,2771,485,1
12,1,12,.083,1.00,1.00,12.00,12,12,1,4
168,135,22680,.804,.820,.904,62.81,18591,20513,296,3
9,1,9,.111,1.00,1.00,9.00,9,9,1,4
6,54,324,9.000,.549,.960,3.36,178,311,53,1
83,315,26145,3.795,.295,.594,9.21,7725,15523,839,5
9,1,9,.111,1.00,1.00,9.00,9,9,1,4
9,83,747,9.222,.351,.726,2.94,262,542,89,1
10,155,1550,15.500,.350,.678,2.78,542,1051,195,1
12,72,864,6.000,.615,.862,6.40,531,745,83,1
1,32,32,32.000,.469,1.00,1.88,15,32,8,2
25,261,6525,10.440,.887,.945,17.75,5785,6164,326,1
11,185,2035,16.818,.487,.883,4.50,991,1796,220,1
10,10,100,1.000,.520,.530,52.00,52,53,1,1
7,45,315,6.429,.483,.984,2.45,152,310,62,1
14,284,3976,20.286,.365,.540,5.10,1453,2147,285,1
9,17,153,1.889,.536,.915,6.31,82,140,13,1
9,160,1440,17.778,.360,.763,2.63,518,1098,197,1
11,118,1298,10.727,.459,.742,4.81,596,963,124,1
10,16,160,1.600,.619,.963,6.19,99,154,16,1
13,369,4797,28.385,.397,.662,4.79,1906,3176,398,1
7,123,861,17.571,.419,.962,2.62,361,828,138,1
28,333,9324,11.893,.351,.650,4.55,3270,6057,718,1
10,19,190,1.900,.584,.816,6.94,111,155,16,1
8,272,2176,34.000,.359,.848,2.70,781,1846,289,1
28,281,7868,10.036,.318,.551,4.72,2502,4339,530,1
9,18,162,2.000,.543,.815,8.80,88,132,10,1
9,152,1368,16.889,.379,.765,2.77,518,1047,187,1
14,254,3556,18.143,.377,.569,4.72,1341,2022,284,1
10,20,200,2.000,.485,.680,8.82,97,136,11,1
14,395,5530,28.214,.359,.658,4.70,1988,3636,423,1
7,157,1099,22.429,.439,.874,2.77,482,961,174,1
11,433,4763,39.364,.449,.706,4.65,2137,3365,460,1
9,19,171,2.111,.655,.871,8.62,112,149,13,1
7,153,1071,21.857,.467,.970,2.75,500,1039,182,1
13,267,3471,20.538,.401,.662,4.87,1392,2299,286,1
10,19,190,1.900,.600,.768,9.50,114,146,12,1
8,193,1544,24.125,.400,.829,2.51,617,1280,246,1
25,340,8500,13.600,.866,.926,16.57,7358,7872,444,1
11,184,2024,16.727,.471,.885,4.48,954,1791,213,1
10,19,190,1.900,.600,.895,8.14,114,170,14,1
8,215,1720,26.875,.366,.792,2.86,629,1362,220,1
14,420,5880,30.000,.376,.571,4.92,2209,3356,449,1
3,3,9,1.000,.889,1.00,8.00,8,9,1,1
9,20,180,2.222,.550,.783,8.25,99,141,12,1
9,140,1260,15.556,.380,.756,2.71,479,953,177,1
13,191,2483,14.692,.406,.617,4.71,1007,1532,214,1
9,19,171,2.111,.550,.860,7.23,94,147,13,1
9,369,3321,41.000,.329,.639,2.67,1094,2122,409,1
7,14,98,2.000,.102,.204,10.00,10,20,1,2
166,472,78352,2.843,.359,.547,17.12,28093,42821,1641,3
12,72,864,6.000,.635,.940,5.97,549,812,92,1
1,15,15,15.000,.533,1.00,2.00,8,15,4,2
23,132,3036,5.739,.950,1.00,20.76,2885,3036,139,1
14,416,5824,29.714,.384,.617,4.64,2234,3594,481,1
10,9,90,.900,.667,.689,30.00,60,62,2,1
7,43,301,6.143,.545,.973,2.56,164,293,64,1
24,198,4752,8.250,.911,.983,15.80,4329,4670,274,1
13,213,2769,16.385,.359,.658,4.65,995,1821,214,1
3,4,12,1.333,.750,.750,9.00,9,9,1,1
10,16,160,1.600,.425,.794,7.56,68,127,9,1
9,82,738,9.111,.312,.669,2.74,230,494,84,1
10,17,170,1.700,.571,.918,6.47,97,156,15,1
13,266,3458,20.462,.398,.579,4.81,1375,2003,286,1
9,124,1116,13.778,.348,.722,2.57,388,806,151,1
14,320,4480,22.857,.354,.585,4.46,1584,2621,355,1
10,17,170,1.700,.535,.853,7.58,91,145,12,1
13,133,1729,10.231,.360,.721,4.90,622,1247,127,1
9,250,2250,27.778,.360,.733,2.56,810,1649,316,1
27,320,8640,11.852,.321,.561,4.53,2774,4845,613,1
9,19,171,2.111,.667,.895,7.60,114,153,15,1
9,250,2250,27.778,.366,.768,2.60,823,1727,317,1
24,170,4080,7.083,.931,.999,17.04,3799,4075,223,1
11,184,2024,16.727,.460,.796,4.41,931,1611,211,1
10,18,180,1.800,.583,.894,7.50,105,161,14,1
9,249,2241,27.667,.346,.770,2.54,776,1725,306,1
27,267,7209,9.889,.362,.674,4.36,2610,4860,599,1
10,19,190,1.900,.611,.874,8.92,116,166,13,1
7,57,399,8.143,.414,.797,2.70,165,318,61,1
13,1,13,.077,1.00,1.00,13.00,13,13,1,4
174,471,81954,2.707,.339,.433,15.84,27820,35499,1756,3
6,72,432,12.000,.604,.991,4.08,261,428,64,1
1,7,7,7.000,1.00,1.00,7.00,7,7,1,1
9,83,747,9.222,.333,.742,2.93,249,554,85,1
9,154,1386,17.111,.406,.727,2.93,563,1008,192,1
11,71,781,6.455,.690,.950,7.00,539,742,77,1
1,63,63,63.000,.587,1.00,2.31,37,63,16,2
24,209,5016,8.708,.926,.992,17.27,4645,4976,269,1
16,344,5504,21.500,.373,.572,5.73,2053,3146,358,1
11,20,220,1.818,.564,.909,8.27,124,200,15,1
11,154,1694,14.000,.360,.731,2.96,609,1238,206,1
25,198,4950,7.920,.869,.932,15.94,4304,4611,270,1
16,427,6832,26.688,.400,.632,5.56,2736,4316,492,1
12,23,276,1.917,.576,.826,7.57,159,228,21,1
16,121,1936,7.563,.396,.611,5.60,767,1182,137,1
12,409,4908,34.083,.302,.604,2.88,1482,2966,515,1
26,184,4784,7.077,.773,.886,16.88,3696,4241,219,1
17,350,5950,20.588,.363,.577,5.22,2162,3433,414,1
12,23,276,1.917,.576,.790,9.94,159,218,16,1
15,121,1815,8.067,.428,.761,5.35,776,1381,145,1
11,205,2255,18.636,.371,.717,3.01,837,1616,278,1
16,367,5872,22.938,.385,.575,5.29,2258,3377,427,1
11,24,264,2.182,.530,.727,10.00,140,192,14,1
15,138,2070,9.200,.431,.750,5.45,893,1552,164,1
12,266,3192,22.167,.338,.667,2.72,1079,2130,397,1
17,382,6494,22.471,.363,.567,5.46,2355,3680,431,1
11,20,220,1.818,.568,.895,8.93,125,197,14,1
16,181,2896,11.313,.400,.759,5.10,1157,2198,227,1
11,198,2178,18.000,.383,.773,2.90,834,1683,288,1
1,42,42,42.000,.190,1.00,1.60,8,42,5,2
47,1,47,.021,1.00,1.00,47.00,47,47,1,4
7,79,553,11.286,.566,.967,3.56,313,535,88,1
83,326,27058,3.928,.286,.671,7.55,7741,18149,1025,5
72,96,6912,1.333,.488,.582,15.69,3374,4025,215,3
8,82,656,10.250,.412,.803,2.78,270,527,97,1
10,155,1550,15.500,.332,.687,2.47,514,1065,208,1
1,28,28,28.000,.464,1.00,2.17,13,28,6,2
11,72,792,6.545,.665,.938,6.35,527,743,83,1
24,120,2880,5.000,.927,.972,21.36,2670,2800,125,1
16,344,5504,21.500,.385,.662,5.20,2121,3643,408,1
12,11,132,.917,.652,.735,12.29,86,97,7,1
13,135,1755,10.385,.492,.833,5.50,864,1462,157,1
9,78,702,8.667,.464,.890,3.33,326,625,98,1
31,322,9982,10.387,.689,.753,16.87,6881,7519,408,1
16,391,6256,24.438,.401,.674,5.26,2508,4219,477,1
3,4,12,1.333,.917,.917,11.00,11,11,1,1
11,20,220,1.818,.564,.918,8.86,124,202,14,1
11,70,770,6.364,.381,.639,3.53,293,492,83,1
16,1,16,.063,1.00,1.00,16.00,16,16,1,4
39,353,13767,9.051,.557,.608,16.89,7667,8370,454,1
16,415,6640,25.938,.389,.675,5.17,2582,4480,499,1
12,20,240,1.667,.546,.838,8.19,131,201,16,1
16,205,3280,12.813,.401,.799,5.36,1314,2622,245,1
11,195,2145,17.727,.358,.781,3.00,768,1676,256,1
24,170,4080,7.083,.924,.997,15.90,3768,4068,237,1
16,359,5744,22.438,.376,.652,5.41,2158,3747,399,1
12,22,264,1.833,.553,.841,7.68,146,222,19,1
16,341,5456,21.313,.378,.724,5.23,2060,3949,394,1
9,70,630,7.778,.433,.851,2.79,273,536,98,1
25,203,5075,8.120,.837,.929,15.22,4246,4713,279,1
16,408,6528,25.500,.390,.644,5.28,2546,4204,482,1
11,22,242,2.000,.649,.847,8.72,157,205,18,1
15,222,3330,14.800,.414,.728,5.34,1378,2425,258,1
10,59,590,5.900,.403,.792,2.98,238,467,80,1
163,161,26243,.988,.523,.897,8.40,13725,23547,1634,3
7,80,560,11.429,.500,.848,3.54,280,475,79,1
83,314,26062,3.783,.282,.619,8.77,7353,16139,838,5
9,82,738,9.111,.337,.821,2.49,249,606,100,1
9,155,1395,17.222,.366,.723,2.54,511,1008,201,1
12,71,852,5.917,.608,.863,6.40,518,735,81,1
24,309,7416,12.875,.921,.984,17.51,6828,7295,390,1
15,356,5340,23.733,.406,.626,5.29,2167,3342,410,1
11,19,209,1.727,.579,.957,7.56,121,200,16,1
17,389,6613,22.882,.344,.678,5.00,2273,4481,455,1
11,56,616,5.091,.386,.700,3.09,238,431,77,1
12,22,264,1.833,.621,.788,9.65,164,208,17,1
16,424,6784,26.500,.371,.563,5.34,2514,3820,471,1
3,4,12,1.333,.917,.917,11.00,11,11,1,1
17,96,1632,5.647,.366,.675,5.15,597,1101,116,1
9,87,783,9.667,.444,.962,2.37,348,753,147,1
23,120,2760,5.217,.942,1.00,17.44,2599,2760,149,1
16,389,6224,24.313,.364,.569,5.35,2268,3544,424,1
12,22,264,1.833,.580,.814,7.65,153,215,20,1
14,62,868,4.429,.433,.646,5.97,376,561,63,1
11,161,1771,14.636,.333,.650,2.71,589,1152,217,1
23,198,4554,8.609,.924,.999,14.93,4210,4548,282,1
16,337,5392,21.063,.363,.598,5.19,1956,3225,377,1
11,23,253,2.091,.585,.834,8.22,148,211,18,1
16,393,6288,24.563,.341,.653,5.13,2145,4103,418,1
10,256,2560,25.600,.363,.765,2.84,928,1959,327,1
16,337,5392,21.063,.369,.608,5.15,1992,3276,387,1
12,22,264,1.833,.538,.852,8.35,142,225,17,1
17,398,6766,23.412,.320,.608,5.30,2162,4117,408,1
16,212,3392,13.250,.376,.693,5.75,1276,2349,222,1
10,256,2560,25.600,.371,.779,2.95,951,1995,322,1
3,424,1272,141.33,.537,.557,136.60,683,709,5,1
186,469,87234,2.522,.378,.529,22.29,33017,46133,1481,3
9,83,747,9.222,.356,.914,2.77,266,683,96,1
9,155,1395,17.222,.346,.731,2.44,483,1020,198,1
11,71,781,6.455,.666,.937,6.19,520,732,84,1
23,137,3151,5.957,.855,.934,16.64,2695,2943,162,1
12,20,240,1.667,.525,.854,9.00,126,205,14,1
16,399,6384,24.938,.369,.577,5.34,2357,3685,441,1
16,227,3632,14.188,.410,.731,4.97,1490,2654,300,1
12,69,828,5.750,.332,.626,2.81,275,518,98,1
16,382,6112,23.875,.375,.600,5.16,2292,3670,444,1
11,20,220,1.818,.577,.882,8.47,127,194,15,1
11,87,957,7.909,.319,.628,2.65,305,601,115,1
16,309,4944,19.313,.382,.549,5.38,1890,2713,351,1
11,22,242,2.000,.603,.810,8.59,146,196,17,1
15,356,5340,23.733,.398,.738,5.32,2127,3940,400,1
12,284,3408,23.667,.325,.725,2.87,1109,2471,386,1
15,294,4410,19.600,.395,.651,5.28,1743,2872,330,1
11,22,242,2.000,.579,.806,7.78,140,195,18,1
16,183,2928,11.438,.413,.787,4.81,1208,2305,251,1
11,81,891,7.364,.339,.695,2.77,302,619,109,1
24,334,8016,13.917,.894,.966,14.30,7164,7740,501,1
12,22,264,1.833,.542,.784,8.94,143,207,16,1
16,405,6480,25.313,.382,.596,5.30,2476,3863,467,1
3,4,12,1.333,.833,.917,10.00,10,11,1,1
16,424,6784,26.500,.371,.719,5.16,2518,4879,488,1
11,302,3322,27.455,.379,.804,2.81,1260,2670,448,1
187,141,26367,.754,.415,.884,4.69,10947,23301,2333,3
7,54,378,7.714,.497,.849,3.42,188,321,55,1
82,314,25748,3.829,.296,.502,10.84,7618,12923,703,1
1,9,9,9.000,1.00,1.00,9.00,9,9,1,1
9,82,738,9.111,.306,.695,2.86,226,513,79,1
9,155,1395,17.222,.376,.722,2.53,524,1007,207,1
12,72,864,6.000,.638,.918,6.12,551,793,90,1
1,23,23,23.000,.348,1.00,1.60,8,23,5,2
1,14,14,14.000,.500,1.00,2.33,7,14,3,2
1,45,45,45.000,.244,1.00,1.38,11,45,8,2
23,125,2875,5.435,.953,1.00,20.75,2739,2875,132,1
16,376,6016,23.500,.371,.580,5.57,2232,3490,401,1
12,10,120,.833,.675,.783,11.57,81,94,7,1
16,352,5632,22.000,.390,.738,5.25,2196,4157,418,1
11,236,2596,21.455,.354,.803,2.91,920,2084,316,1
3,4,12,1.333,1.00,1.00,12.00,12,12,1,1
11,19,209,1.727,.598,.947,7.35,125,198,17,1
15,154,2310,10.267,.423,.704,5.84,976,1626,167,1
16,417,6672,26.063,.381,.652,5.29,2543,4349,481,1
12,404,4848,33.667,.334,.674,2.82,1617,3267,573,1
5,2,10,.400,.900,.900,9.00,9,9,1,4
14,2,28,.143,.536,.536,15.00,15,15,1,4
24,135,3240,5.625,.911,.966,18.69,2953,3131,158,1
11,2,22,.182,.636,.636,14.00,14,14,1,4
12,216,2592,18.000,.507,.764,5.30,1315,1981,248,1
11,22,242,2.000,.632,.864,8.05,153,209,19,1
15,268,4020,17.867,.413,.731,5.10,1661,2940,326,1
3,4,12,1.333,.917,.917,11.00,11,11,1,1
11,94,1034,8.545,.380,.677,3.12,393,700,126,1
4,2,8,.500,1.00,1.00,8.00,8,8,1,4
17,403,6851,23.706,.349,.521,5.43,2388,3568,440,1
11,22,242,2.000,.624,.880,9.44,151,213,16,1
10,57,570,5.700,.407,.739,2.94,232,421,79,1
16,356,5696,22.250,.377,.576,5.80,2150,3279,371,1
12,22,264,1.833,.568,.837,7.50,150,221,20,1
16,439,7024,27.438,.384,.724,5.09,2696,5084,530,1
11,436,4796,39.636,.336,.755,2.86,1612,3623,564,1
8,94,752,11.750,.485,.922,3.07,365,693,119,1
16,410,6560,25.625,.381,.569,5.55,2497,3731,450,1
11,22,242,2.000,.603,.888,8.59,146,215,17,1
16,243,3888,15.188,.394,.709,5.50,1530,2756,278,1
11,378,4158,34.364,.330,.684,2.95,1371,2846,465,1
9,1,9,.111,1.00,1.00,9.00,9,9,1,4
6,57,342,9.500,.453,.906,2.46,155,310,63,1
8,104,832,13.000,.575,.870,3.71,478,724,129,1
8,64,512,8.000,.541,.947,3.85,277,485,72,1
77,271,20867,3.519,.478,.744,11.28,9981,15523,885,1
9,268,2412,29.778,.465,.694,6.30,1122,1675,178,1
9,230,2070,25.556,.399,.870,2.63,826,1800,314,1
9,150,1350,16.667,.284,.756,1.76,384,1020,218,1
8,13,104,1.625,.663,.817,6.90,69,85,10,1
8,157,1256,19.625,.446,.987,2.55,560,1240,220,1
9,232,2088,25.778,.274,.782,1.76,573,1633,326,1
8,13,104,1.625,.635,.788,8.25,66,82,8,1
10,248,2480,24.800,.356,.729,2.60,883,1807,340,1
10,177,1770,17.700,.260,.693,1.77,461,1226,261,1
8,13,104,1.625,.683,.817,7.10,71,85,10,1
9,171,1539,19.000,.400,.778,2.87,615,1198,214,1
8,48,384,6.000,.354,.901,1.68,136,346,81,1
7,13,91,1.857,.780,.989,7.89,71,90,9,1
10,316,3160,31.600,.366,.673,2.74,1158,2126,422,1
9,281,2529,31.222,.272,.856,1.73,687,2164,398,1
7,13,91,1.857,.791,.978,6.00,72,89,12,1
10,268,2680,26.800,.494,.754,6.02,1325,2022,220,1
9,276,2484,30.667,.388,.846,2.58,964,2102,373,1
9,278,2502,30.889,.258,.798,1.62,645,1997,398,1
8,13,104,1.625,.625,.817,5.91,65,85,11,1
9,358,3222,39.778,.385,.863,2.36,1240,2782,525,1
8,170,1360,21.250,.277,.890,1.60,377,1210,236,1
7,19,133,2.714,.662,.925,4.89,88,123,18,1
10,269,2690,26.900,.306,.496,5.15,824,1335,160,1
10,398,3980,39.800,.342,.745,2.44,1361,2965,557,1
7,80,560,11.429,.361,.961,1.63,202,538,124,1
8,12,96,1.500,.583,.813,6.22,56,78,9,1
10,238,2380,23.800,.353,.727,2.85,840,1730,295,1
10,88,880,8.800,.257,.668,1.82,226,588,124,1
7,13,91,1.857,.670,.890,7.63,61,81,8,1
10,279,2790,27.900,.377,.687,2.70,1052,1916,389,1
9,80,720,8.889,.304,.838,1.80,219,603,122,1
7,19,133,2.714,.662,.910,5.18,88,121,17,1
10,268,2680,26.800,.395,.590,5.88,1058,1581,180,1
9,162,1458,18.000,.254,.527,2.69,371,769,138,1
8,162,1296,20.250,.204,.412,3.12,265,534,85,1
8,109,872,13.625,.447,.959,2.47,390,836,158,1
9,163,1467,18.111,.264,.510,2.98,387,748,130,1
8,162,1296,20.250,.327,.790,2.85,424,1024,149,1
9,163,1467,18.111,.263,.549,2.82,386,805,137,1
8,163,1304,20.375,.383,.982,2.79,500,1280,179,1
10,162,1620,16.200,.294,.730,2.71,477,1183,176,1
3,104,312,34.667,.606,.683,9.95,189,213,19,1
8,184,1472,23.000,.237,.777,1.64,349,1144,213,1
7,5,35,.714,.829,.829,29.00,29,29,1,1
6,130,780,21.667,.253,.528,2.05,197,412,96,1
4,17,68,4.250,.191,.647,1.86,13,44,7,1
8,1,8,.125,1.00,1.00,8.00,8,8,1,1
87,116,10092,1.333,.406,.416,104.95,4093,4194,39,1
15,29,435,1.933,.524,.970,4.15,228,422,55,1
77,257,19789,3.338,.465,.490,72.47,9204,9689,127,1
59,84,4956,1.424,.659,.710,148.36,3264,3517,22,1
11,63,693,5.727,.413,.804,3.08,286,557,93,1
11,30,330,2.727,.467,.824,4.16,154,272,37,1
24,510,12240,21.250,.846,.927,38.65,10359,11341,268,2
17,19,323,1.118,.362,.381,58.50,117,123,2,1
17,24,408,1.412,.426,.735,4.70,174,300,37,1
9,159,1431,17.667,.249,.605,1.93,356,866,184,1
9,168,1512,18.667,.268,.661,1.89,405,1000,214,1
8,131,1048,16.375,.246,.796,1.46,258,834,177,1
8,206,1648,25.750,.236,.793,1.64,389,1307,237,1
6,217,1302,36.167,.250,.684,1.52,326,890,214,1
6,184,1104,30.667,.272,.697,1.54,300,770,195,1
7,243,1701,34.714,.219,.528,1.62,372,898,230,1
7,219,1533,31.286,.195,.617,1.44,299,946,207,1
7,110,770,15.714,.210,.627,1.38,162,483,117,1
7,128,896,18.286,.265,.720,1.69,237,645,140,1
17,21,357,1.235,.373,.613,16.63,133,219,8,1
17,23,391,1.353,.419,.808,6.56,164,316,25,1
17,171,2907,10.059,.208,.422,2.42,606,1226,250,1
9,166,1494,18.444,.274,.606,1.88,409,905,217,1
9,73,657,8.111,.298,.627,2.55,196,412,77,1
9,125,1125,13.889,.210,.601,1.69,236,676,140,1
8,109,872,13.625,.219,.595,1.61,191,519,119,1
5,27,135,5.400,.296,.496,3.08,40,67,13,1
8,76,608,9.500,.232,.510,1.88,141,310,75,1
4,18,72,4.500,.181,.778,6.50,13,56,2,1
7,240,1680,34.286,.215,.538,1.64,362,904,221,1
5,51,255,10.200,.314,.831,1.63,80,212,49,1
8,231,1848,28.875,.228,.569,1.64,421,1052,257,1
7,231,1617,33.000,.260,.640,1.71,420,1035,246,1
4,19,76,4.750,.421,.921,1.78,32,70,18,1
5,70,350,14.000,.180,.417,1.40,63,146,45,1
5,203,1015,40.600,.239,.859,1.30,243,872,187,1
18,22,396,1.222,.366,.513,14.50,145,203,10,1
9,161,1449,17.889,.273,.521,2.41,396,755,164,1
17,24,408,1.412,.426,.792,4.46,174,323,39,1
18,158,2844,8.778,.198,.418,2.46,563,1190,229,1
9,92,828,10.222,.287,.694,1.93,238,575,123,1
6,48,288,8.000,.316,.965,1.57,91,278,58,1
8,95,760,11.875,.187,.645,1.34,142,490,106,1
7,227,1589,32.429,.217,.509,1.60,345,809,215,1
7,243,1701,34.714,.198,.480,1.48,336,817,227,1
8,242,1936,30.250,.171,.409,1.45,331,792,228,1
8,192,1536,24.000,.207,.579,1.57,318,889,203,1
7,98,686,14.000,.207,.491,1.42,142,337,100,1
17,22,374,1.294,.425,.765,4.68,159,286,34,1
8,152,1216,19.000,.270,.623,2.00,328,757,164,1
17,11,187,.647,.326,.433,10.17,61,81,6,1
17,11,187,.647,.417,.647,9.75,78,121,8,1
10,141,1410,14.100,.236,.645,2.25,333,910,148,1
6,46,276,7.667,.322,.877,1.48,89,242,60,1
8,229,1832,28.625,.168,.484,1.57,308,887,196,1
8,113,904,14.125,.210,.759,1.41,190,686,135,1
5,69,345,13.800,.249,.632,1.51,86,218,57,1
5,34,170,6.800,.141,.594,1.26,24,101,19,1
5,58,290,11.600,.200,.745,1.41,58,216,41,1
5,36,180,7.200,.211,.789,1.52,38,142,25,1
5,46,230,9.200,.174,.804,1.43,40,185,28,1
7,135,945,19.286,.156,.753,1.23,147,712,120,1
5,118,590,23.600,.154,.497,1.44,91,293,63,1
3,5,15,1.667,.533,.800,4.00,8,12,2,1
7,145,1015,20.714,.207,.658,1.50,210,668,140,1
7,91,637,13.000,.163,.535,1.46,104,341,71,1
5,177,885,35.400,.226,.498,1.71,200,441,117,1
17,22,374,1.294,.321,.406,8.57,120,152,14,1
9,150,1350,16.667,.237,.579,1.75,320,782,183,1
17,24,408,1.412,.400,.838,4.79,163,342,34,1
8,117,936,14.625,.173,.642,1.30,162,601,125,1
19,130,2470,6.842,.208,.650,1.93,514,1606,267,1
7,239,1673,34.143,.160,.476,1.51,268,797,177,1
7,110,770,15.714,.174,.447,1.25,134,344,107,1
6,21,126,3.500,.198,.444,1.67,25,56,15,4
6,47,282,7.833,.177,.450,1.61,50,127,31,1
4,25,100,6.250,.280,.710,1.33,28,71,21,1
6,104,624,17.333,.234,.862,1.32,146,538,111,1
4,31,124,7.750,.419,.944,1.58,52,117,33,1
7,192,1344,27.429,.136,.385,1.36,183,518,135,1
7,162,1134,23.143,.096,.235,1.49,109,266,73,1
8,208,1664,26.000,.194,.491,1.65,323,817,196,1
17,22,374,1.294,.409,.757,4.50,153,283,34,1
10,189,1890,18.900,.263,.515,2.34,498,973,213,1
5,92,460,18.400,.287,.604,1.38,132,278,96,1
7,111,777,15.857,.254,.883,1.50,197,686,131,1
18,24,432,1.333,.454,.750,5.76,196,324,34,1
8,231,1848,28.875,.210,.543,1.65,389,1003,236,1
18,185,3330,10.278,.163,.358,2.39,544,1193,228,1
8,242,1936,30.250,.232,.611,1.72,450,1183,262,1
7,48,336,6.857,.298,.613,1.67,100,206,60,1
6,60,360,10.000,.292,.822,1.57,105,296,67,1
7,211,1477,30.143,.257,.653,1.70,380,965,223,1
5,17,85,3.400,.376,.741,2.91,32,63,11,1
197,198,39006,1.005,.273,.332,46.93,10654,12964,227,5
7,223,1561,31.857,.205,.664,1.40,320,1036,229,1
7,67,469,9.571,.258,.548,1.70,121,257,71,1
23,249,5727,10.826,.770,.958,16.33,4409,5488,270,1
17,23,391,1.353,.373,.621,10.43,146,243,14,1
9,169,1521,18.778,.260,.619,1.82,396,942,217,1
9,100,900,11.111,.247,.637,1.83,222,573,121,1
6,71,426,11.833,.329,.958,1.57,140,408,89,1
8,210,1680,26.250,.178,.483,1.44,299,811,208,1
4,44,176,11.000,.267,.614,1.81,47,108,26,1
7,97,679,13.857,.196,.461,1.68,133,313,79,1
5,107,535,21.400,.247,.910,1.43,132,487,92,1
17,34,578,2.000,.123,.156,17.75,71,90,4,1
19,201,3819,10.579,.238,.567,2.07,909,2164,439,1
7,213,1491,30.429,.235,.746,1.50,351,1112,234,1
6,28,168,4.667,.327,.589,2.12,55,99,26,1
7,98,686,14.000,.254,.608,1.53,174,417,114,1
7,133,931,19.000,.211,.559,1.75,196,520,112,1
7,72,504,10.286,.236,.651,1.70,119,328,70,1
79,159,12561,2.013,.319,.368,51.40,4009,4623,78,1
77,245,18865,3.182,.445,.523,32.67,8396,9871,257,1
74,183,13542,2.473,.544,.612,127.00,7366,8289,58,1
3,541,1623,180.33,.710,.747,88.62,1152,1213,13,2
9,153,1377,17.000,.304,.848,2.06,419,1168,203,1
