% This is the Tecator data set: The task is to predict the fat content of a 
% meat sample on the basis of its near infrared absorbance spectrum.
% 1. Statement of permission from Tecator (the original data source)
% 
% These data are recorded on a Tecator Infratec Food and Feed Analyzer 
% working in the wavelength range 850 - 1050 nm by the Near Infrared 
% Transmission (NIT) principle. Each sample contains finely chopped pure 
% meat with different moisture, fat and protein contents.
% 
% If results from these data are used in a publication we want you to 
% mention the instrument and company name (Tecator) in the publication. 
% In addition, please send a preprint of your article to 
% 
%     Karin Thente, Tecator AB, 
%     Box 70, S-263 21 Hoganas, Sweden
% 
% The data are available in the public domain with no responsability from 
% the original data source. The data can be redistributed as long as this 
% permission note is attached.
% For more information about the instrument - call Perstorp Analytical's 
% representative in your area.
% 
% 
% 2. Description of the data file
% 
% For each meat sample the data consists of a 100 channel spectrum of 
% absorbances and the contents of moisture (water), fat and protein. 
% The absorbance is -log10 of the transmittance 
% measured by the spectrometer. The three contents, measured in percent, 
% are determined by analytic chemistry.
% 
% There are 240 samples which are divided into 5 data sets for the purpose 
% of model validation and extrapolation studies. The data sets, further 
% described in reference 1, are:
% 
%     Data set  Use               Samples
%     C         Traning               129
%     M         Monitoring             43
%     T         Testing                43
%     E1        Extrapolation, Fat      8     
%     E2        Extrapolation, Protein 17     
% 
% The data for all 240 samples appear at the end of this file - 25 lines 
% per sample. The data sets appear in the order of the table above.
% The spectra are preprocessed using a principal component analysis on the 
% data set C, and the first 22 principal components (scaled to unit 
% variance) are included for each sample.
% Thus if you want to use the data for a standard (interpolation) test 
% of your algorithm, use sample 1-172 for training and sample 173-215
% for testing (and ignore the last 25 samples), and use the first 13 or so 
% principal components to predict the fat content. 
% 
% Each line contains the 100 absorbances followed by the 22 principal 
% components and finally the contents of moisture, fat and protein.
% 
% Preceeding the data lines, the following lines appear:
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
% 
% 3. More details on how to use the data
% 
% The data are made available as a benchmark for regression models. In order
% to compare models, it is practical to use the data set as follows:
% 
% C and M combined are used to tune (estimate, train) the model. (Some
% approaches set aside some training data to control overfitting. These data 
% should be a subset of C+M. In (1) the subset M was used for this purpose.)
% 
% T is used to test the model once it has been tuned. 
% If each model has an element of randomness (as is the case 
% for neural networks) the most reliable measure of performance of a single 
% model is obtained by selecting a handful of models on the basis of C+M and 
% quoting the average of the performances on T.
% In the presence of randomness it is bad practice to train a lot of models 
% on C+M and then select the best of these on the basis of T. 
% 
% C, M and T are drawn from the same pool of data, so T is used to test the 
% ability of the models to interpolate. The data sets E1 and E2 contain 
% more fat and protein respectively and are intended to be used to test the  
% ability of the models to extrapolate.  
% 
% 
% 4. Performance of neural network models
% 
% The performance is measured as Standard Error of Prediction (SEP) which
% is the root mean square of the difference between the true and the predicted 
% content.
% 
% For the prediction of fat on the data set T the following results were obtained
% 
%     Reference SEP   method (see the papers for details)
%     (1)       0.65  10-6-1 network, early stopping
%     (2)       0.52  10-3-1 network, Bayesian
%     (3)       0.36  13-X-1 network, Bayesian, Automatic Relevance Determination
% 
% A linear model with 10 inputs yields SEP=2.78.
% 
% 5. References
% 
% (1) C.Borggaard and H.H.Thodberg, 
%     "Optimal Minimal Neural Interpretation of Spectra", 
%     Analytical Chemistry 64 (1992), p 545-551.
% (2) H.H.Thodberg, "Ace of Bayes: Application of Neural Networks with Pruning"
%     Manuscript 1132, Danish Meat Research Institute (1993),
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.ace-of-bayes.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% (3) Revised and extended version of (2), in preparation, to be 
%     submitted to IEEE Trans. Neural Networks (1995)
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.bayesARD.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% Hans Henrik Thodberg                Email: thodberg@nn.dmri.dk
% Danish Meat Research Institute      Phone: (+45) 42 36 12 00
% Maglegaardsvej 2, Postboks 57       Fax:   (+45) 42 36 48 36
% DK-4000 Roskilde, Denmark
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
%
% Note: all 240 samples are included in the same order as mentioned above
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation tecator

@attribute absorbance_1 REAL
@attribute absorbance_2 REAL
@attribute absorbance_3 REAL
@attribute absorbance_4 REAL
@attribute absorbance_5 REAL
@attribute absorbance_6 REAL
@attribute absorbance_7 REAL
@attribute absorbance_8 REAL
@attribute absorbance_9 REAL
@attribute absorbance_10 REAL
@attribute absorbance_11 REAL
@attribute absorbance_12 REAL
@attribute absorbance_13 REAL
@attribute absorbance_14 REAL
@attribute absorbance_15 REAL
@attribute absorbance_16 REAL
@attribute absorbance_17 REAL
@attribute absorbance_18 REAL
@attribute absorbance_19 REAL
@attribute absorbance_20 REAL
@attribute absorbance_21 REAL
@attribute absorbance_22 REAL
@attribute absorbance_23 REAL
@attribute absorbance_24 REAL
@attribute absorbance_25 REAL
@attribute absorbance_26 REAL
@attribute absorbance_27 REAL
@attribute absorbance_28 REAL
@attribute absorbance_29 REAL
@attribute absorbance_30 REAL
@attribute absorbance_31 REAL
@attribute absorbance_32 REAL
@attribute absorbance_33 REAL
@attribute absorbance_34 REAL
@attribute absorbance_35 REAL
@attribute absorbance_36 REAL
@attribute absorbance_37 REAL
@attribute absorbance_38 REAL
@attribute absorbance_39 REAL
@attribute absorbance_40 REAL
@attribute absorbance_41 REAL
@attribute absorbance_42 REAL
@attribute absorbance_43 REAL
@attribute absorbance_44 REAL
@attribute absorbance_45 REAL
@attribute absorbance_46 REAL
@attribute absorbance_47 REAL
@attribute absorbance_48 REAL
@attribute absorbance_49 REAL
@attribute absorbance_50 REAL
@attribute absorbance_51 REAL
@attribute absorbance_52 REAL
@attribute absorbance_53 REAL
@attribute absorbance_54 REAL
@attribute absorbance_55 REAL
@attribute absorbance_56 REAL
@attribute absorbance_57 REAL
@attribute absorbance_58 REAL
@attribute absorbance_59 REAL
@attribute absorbance_60 REAL
@attribute absorbance_61 REAL
@attribute absorbance_62 REAL
@attribute absorbance_63 REAL
@attribute absorbance_64 REAL
@attribute absorbance_65 REAL
@attribute absorbance_66 REAL
@attribute absorbance_67 REAL
@attribute absorbance_68 REAL
@attribute absorbance_69 REAL
@attribute absorbance_70 REAL
@attribute absorbance_71 REAL
@attribute absorbance_72 REAL
@attribute absorbance_73 REAL
@attribute absorbance_74 REAL
@attribute absorbance_75 REAL
@attribute absorbance_76 REAL
@attribute absorbance_77 REAL
@attribute absorbance_78 REAL
@attribute absorbance_79 REAL
@attribute absorbance_80 REAL
@attribute absorbance_81 REAL
@attribute absorbance_82 REAL
@attribute absorbance_83 REAL
@attribute absorbance_84 REAL
@attribute absorbance_85 REAL
@attribute absorbance_86 REAL
@attribute absorbance_87 REAL
@attribute absorbance_88 REAL
@attribute absorbance_89 REAL
@attribute absorbance_90 REAL
@attribute absorbance_91 REAL
@attribute absorbance_92 REAL
@attribute absorbance_93 REAL
@attribute absorbance_94 REAL
@attribute absorbance_95 REAL
@attribute absorbance_96 REAL
@attribute absorbance_97 REAL
@attribute absorbance_98 REAL
@attribute absorbance_99 REAL
@attribute absorbance_100 REAL
@attribute principal_component_1 REAL
@attribute principal_component_2 REAL
@attribute principal_component_3 REAL
@attribute principal_component_4 REAL
@attribute principal_component_5 REAL
@attribute principal_component_6 REAL
@attribute principal_component_7 REAL
@attribute principal_component_8 REAL
@attribute principal_component_9 REAL
@attribute principal_component_10 REAL
@attribute principal_component_11 REAL
@attribute principal_component_12 REAL
@attribute principal_component_13 REAL
@attribute principal_component_14 REAL
@attribute principal_component_15 REAL
@attribute principal_component_16 REAL
@attribute principal_component_17 REAL
@attribute principal_component_18 REAL
@attribute principal_component_19 REAL
@attribute principal_component_20 REAL
@attribute principal_component_21 REAL
@attribute principal_component_22 REAL
@attribute moisture REAL
@attribute fat REAL
@attribute protein REAL

@data
3.00881,3.01401,3.01934,3.02469,3.03022,3.03601,3.04208,3.04849,3.05534,3.0626,3.07018,3.07828,3.08691,3.09627,3.10638,3.11723,3.12885,3.14127,3.15456,3.16894,3.18387,3.19888,3.21336,3.22713,3.24044,3.2539,3.26826,3.28433,3.3027,3.32378,3.34651,3.36966,3.39228,3.41441,3.43678,3.46017,3.48473,3.50961,3.53306,3.55286,3.56614,3.57109,3.56832,3.55997,3.54949,3.54064,3.53661,3.53963,3.55094,3.57077,3.59835,3.63193,3.66867,3.7046,3.73568,3.76005,3.77764,3.78962,3.79751,3.80265,3.80594,3.80782,3.80838,3.80757,3.80529,3.8015,3.79631,3.78995,3.78265,3.77458,3.76591,3.75677,3.7471,3.73704,3.72657,3.71589,3.70526,3.69496,3.6851,3.67558,3.6661,3.65638,3.64604,3.63463,3.62193,3.6081,3.59366,3.57945,3.56603,3.55354,3.54178,3.53029,3.51872,3.50678,3.49431,3.48107,3.46677,3.45126,3.43478,3.41792,0.571885,0.741434,-2.30812,-0.697723,-1.32049,1.56174,1.90342,-0.982291,1.79464,1.11623,-1.94488,-0.13091,-0.204905,-0.0071622,0.458753,-0.254502,-3.74109,0.0391731,0.223864,0.559015,1.03578,0.516369,41.4,46,12.5
2.15499,2.1545,2.15393,2.15342,2.153,2.15263,2.1523,2.15209,2.15214,2.15232,2.15265,2.15305,2.15356,2.15424,2.15514,2.15623,2.15748,2.1589,2.16058,2.16251,2.16471,2.16703,2.16941,2.17181,2.17418,2.17661,2.179,2.18122,2.18325,2.18511,2.1869,2.18885,2.19117,2.19409,2.19797,2.20315,2.21031,2.2195,2.23088,2.24446,2.26009,2.27765,2.2971,2.31839,2.34155,2.36663,2.39397,2.4245,2.4589,2.49783,2.5416,2.5894,2.63917,2.68768,2.73133,2.76738,2.79485,2.81454,2.82838,2.83813,2.84525,2.85047,2.85403,2.85586,2.85589,2.85389,2.84985,2.84396,2.83637,2.82722,2.81669,2.80476,2.79161,2.77734,2.76216,2.74616,2.72948,2.71228,2.69452,2.67636,2.65782,2.63887,2.61947,2.59956,2.57921,2.55853,2.53763,2.51673,2.49598,2.47541,2.45506,2.43495,2.41518,2.39586,2.37715,2.35907,2.34173,2.32514,2.30934,2.29418,-1.50686,-1.06029,-0.202006,0.836569,-0.7916,0.0457066,0.760762,0.665475,-0.588681,1.44591,-0.0827679,-0.652256,2.64639,1.21231,1.27303,1.45938,1.31582,-0.986314,1.34601,-1.51377,-1.18225,-1.53069,76.6,0.9,21.2
2.88841,2.89612,2.90365,2.91112,2.91849,2.9258,2.93305,2.94026,2.94758,2.95479,2.96199,2.96915,2.97629,2.98345,2.99066,2.99786,3.00509,3.01239,3.01979,3.02726,3.03478,3.04228,3.04975,3.05717,3.0645,3.07174,3.07889,3.08585,3.09261,3.09925,3.10582,3.1123,3.11879,3.12548,3.13253,3.14018,3.14885,3.15851,3.16929,3.18116,3.19405,3.20791,3.22266,3.23827,3.25478,3.27232,3.29121,3.31209,3.33552,3.36191,3.39153,3.42403,3.45826,3.49226,3.52367,3.55044,3.57162,3.58746,3.59899,3.60745,3.61372,3.61844,3.62181,3.62383,3.62442,3.62355,3.6212,3.6174,3.61231,3.60604,3.59863,3.59021,3.58088,3.57073,3.55985,3.54833,3.53635,3.52394,3.51121,3.49822,3.48495,3.47135,3.45745,3.44325,3.42874,3.41397,3.39902,3.38402,3.36908,3.35426,3.3396,3.3251,3.31075,3.29666,3.28288,3.26947,3.25639,3.24368,3.23138,3.21932,0.175044,0.507775,-1.22688,2.0155,-1.67118,-0.778647,-0.0616949,0.360831,0.935063,-0.477524,1.04585,1.06521,-0.119971,-0.232836,-0.207223,0.0207741,-0.27443,-0.339088,-0.39987,0.268095,0.291116,0.168597,72.7,2.9,21.7
2.9886,2.99705,3.00537,3.01352,3.02157,3.02955,3.03748,3.04537,3.05328,3.06115,3.06899,3.07685,3.08469,3.09251,3.10034,3.10823,3.11618,3.12415,3.13224,3.14041,3.14863,3.15685,3.16505,3.1732,3.18126,3.18918,3.19704,3.20476,3.21232,3.21976,3.22709,3.23435,3.24164,3.24907,3.25699,3.26552,3.27506,3.28564,3.29734,3.31014,3.324,3.33882,3.35453,3.37108,3.38847,3.40692,3.42678,3.44871,3.47318,3.50074,3.53165,3.56558,3.60135,3.63697,3.67002,3.69845,3.72121,3.73845,3.75124,3.76063,3.76763,3.77297,3.77689,3.77941,3.78035,3.77972,3.77757,3.77394,3.76891,3.76259,3.7551,3.74657,3.73706,3.72672,3.71559,3.70386,3.69156,3.67891,3.66593,3.65263,3.63907,3.62524,3.61109,3.59664,3.5819,3.56688,3.55166,3.53639,3.52124,3.50625,3.4914,3.47672,3.46227,3.44807,3.43416,3.42061,3.40749,3.39474,3.38234,3.37017,0.44647,0.333056,-1.14432,2.1649,-1.83824,-0.634648,-0.359621,0.404913,1.37209,-0.514004,1.1116,0.893928,0.051935,-0.464235,-0.498196,-0.268487,-0.455978,-0.0675504,-0.567761,0.518428,0.496316,0.445445,71.4,3.5,21.5
3.13203,3.14117,3.15015,3.15899,3.16774,3.17642,3.18504,3.1936,3.20214,3.21066,3.21913,3.22759,3.23606,3.24454,3.25304,3.26157,3.27014,3.27879,3.2875,3.29634,3.3052,3.31408,3.32297,3.33181,3.34055,3.34926,3.35777,3.36619,3.37447,3.38264,3.39072,3.39872,3.40672,3.41491,3.4235,3.43277,3.44309,3.45456,3.46717,3.48094,3.49584,3.51181,3.52873,3.54649,3.56513,3.58482,3.60596,3.62921,3.65508,3.68411,3.71668,3.75254,3.79061,3.82891,3.86499,3.89659,3.92226,3.94198,3.95668,3.96754,3.97573,3.98199,3.98652,3.98942,3.99071,3.99027,3.98813,3.98433,3.97893,3.97211,3.96402,3.95479,3.9445,3.93332,3.92123,3.90845,3.89505,3.88129,3.86723,3.85287,3.83821,3.82326,3.80804,3.79254,3.77668,3.76055,3.74429,3.72799,3.71176,3.6957,3.67987,3.6643,3.64899,3.63392,3.61912,3.60474,3.59085,3.57745,3.56438,3.55159,0.805563,0.191567,-0.84119,2.30782,-1.65388,-0.711273,-1.01367,0.0181055,2.08449,-0.917821,0.754098,0.60363,0.0892398,-0.858157,-0.942228,-0.550224,-0.781867,0.5024,-1.01978,0.892811,0.825171,0.816258,69.8,4,21.3
2.50688,2.50783,2.5088,2.50985,2.51101,2.51229,2.51369,2.51523,2.51692,2.51888,2.52103,2.52331,2.52576,2.52841,2.53122,2.53423,2.53752,2.54095,2.54465,2.54859,2.55274,2.55703,2.5614,2.56579,2.57016,2.57449,2.5788,2.5831,2.58734,2.59156,2.59575,2.59996,2.60428,2.60886,2.61396,2.61985,2.62702,2.63551,2.64524,2.65624,2.66831,2.68128,2.69503,2.7095,2.72479,2.74116,2.75911,2.77959,2.80313,2.83051,2.862,2.89712,2.93444,2.97142,3.00482,3.03191,3.05143,3.06386,3.07077,3.07371,3.07402,3.07252,3.06948,3.06492,3.05869,3.05075,3.04106,3.0297,3.01681,3.00253,2.98699,2.9703,2.95266,2.93406,2.91468,2.8946,2.87393,2.85285,2.83147,2.80986,2.78794,2.76571,2.74317,2.72026,2.69701,2.67351,2.64986,2.62621,2.60273,2.57953,2.55669,2.53422,2.51217,2.49056,2.46947,2.44895,2.42914,2.41002,2.39156,2.37374,-0.973288,1.53576,0.821568,-1.08329,-0.389583,-0.734789,0.23791,0.983768,0.998022,-0.298377,-0.342252,0.387293,0.104928,0.742789,0.829832,0.947153,0.759556,-0.769744,0.646008,-1.0367,-0.993067,-0.967901,74.5,5.2,20.2
2.62979,2.632,2.63413,2.63626,2.63846,2.64072,2.64303,2.64548,2.648,2.65065,2.65346,2.6564,2.65947,2.66264,2.66592,2.6694,2.67302,2.67689,2.68095,2.68514,2.68946,2.69387,2.69828,2.70267,2.70697,2.71114,2.71522,2.71923,2.72323,2.72725,2.73128,2.73533,2.73948,2.74393,2.74898,2.755,2.76246,2.77138,2.78171,2.79331,2.806,2.81959,2.83391,2.84895,2.86486,2.88209,2.90118,2.92336,2.94913,2.97917,3.01363,3.0519,3.09222,3.13179,3.16746,3.19675,3.21871,3.23405,3.24441,3.25133,3.25598,3.25903,3.26062,3.26066,3.25909,3.25586,3.25095,3.24435,3.23616,3.22654,3.2156,3.20347,3.19022,3.17585,3.16056,3.14436,3.12748,3.11004,3.09214,3.07381,3.05504,3.03578,3.01601,2.99572,2.97493,2.95364,2.93202,2.91024,2.8885,2.86696,2.84566,2.82459,2.80375,2.78326,2.7632,2.74361,2.72461,2.70611,2.6881,2.67051,-0.596816,0.754386,0.129609,0.686448,0.719918,-1.5857,1.44897,0.283489,-0.00608389,-0.472427,-0.407317,1.09713,0.366967,0.382291,0.531199,0.341778,0.527227,-0.217251,0.518167,-0.577798,-0.501246,-0.596517,73.5,5.6,20
2.91792,2.91896,2.92004,2.92119,2.92238,2.92373,2.92528,2.92693,2.9288,2.93089,2.93321,2.93566,2.9383,2.94111,2.94409,2.9473,2.95075,2.9544,2.95826,2.96232,2.96659,2.97107,2.97566,2.98024,2.98478,2.98931,2.99389,2.99849,3.00307,3.00766,3.01223,3.01679,3.02143,3.0263,3.0316,3.03762,3.04465,3.05273,3.06198,3.07224,3.0833,3.09495,3.10709,3.11965,3.13274,3.14673,3.16206,3.17967,3.20029,3.22445,3.25241,3.28373,3.3169,3.34946,3.37856,3.40178,3.41794,3.42745,3.4317,3.43221,3.43037,3.42683,3.42186,3.41537,3.40732,3.39762,3.38629,3.37347,3.35928,3.34381,3.32721,3.30963,3.2912,3.27207,3.25225,3.23192,3.21109,3.19003,3.16879,3.14742,3.1259,3.10413,3.08215,3.05997,3.03761,3.01507,2.99247,2.96992,2.9476,2.92566,2.90415,2.88309,2.86247,2.84225,2.82254,2.80343,2.78495,2.76714,2.74992,2.73321,-0.220203,2.72651,1.16276,-0.449959,0.843163,1.6768,0.0304966,0.793678,0.976279,-0.63948,1.37302,0.504804,-0.558027,0.261944,0.267362,0.267702,0.178457,-1.54969,-0.133805,-0.232329,-0.589053,-0.21584,74.1,6.3,19.2
2.85587,2.85753,2.85919,2.86082,2.86244,2.86411,2.86592,2.86788,2.87002,2.87241,2.87496,2.87767,2.88059,2.88374,2.88713,2.8908,2.89478,2.89911,2.90382,2.90888,2.91422,2.9197,2.92521,2.9307,2.93615,2.94158,2.94703,2.95264,2.95845,2.96444,2.97058,2.97686,2.98338,2.99041,2.99831,3.00762,3.0191,3.03269,3.04836,3.06597,3.08528,3.10601,3.12791,3.15096,3.1754,3.20168,3.23053,3.26338,3.30089,3.34391,3.39289,3.44733,3.50542,3.56397,3.61887,3.66629,3.70409,3.73225,3.75245,3.76667,3.77679,3.78391,3.78854,3.79072,3.79046,3.78762,3.78222,3.7744,3.76431,3.75217,3.7382,3.7225,3.70539,3.68694,3.66737,3.64687,3.62557,3.60372,3.58146,3.55895,3.53612,3.51292,3.48934,3.46531,3.44081,3.41593,3.39083,3.36576,3.34095,3.31661,3.2928,3.26945,3.24661,3.22437,3.20278,3.18198,3.16196,3.1427,3.12415,3.10627,0.141936,-1.10502,1.13037,1.24683,0.574334,0.912394,-1.96858,-1.56951,1.86552,-0.323295,-0.609988,-2.06873,1.88146,-0.150409,-0.482967,-0.210095,-0.188346,-0.175447,-0.214549,0.137317,0.259824,0.134896,67.3,7.2,20.1
2.77761,2.77938,2.78124,2.78315,2.78513,2.7872,2.78945,2.79194,2.79459,2.7975,2.80069,2.80412,2.8077,2.81151,2.81557,2.81989,2.82446,2.82933,2.83456,2.84014,2.84596,2.85201,2.85819,2.86441,2.87062,2.87676,2.88298,2.88924,2.89559,2.90204,2.90862,2.91526,2.92193,2.92871,2.93588,2.94379,2.95281,2.96325,2.97503,2.98798,3.00194,3.0166,3.03174,3.0473,3.06344,3.08047,3.09898,3.11968,3.14383,3.17216,3.20524,3.24294,3.28394,3.32563,3.36451,3.39739,3.4224,3.43945,3.44992,3.4556,3.45803,3.4581,3.45644,3.45307,3.4479,3.44086,3.43188,3.42102,3.40846,3.39435,3.37883,3.36205,3.34414,3.32521,3.30534,3.28463,3.2633,3.24146,3.21931,3.19686,3.17414,3.15114,3.1278,3.10409,3.07997,3.05545,3.03061,3.00567,2.9809,2.95646,2.93241,2.90877,2.88551,2.86264,2.84028,2.81853,2.7975,2.77718,2.75747,2.73836,-0.288776,1.22218,1.07845,-0.698964,0.288964,-0.893673,-0.521318,0.5539,1.82439,1.21288,0.0891511,0.3683,-1.01629,0.080871,0.567719,0.806942,0.514638,-1.0437,0.414786,-0.306163,-0.827558,-0.300437,71.8,7.8,20.2
2.81969,2.82316,2.82656,2.82991,2.83325,2.8366,2.84002,2.8435,2.84706,2.85073,2.85451,2.85835,2.86223,2.86619,2.87029,2.87454,2.87888,2.88331,2.88792,2.89272,2.89762,2.9025,2.90726,2.91189,2.91637,2.92069,2.92487,2.92897,2.93313,2.93739,2.9417,2.94597,2.95022,2.95477,2.96003,2.96644,2.97426,2.98356,2.99437,3.00645,3.01949,3.03315,3.04723,3.06176,3.07708,3.09376,3.11261,3.13456,3.16047,3.19121,3.22725,3.26787,3.31087,3.35256,3.38907,3.41794,3.43881,3.45316,3.46293,3.46971,3.4745,3.47776,3.47964,3.47999,3.47861,3.47544,3.47049,3.46385,3.45566,3.44606,3.43518,3.42308,3.40986,3.3956,3.38041,3.36439,3.34772,3.33058,3.31304,3.29507,3.27668,3.25785,3.23855,3.2187,3.19825,3.17719,3.15576,3.13422,3.11282,3.09165,3.07068,3.04989,3.02929,3.00893,2.98897,2.9695,2.95048,2.93186,2.91354,2.89551,-0.170852,0.910888,0.239683,1.17127,0.914803,-1.14182,1.64027,-0.884678,-1.99413,-2.22482,-0.639318,0.0763491,-0.389277,-0.91541,0.587766,0.325937,-0.12269,1.31486,0.87434,-0.147085,-0.188827,-0.147362,72.45,7.9,19.7
2.79397,2.79267,2.79146,2.79043,2.78959,2.78891,2.78839,2.78811,2.78817,2.78847,2.78904,2.78986,2.79093,2.7923,2.79396,2.79587,2.79804,2.80053,2.80337,2.80649,2.80989,2.81347,2.81713,2.82079,2.82442,2.82803,2.83167,2.83533,2.83918,2.84319,2.84733,2.85155,2.85583,2.86033,2.86531,2.87119,2.87833,2.8868,2.89644,2.90705,2.91831,2.92989,2.94156,2.95328,2.96527,2.97807,2.9925,3.00985,3.03083,3.05611,3.0859,3.11964,3.15567,3.1912,3.22292,3.24812,3.26558,3.27591,3.28058,3.28135,3.2795,3.2758,3.27057,3.26378,3.25535,3.24522,3.23334,3.21981,3.2048,3.18844,3.17091,3.15238,3.13295,3.11263,3.09154,3.06986,3.04776,3.02535,3.00275,2.98003,2.95713,2.93402,2.91064,2.88702,2.8631,2.83889,2.81448,2.79011,2.76601,2.74234,2.71919,2.69653,2.67432,2.6526,2.63145,2.61092,2.59104,2.57178,2.55302,2.53483,-0.542673,2.62588,1.44695,-0.857746,1.72951,1.57299,0.130966,0.322533,0.616868,-0.71171,1.42237,-0.517225,-0.269894,0.766049,0.554829,0.411636,0.476756,-1.32952,0.487197,-0.512554,-0.549305,-0.487283,71.6,9.2,18.7
2.19633,2.19528,2.19424,2.19317,2.19215,2.19127,2.19059,2.19007,2.1898,2.1897,2.18974,2.19008,2.19069,2.19156,2.1927,2.19413,2.1959,2.198,2.20054,2.2034,2.20644,2.20952,2.21258,2.21557,2.21853,2.22156,2.22475,2.22821,2.23201,2.2362,2.24076,2.24564,2.25084,2.25656,2.26316,2.27102,2.28086,2.29255,2.30605,2.32108,2.33726,2.35433,2.37214,2.39071,2.41036,2.43166,2.45535,2.48281,2.5146,2.5515,2.59372,2.64064,2.69032,2.73959,2.78477,2.82275,2.85204,2.87304,2.8875,2.89723,2.90381,2.90813,2.91061,2.91119,2.90981,2.90636,2.90085,2.8934,2.88418,2.8734,2.86128,2.84791,2.83342,2.81794,2.80157,2.78452,2.76687,2.74885,2.73058,2.71211,2.69342,2.67446,2.65516,2.63549,2.61544,2.59505,2.57451,2.55399,2.53367,2.51377,2.49432,2.47531,2.45676,2.43873,2.42121,2.40428,2.38792,2.37223,2.3571,2.34251,-1.41023,-0.960959,-0.223415,0.332299,-0.757282,1.41008,-0.781065,0.296758,0.334909,0.382201,-0.507339,-0.126777,1.75926,1.10829,1.13812,1.50265,1.34181,-1.41296,1.27464,-1.44167,-1.19295,-1.40954,69.4,9.3,18.2
3.32573,3.33389,3.3419,3.34985,3.35772,3.36558,3.37354,3.3816,3.38977,3.39803,3.40629,3.41468,3.42324,3.43193,3.44075,3.44976,3.45896,3.4684,3.47809,3.48809,3.4983,3.50863,3.51892,3.52904,3.53901,3.54892,3.55875,3.56866,3.57865,3.58881,3.59908,3.60939,3.61978,3.63044,3.64175,3.65407,3.66804,3.68364,3.70074,3.71898,3.73796,3.75737,3.77704,3.79696,3.81752,3.83931,3.86328,3.89102,3.92322,3.96061,4.00347,4.05122,4.10187,4.15209,4.19801,4.23641,4.26568,4.28637,4.30043,4.30979,4.3162,4.32042,4.32276,4.32326,4.32191,4.3184,4.31276,4.30518,4.29589,4.28515,4.27302,4.25954,4.24506,4.22968,4.21343,4.19645,4.17876,4.16097,4.14301,4.12489,4.10643,4.08769,4.06863,4.04917,4.02927,4.00894,3.98831,3.9676,3.94711,3.927,3.90727,3.88788,3.86877,3.84997,3.83162,3.81367,3.79624,3.77928,3.7626,3.74616,1.29996,-0.197627,0.353949,1.4961,-2.24951,1.42807,-0.636939,-0.419775,-1.20406,0.580669,1.26917,-0.392539,0.0365325,-0.982767,-1.15107,-1.15798,-1.16438,0.19941,-1.33199,1.27616,1.04754,1.29568,67.9,10.2,21.5
2.8406,2.84137,2.84205,2.84273,2.84348,2.84427,2.84515,2.84627,2.84753,2.8491,2.85088,2.85288,2.85512,2.85765,2.86051,2.86374,2.86729,2.87131,2.87579,2.8806,2.88569,2.8909,2.89605,2.90106,2.90594,2.91077,2.91586,2.92137,2.92742,2.93408,2.94127,2.9488,2.95662,2.9649,2.97398,2.98445,2.99694,3.01147,3.02779,3.04555,3.06418,3.08314,3.10216,3.12133,3.14114,3.16245,3.18648,3.21489,3.24854,3.28826,3.33443,3.38652,3.44265,3.4995,3.55289,3.59899,3.63555,3.66255,3.68176,3.6951,3.70443,3.71093,3.7151,3.71699,3.71649,3.71351,3.70803,3.70019,3.69023,3.67835,3.66474,3.6495,3.6329,3.6151,3.59621,3.57638,3.55576,3.53461,3.51313,3.4914,3.46944,3.44714,3.4244,3.40116,3.37743,3.35323,3.32868,3.30408,3.27973,3.25586,3.2326,3.20993,3.1878,3.16618,3.14505,3.12454,3.10466,3.08536,3.06658,3.04829,0.0460471,-0.778879,0.921766,1.10912,1.58391,1.17105,-1.70905,-1.50873,1.21527,-1.32521,-1.73241,-0.274417,0.261515,-0.295184,-0.306381,-0.271922,-0.3953,-0.265136,-0.0589097,-0.0386359,0.0574074,0.0239389,65.5,12.5,17
