% This dataset is synthetic.  It was generated by David Coleman
% at RCA Laboratories in Princeton, N.J.  For convenience, we will
% refer to it as the POLLEN DATA.  The first three variables are the
% lengths of geometric features observed sampled pollen grains - in the
% x, y, and z dimensions: a "ridge" along x, a "nub" in the y
% direction, and a "crack" in along the z dimension.  The fourth
% variable is pollen grain weight, and the fifth is density.
% 
% There are 3848 observations, in random order (for people whose
% software packages cannot handle this much data, it is recommended
% that the data be sampled).  The dataset is broken up into eight 
% pieces, POLLEN1.DAT - POLLEN8.DAT, each with 481 observations.  
% We will call the variables:
% 
% 1. RIDGE
% 2. NUB
% 3. CRACK
% 4. WEIGHT
% 5. DENSITY
% 
% 6. OBSERVATION NUMBER (for convenience)
% 
% The data analyst is advised that there is more than one "feature" to
% these data.  Each feature can be observed through various graphical
% techniques, but analytic methods, as well, can help "crack" the
% dataset.
%
% Additional Info:
%
%    I no longer have the description handed out during the JSM, but can
% tell you how I generated the data, in minitab.
% 
% 1. Part A was generated: 5000 (I think) 5-variable, uncorrelated, i.i.d.
% Gaussian observations.
% 
% 2. To get part B, I duplicated part A, then reversed the sign on the
% observations for 3 of the 5 variables.
% 
% 3. Part B was appended to Part A.
% 
% 4. The order of the observations was randomized.
% 
% 5. While waiting for my tardy car-pool companion, I took a piece of
% graph paper, and figured out a dot-matrix representation of the word,
% "EUREKA."  I then added these observations to the "center" of the
% datatset.
% 
% 6. The data were scaled, by variable (something like 1,3,5,7,11).
% 
% 7. The data were rotated, then translated.
% 
% 8. A few points in space within the datacloud were chosen as ellipsoid
% centers, then for each center, all observations within a (scaled and
% rotated) radius were identified, and eliminated - to form ellipsoidal
% voids.
% 
% 9. The variables were given entirely ficticious names.
% 
% FYI, only the folks at Bell Labs, Murray Hill, found everything,
% including the voids.
% 
% Hope this is helpful!
% 
% References:
% 
% Becker, R.A., Denby, L., McGill, R., and Wilks,
% A. (1986). Datacryptanalysis: A Case Study.
% Proceedings of the Section on Statistical Graphics, 92-97.
% 
% Slomka, M. (1986). The Analysis of a Synthetic Data Set.
% Proceedings of the Section on Statistical Graphics, 113-116.
% 
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation pollen

@attribute RIDGE REAL
@attribute NUB REAL
@attribute CRACK REAL
@attribute WEIGHT REAL
@attribute DENSITY REAL
@attribute OBSERVATION_NUMBER INTEGER

@data
6.3858,4.7407,-6.2268,-10.9897,0.3515,1249
5.0943,2.5324,-9.2037,-11.9531,-0.9204,1250
7.4185,6.5497,9.3632,-16.5038,0.7336,1251
-5.1250,-3.2660,-11.0731,4.5158,2.3373,1252
4.0858,9.5314,5.1926,-10.4115,2.5195,1253
10.8390,-6.0940,-12.6395,-15.2504,-4.6898,1254
10.2849,0.2567,-4.6747,-20.6906,-0.6888,1255
-3.5141,-6.8660,-0.1194,7.7683,-2.0368,1256
-7.1051,-2.4605,-15.7219,6.7574,3.9372,1257
5.1326,3.8527,-1.3289,-3.2161,-2.3809,1258
-2.6024,-7.5597,4.3563,1.3555,-0.2399,1259
-6.3241,6.1432,1.6251,9.6185,4.0632,1260
-8.3686,-1.4073,10.3566,16.6205,1.2163,1261
4.5863,-0.3354,0.0660,-2.6799,-2.6847,1262
-8.3461,-3.2389,-8.3133,5.1609,6.8293,1263
4.8376,-2.1512,-1.5067,-6.5911,-1.3757,1264
-10.0180,6.4596,2.6216,8.2896,7.2841,1265
1.3625,3.7695,4.7829,-6.8478,-1.3977,1266
1.6468,-2.8160,7.9695,-0.1479,-3.1063,1267
1.3772,1.4971,4.3490,-7.8774,0.7590,1268
-14.2379,2.5721,5.5347,15.7240,8.1448,1269
4.6157,3.7062,-10.3840,-11.9863,-0.3106,1270
-15.9002,-1.4587,-2.7942,19.0193,4.9308,1271
-2.7250,-0.7018,2.7262,-0.1512,2.7562,1272
6.6566,-5.5896,-9.9608,-17.0124,2.0062,1273
4.2604,-4.0131,-2.3042,-9.1878,1.1624,1274
2.1667,-0.7152,-16.5282,-2.5031,0.5681,1275
6.5953,-1.2887,9.2723,0.6983,-4.9667,1276
1.4156,-2.5532,-11.8285,-6.2723,3.5645,1277
-11.6620,4.7011,1.9395,13.8694,7.0599,1278
2.9053,8.4129,19.1453,0.0903,-0.8690,1279
7.7877,-4.8504,-6.2227,-9.9240,-3.7435,1280
-4.1682,-7.3075,2.0457,8.4633,0.7095,1281
8.2412,-2.3720,-4.1353,-10.2612,-2.3623,1282
2.0209,9.1044,1.9466,-6.5157,2.8230,1283
-10.7935,-0.7377,-2.7105,19.4628,0.2652,1284
-0.4584,-6.1152,-4.8597,-1.0081,-1.5470,1285
14.1898,1.4624,-4.8800,-12.1503,-8.1787,1286
-2.3178,0.9025,-4.4023,3.1761,1.3478,1287
-12.2822,0.9895,4.7463,17.3168,3.0488,1288
-1.5222,1.2402,-6.1704,0.3443,0.4209,1289
5.2083,3.5213,0.1660,-5.1280,-0.6966,1290
-1.6323,-4.4646,-8.1703,3.8801,-0.6671,1291
8.0918,-0.2794,-5.3310,-10.2521,-2.8723,1292
0.9876,-8.2598,-9.0229,-7.3292,-0.2390,1293
6.3028,0.7538,2.0227,-8.5028,-2.9683,1294
-6.8567,5.6261,10.2832,5.3848,2.9337,1295
-0.5781,0.1979,-0.2095,0.5480,0.1900,1296
-2.4422,1.8814,8.7072,3.4838,1.6507,1297
-3.9394,-3.4961,13.2720,14.4905,-3.6819,1298
11.4716,-11.3417,5.2214,-18.0228,-5.4813,1299
6.1435,1.0511,3.8488,-9.5359,-0.7336,1300
-12.4540,4.7072,3.1325,14.2809,7.0791,1301
3.2991,1.7230,-4.9384,-14.1439,2.9393,1302
-1.9347,-2.5751,-3.4262,-2.2825,-0.4877,1303
5.1840,-8.5442,-2.6533,-5.3825,-4.9183,1304
-1.6359,-5.4833,3.5639,10.1172,-4.7978,1305
-1.7438,-1.0486,0.3573,4.9713,2.2427,1306
2.1494,4.5240,12.8060,4.9242,-4.4365,1307
-12.4915,2.7696,-0.8229,17.8717,1.1025,1308
-13.7338,2.0329,3.2233,20.3744,3.5165,1309
-2.5161,-1.4979,1.2577,13.1870,-2.5102,1310
-1.4100,-6.8339,-12.6034,-1.5311,1.4043,1311
6.9762,2.8120,4.2697,-11.4914,-0.5986,1312
2.9237,-4.4597,-0.9530,-6.8275,-2.3054,1313
-11.9830,2.8419,13.4648,17.5463,4.0712,1314
-0.1167,0.2825,-0.2835,0.8551,0.2038,1315
0.0772,0.6079,-0.4406,1.1189,-0.4979,1316
-10.9367,4.6564,-2.2463,17.7064,4.2083,1317
-13.9420,0.3071,10.7211,22.9485,2.5396,1318
-1.1156,-8.5843,-5.9368,3.8877,-2.3824,1319
-13.3701,-6.1705,8.6595,26.5087,-0.0844,1320
-5.6204,1.4706,-0.2728,12.9855,1.2283,1321
10.2686,-8.3148,7.8232,-0.2836,-12.0391,1322
10.1686,0.5449,-10.3159,-22.6907,1.5527,1323
-0.2589,-3.0798,-12.8277,-0.9290,-0.4404,1324
13.0358,5.1323,-0.0907,-22.7457,-1.0375,1325
7.6892,-0.5264,4.9962,-1.8956,-5.1079,1326
-5.1072,1.3513,8.1671,6.7505,4.2337,1327
-0.8063,-0.0284,-0.0927,0.3104,0.6334,1328
-1.4932,-5.3818,-7.2725,-3.2308,2.7131,1329
-2.6914,5.1988,-3.2571,-0.9016,3.4619,1330
5.6887,-2.3827,-1.3327,-11.1474,0.2749,1331
0.9582,4.5740,9.3782,4.9874,-1.2820,1332
5.2038,3.2768,5.6316,-0.6432,-2.6854,1333
-7.1701,1.5234,-2.0425,14.0309,2.3308,1334
2.5933,6.9943,-1.9114,-6.5286,2.2028,1335
1.0331,1.1827,-1.9851,2.6440,-2.5376,1336
2.6313,5.1340,0.5507,-1.9900,-1.7080,1337
-10.1974,-0.5652,8.8692,15.4693,3.8621,1338
1.4222,-2.4019,-8.8131,-7.7614,1.7890,1339
-3.7172,-0.7828,-3.0093,0.8207,4.8850,1340
-1.9962,7.5942,-8.6087,-5.5428,6.7417,1341
1.8217,5.2441,1.3920,-0.1895,-1.0270,1342
-7.8689,0.1295,3.1812,14.1972,2.7661,1343
-2.4875,1.5925,-0.8095,1.7887,1.7387,1344
0.3549,5.1563,4.1591,-4.3554,2.4669,1345
-3.2673,3.0252,0.5211,8.5783,-0.6586,1346
-5.0407,-2.9825,-5.2298,0.4162,3.5325,1347
-5.0420,10.6234,0.0318,8.4017,-0.1384,1348
-3.4109,-2.3108,-0.5367,14.1737,-1.5849,1349
2.7397,4.4984,5.6966,-5.9537,1.9617,1350
4.8131,5.0371,5.7023,-5.3660,0.1630,1351
-5.0327,5.7117,-12.3232,2.1696,4.7247,1352
9.9667,2.8268,5.5020,-2.9495,-7.4726,1353
-2.1243,-4.7366,-8.8511,10.3079,-3.2868,1354
-3.1975,2.6421,-9.5852,-0.1644,3.8221,1355
5.4962,0.1315,-2.5249,-14.0064,1.8157,1356
3.0620,-1.8616,1.2040,-5.5364,0.1252,1357
6.6193,4.1158,-20.4755,-12.4221,0.7518,1358
-9.0764,-4.5559,14.9184,14.5638,3.6656,1359
8.9241,4.0345,-10.1441,-14.7277,-0.0124,1360
2.9246,-0.0310,-0.0105,-7.3846,-0.8667,1361
-6.0648,1.1563,-4.2445,1.9819,1.0529,1362
-7.6913,-4.8562,1.4806,14.6287,-1.0664,1363
4.6667,-3.5030,-12.1898,-10.0834,-3.9431,1364
5.7103,2.6101,9.6364,-3.6180,-3.1763,1365
1.2519,3.6976,-10.7431,2.8669,0.3852,1366
-1.7306,2.9539,5.1477,2.6851,2.2062,1367
2.0569,-4.6036,1.3240,-4.8188,-0.3956,1368
-6.0784,3.6626,-13.8175,3.5096,6.6153,1369
-1.0157,2.8753,-8.1464,-0.4796,1.1266,1370
-1.7968,-5.0563,-10.1066,-9.5125,6.7038,1371
3.5533,-5.3691,-0.0558,2.5737,-5.5095,1372
-5.5529,-2.7807,10.8168,4.0039,3.1384,1373
9.4696,3.1038,4.4904,-16.4844,-1.3850,1374
7.0143,-5.1787,-3.4305,-9.7958,-2.5578,1375
-3.3970,-0.1924,-1.0843,11.4675,-2.0867,1376
-10.2503,-1.2907,13.2577,15.8922,0.4117,1377
-0.4933,-7.0501,1.1773,4.8979,-4.6860,1378
10.8195,-4.7681,4.0809,-11.8254,-5.3905,1379
2.3734,-5.4566,-13.6933,-6.6835,1.0151,1380
8.1555,3.7718,-2.8281,-21.9864,-0.5966,1381
18.2575,-14.1421,-16.3293,-32.2765,-6.5374,1382
3.6129,10.8284,1.9195,-9.6893,3.3190,1383
-1.7415,5.6559,-1.2330,4.9203,-1.6170,1384
0.2858,-2.2291,9.0163,8.8724,-4.9599,1385
14.8987,2.7957,-5.9200,-20.0894,-2.4701,1386
5.5181,5.3923,3.0972,-6.3488,-0.5729,1387
7.5401,-0.5724,-3.2284,-7.2737,-3.2376,1388
-6.4310,2.7130,2.5958,14.1058,0.2885,1389
-4.1263,4.1277,18.7862,8.8815,1.1776,1390
-11.0923,-1.1481,0.1252,15.4303,2.2262,1391
0.5214,0.7421,-0.5348,1.4390,-0.6133,1392
0.0079,6.1096,-0.4118,-4.5776,4.7363,1393
2.0287,-5.0539,-3.5268,-5.9462,-3.1279,1394
13.1801,4.8155,5.3725,-11.9313,-6.5046,1395
8.3160,-0.6205,-4.3492,-11.2249,-2.0691,1396
3.2036,-0.9162,2.4639,-4.2010,-1.2198,1397
2.1524,-0.7862,-13.0983,2.5895,-1.6009,1398
-6.4741,-2.2467,7.7695,3.0055,3.0890,1399
2.0167,-8.4211,-10.5775,-8.3335,-0.6166,1400
2.8201,-3.3214,6.2767,-7.4185,-0.8373,1401
0.0796,0.4239,-0.3608,1.0348,-0.0476,1402
-2.0154,-6.7378,-15.5215,1.6522,0.5993,1403
-5.7618,-6.5885,-0.8639,-1.8022,3.4282,1404
1.8411,11.6574,10.0184,3.0098,0.1677,1405
1.1650,0.2457,18.1838,-1.7435,1.4616,1406
10.4977,8.6996,6.6494,-17.4806,0.1199,1407
3.2837,-3.3168,-1.5470,-7.6326,0.5113,1408
-2.6837,-8.2428,20.8389,12.2089,-7.1927,1409
-11.1261,-8.9705,-1.9742,21.0919,0.4258,1410
4.5312,-5.4275,-3.7023,-3.5724,-3.2795,1411
7.2929,-2.0766,-1.4449,-7.0969,-5.5632,1412
-4.6206,-6.4035,-4.1153,13.8542,-3.3922,1413
0.4823,-0.2999,-17.8724,-6.1430,3.2487,1414
7.1286,-2.6000,5.4272,-8.0630,-3.6972,1415
4.8946,-3.9033,5.8561,3.2635,-6.4819,1416
1.6918,-8.2067,-12.6212,-1.7458,-2.6928,1417
6.4550,-1.9141,-10.6830,-14.6542,0.2495,1418
6.5572,-4.3780,2.0906,-2.7285,-4.8493,1419
-2.0813,1.9045,-5.9519,-3.2801,6.2222,1420
-3.1293,-3.5953,-4.4920,6.7219,-3.3584,1421
1.4690,1.2921,5.8524,-11.7664,2.0916,1422
-0.8694,-3.5794,-11.0877,1.2704,0.7774,1423
-1.5970,4.1800,2.2093,6.4289,0.1834,1424
-2.1979,-3.9817,9.9659,3.7582,2.0972,1425
2.3776,5.7450,7.2134,-1.2694,-0.2040,1426
-3.2855,-2.3849,-3.3869,2.6926,2.8805,1427
-13.2144,-5.4691,-5.2532,23.3209,0.0117,1428
11.3521,8.0633,0.2145,-16.5388,-1.0137,1429
-6.1367,-5.7709,-1.4228,2.2206,1.6085,1430
6.7928,-0.9839,6.8792,-4.2664,-6.3200,1431
3.5159,-5.5555,-6.4753,-4.8863,0.1276,1432
12.1944,-2.0340,-7.2801,-11.4330,-3.7397,1433
3.9933,-4.9983,2.6909,-1.2378,-2.9470,1434
14.4386,-1.1358,-16.4556,-26.0970,-3.3355,1435
-12.1977,-0.2688,8.3250,22.8200,-0.8151,1436
1.6264,-3.8508,-7.2964,-0.1052,-2.2636,1437
11.8080,10.5120,-5.5938,-19.3524,0.2101,1438
-9.0324,1.7332,2.5572,12.2234,0.8179,1439
-3.0926,-0.1810,-10.0550,2.9760,-1.2486,1440
-6.7378,-3.1382,9.9585,15.2064,-1.3005,1441
-2.6271,-7.9166,1.0683,3.8007,0.3215,1442
-6.4078,0.3267,-11.9227,4.2909,3.8755,1443
6.1505,4.1691,6.6507,-4.4359,-5.8172,1444
9.7128,3.0078,-5.3666,-13.4097,-0.7273,1445
-1.4911,-0.7073,0.2577,-0.4026,1.9635,1446
0.1778,0.4946,-0.3995,1.1246,-0.1733,1447
-3.5593,4.1548,7.2153,3.5303,2.6838,1448
14.0662,11.3240,1.6413,-17.2475,-3.2715,1449
3.6336,-0.6732,11.9570,-4.4789,-2.4563,1450
3.1922,0.3145,1.8301,-4.8854,-3.7074,1451
-7.0772,-6.5276,0.6998,5.4075,1.2897,1452
13.9671,4.1180,-13.0926,-21.3159,-2.1861,1453
-0.8656,5.4375,-5.3249,1.1501,0.8828,1454
3.1904,5.6867,-3.5302,-11.6222,3.2448,1455
4.1411,-7.2863,3.1731,-3.0985,-3.3339,1456
11.8857,0.2922,-9.0872,-11.6738,-6.4077,1457
12.1528,4.5295,-1.9345,-20.1845,-0.0117,1458
-3.7984,-2.3325,1.5113,6.6752,-2.0463,1459
0.2711,0.9333,-0.5977,1.3826,-1.1995,1460
6.1718,9.1297,8.6109,-4.4124,-1.3769,1461
5.9062,5.9986,-4.0784,-9.0514,-2.6543,1462
3.0082,-5.0975,-2.3145,-1.0784,-4.1399,1463
-2.2450,-0.1007,4.0459,-0.6481,2.2341,1464
-7.9837,-3.3528,15.5930,9.3609,0.1357,1465
-3.5032,1.3033,-6.8548,-2.1165,4.9681,1466
0.0207,-7.3566,-10.2865,-0.9522,-1.8248,1467
8.9849,3.1039,9.1085,-7.1798,-4.0276,1468
1.0709,12.1800,6.5475,0.6161,2.8743,1469
-8.0259,0.0175,6.6254,10.6989,4.8666,1470
-2.9382,11.9933,1.5306,10.8555,0.0540,1471
-4.0516,-1.2875,-5.1014,5.1573,1.4682,1472
-2.6156,6.1391,-10.5488,1.2245,2.5671,1473
6.7382,0.9699,30.3178,1.1893,-5.4721,1474
-4.2979,1.3176,-1.4178,0.1741,6.0918,1475
-7.0700,9.0683,-1.6300,6.5128,6.3490,1476
1.4713,-10.6658,-7.7513,3.1461,-3.4581,1477
3.0976,5.4185,-15.3710,-12.1309,2.0202,1478
2.5314,-4.8844,2.3660,1.5162,-3.7837,1479
0.4208,0.8554,-0.5759,1.4333,-0.9378,1480
12.3813,-0.7039,6.4976,-15.8671,-5.1594,1481
3.6415,7.2892,4.9042,-11.5836,2.8968,1482
-9.1973,4.2178,-5.0052,1.7159,6.5938,1483
5.7879,-2.4249,6.0849,2.4073,-7.2104,1484
1.6745,1.0029,-9.4885,-3.9034,-1.8720,1485
4.0077,-5.1196,-5.6019,-12.7672,-1.0293,1486
8.4467,3.6489,4.4991,-5.9176,-4.1054,1487
-5.3568,-5.7532,6.1510,6.8022,1.5575,1488
8.4872,6.7558,-15.4670,-12.1663,0.2156,1489
-1.4306,-8.1402,5.5374,7.5750,-4.7260,1490
-3.8975,-5.2920,-4.8994,7.9114,0.1819,1491
6.6652,-7.0117,-8.6530,-8.7400,-5.2633,1492
-4.4978,2.1476,15.1877,12.9044,0.5261,1493
1.0550,-1.9507,-3.5040,-0.2741,-0.6031,1494
-2.3766,-3.8003,4.3293,10.1326,-3.2449,1495
9.6482,11.2497,3.6486,-18.2151,2.4619,1496
2.8838,1.5938,6.0071,-4.3420,-1.4964,1497
-3.6566,-7.1341,-2.1467,11.6265,-2.0309,1498
3.2701,-2.6513,-2.1360,-2.6306,-0.7544,1499
1.8740,-0.2551,4.0951,-5.9504,0.5480,1500
8.7349,-5.3767,4.0413,-5.4214,-6.1512,1501
3.1068,-2.8374,-9.7923,-10.9583,0.7370,1502
6.6045,-2.5744,15.0759,-8.2921,-2.5016,1503
7.7125,3.6616,-1.1828,-13.2627,0.2051,1504
5.4496,-0.0974,-4.0830,-12.2195,-1.5909,1505
5.1783,-1.2562,-0.7318,-8.6655,-1.8456,1506
-0.1676,-7.0411,-3.3011,2.1685,-1.9596,1507
-12.8234,1.6206,-7.2006,17.6196,4.6088,1508
4.1428,-1.6360,8.3340,0.4458,-4.9509,1509
-0.4408,9.0111,-11.2947,-5.4825,4.0565,1510
-4.5906,-1.2868,3.6038,8.3607,-0.3414,1511
10.7387,-5.6428,-4.6106,-8.1245,-7.0800,1512
7.7464,-0.7477,-3.8802,-12.5976,-1.3267,1513
-3.8394,3.5856,5.2975,10.4762,1.2130,1514
-0.3179,0.5091,-0.3657,0.8436,-0.4453,1515
2.6513,5.1599,2.0975,-9.2208,2.6817,1516
-4.8554,-3.1487,6.5480,4.5215,1.9438,1517
6.4684,0.4969,-18.5730,-14.8896,1.7570,1518
-10.6232,-1.0584,5.6892,13.0283,3.4692,1519
-12.3796,-12.8290,0.2953,26.3079,-0.7954,1520
6.9155,6.0717,-6.3295,-7.0437,-0.0836,1521
-13.7007,-5.6200,-2.0923,17.3577,3.7234,1522
-7.7797,-2.1004,-9.4324,3.9395,5.2156,1523
-0.7933,1.2562,-8.9618,-2.6454,0.2147,1524
2.4262,0.9235,-14.1320,-6.3572,0.5381,1525
3.1328,9.3820,-2.2932,-11.0118,3.7658,1526
5.6884,4.1142,5.0948,-10.3140,-0.5383,1527
-0.4675,4.3456,14.7122,6.0515,-3.2802,1528
-12.9827,-0.8128,3.5488,13.1574,4.6272,1529
2.0577,1.1673,12.7288,-0.0222,-1.1564,1530
10.7475,9.5315,-3.1215,-15.3355,-2.0304,1531
-2.9029,-4.5619,-11.3752,1.8291,-0.5860,1532
4.2234,-4.0912,9.6351,-3.0392,-3.9945,1533
6.7573,-0.7334,-7.4429,-14.8387,1.2456,1534
-10.7734,-10.0196,15.7519,16.1017,-1.0834,1535
6.1201,-2.4649,5.2927,-5.2342,-4.3260,1536
-3.7486,0.0438,-3.1402,10.8699,-0.2599,1537
3.5354,5.9239,-11.2709,-3.3544,-0.3355,1538
10.3339,-0.5889,-5.9332,-13.5797,-4.3333,1539
-0.6665,-7.3414,8.0996,3.2100,-1.7581,1540
-6.1499,8.3500,-4.0347,0.9435,6.1901,1541
1.1853,5.0378,-2.9950,3.6874,-1.3319,1542
-7.6240,-0.8399,18.4750,15.6426,0.4265,1543
-4.1943,-1.2765,5.8804,6.0519,2.4198,1544
2.3899,5.9678,-5.4965,-7.7987,0.9256,1545
2.8220,-4.5270,-18.8477,-8.2411,1.0723,1546
-1.1328,-0.3254,0.0628,-0.0172,1.2025,1547
-10.0551,-1.5907,8.9068,11.6581,4.8309,1548
-4.0276,6.1958,5.2885,4.5535,4.2654,1549
-2.8273,4.3222,8.4394,11.3763,-1.4874,1550
-9.2145,-2.8793,0.2252,14.7889,0.3053,1551
-1.4304,-3.0355,-15.3494,-4.4401,2.1727,1552
6.2140,5.6242,3.2013,-15.1093,1.3789,1553
-0.4574,7.5192,-1.4192,2.4117,1.1005,1554
0.4373,-4.9454,4.7625,2.5670,-3.6578,1555
-1.1624,-5.8557,9.6200,8.1787,-2.9895,1556
-10.7478,3.4792,11.3119,13.7202,1.9342,1557
7.0518,5.2704,3.1467,-10.5210,1.3004,1558
2.7374,-1.7724,-6.4686,-0.8195,-4.0782,1559
-8.5742,-3.0606,3.5057,14.8641,2.7558,1560
-14.3799,5.7383,9.1065,19.7951,5.6627,1561
-4.7390,6.3682,-4.7492,-0.6301,7.3353,1562
-1.8781,-1.1197,1.5294,-1.0549,2.2851,1563
11.7656,0.8508,-3.4672,-16.0060,-1.9356,1564
0.3629,-4.7182,-4.0922,-3.0344,0.5519,1565
8.4545,-5.0573,15.8137,-11.4374,-4.2049,1566
-5.8108,-9.8112,15.1148,14.2688,-3.1796,1567
4.2115,-4.9911,-5.1461,-8.4055,-1.6020,1568
2.7019,-7.4886,6.3177,0.2708,-4.7601,1569
0.6024,4.7613,-14.4414,-8.2111,4.8821,1570
-8.4121,-0.2687,-8.0740,18.3948,-0.4184,1571
-2.4210,2.6440,2.4267,-1.1238,4.5496,1572
5.6702,1.8082,8.2719,-7.1217,-1.9927,1573
-5.1010,9.0121,1.1790,3.8126,4.9036,1574
-0.4293,2.3568,10.4637,3.5576,-1.0041,1575
4.8367,0.6577,4.8317,-8.3802,1.3862,1576
-0.5594,1.6272,-8.5186,-3.3474,3.0353,1577
-2.5544,2.4366,-6.1503,-0.8049,2.4583,1578
-8.4947,2.9284,8.2057,12.7918,4.8908,1579
-2.9981,-6.4301,-10.3808,9.0920,-1.7987,1580
0.6686,0.8481,-0.5928,1.5738,-0.8018,1581
4.7290,-3.1358,4.5960,-8.6951,-2.2855,1582
-11.7642,-10.7753,-3.8288,15.5942,1.2316,1583
-6.4528,-10.3286,2.6325,10.2280,-1.1423,1584
6.0719,-5.5177,-1.7046,-4.7276,-6.2963,1585
0.7879,-3.9135,-3.9427,-8.3704,-0.1339,1586
5.9696,11.3087,0.1288,-11.3552,2.9973,1587
-4.1597,-0.7515,-7.2445,-2.5365,4.3430,1588
7.0417,-4.9884,-1.9964,-8.2415,-2.0012,1589
-7.8177,-1.1748,-2.3944,16.5440,1.5173,1590
4.9025,4.4116,-0.4837,-0.8029,-1.0301,1591
-0.9837,3.5750,1.7639,0.0539,1.2295,1592
-3.7110,-3.2946,-8.6236,-0.7875,4.0557,1593
-3.7237,1.5342,7.0738,-6.7365,7.0510,1594
-0.1048,-1.2123,4.5917,8.7362,-1.7955,1595
-3.9204,-1.8215,-12.1380,7.9220,1.0232,1596
13.9637,-2.1456,0.5778,-18.9163,-4.3186,1597
-3.7713,-13.6111,-9.1114,0.6730,0.3120,1598
-1.1256,2.5422,6.7348,9.0562,-2.0337,1599
-5.4639,0.8403,7.8192,11.3917,2.0873,1600
-2.4767,-3.4809,4.5047,12.4070,-2.2226,1601
0.5705,0.7774,-0.5541,1.4839,-0.6761,1602
-4.9355,-0.2765,8.7983,4.6699,5.6314,1603
-9.8992,-14.3083,4.6900,9.8881,0.7587,1604
1.2528,9.4593,15.5641,-0.5727,0.9847,1605
4.0862,2.9382,2.8208,-12.3583,1.2153,1606
2.9191,-8.7421,9.4871,-0.8240,-4.3391,1607
-2.4849,-2.0111,-3.0864,-1.4954,2.5601,1608
3.5860,-3.4128,8.1960,1.8296,-7.0962,1609
1.1237,10.9089,-3.8540,-9.4861,4.8409,1610
-11.0932,-9.6940,5.7307,23.1645,-2.4915,1611
-5.8417,-1.7129,0.6747,14.6206,-0.8979,1612
-6.2974,-4.3344,14.6055,9.2164,-1.7391,1613
-20.8654,4.9783,2.3278,27.4623,9.3707,1614
-0.6566,-0.1063,-0.0709,0.3610,0.8951,1615
-4.4445,5.9231,4.0795,13.5986,1.6296,1616
1.3638,6.6012,13.9613,1.9352,1.1337,1617
0.1342,6.2518,3.8305,1.4181,-0.0161,1618
2.6530,4.3978,4.8978,-6.6182,-0.2408,1619
3.3793,-3.5266,10.7119,0.7155,-3.8839,1620
4.7876,-0.1830,-0.0759,-11.9311,-1.7554,1621
8.5423,-1.0110,7.2564,-10.4965,-1.5559,1622
1.7078,-2.5234,2.9605,-2.8667,-3.8219,1623
-7.7393,-5.3906,4.6485,10.9188,0.9542,1624
-8.7871,-6.4253,1.2729,19.5000,-2.7170,1625
0.1238,0.8273,-0.5397,1.2479,-1.0109,1626
0.3577,-2.9546,10.0740,2.8109,-3.7608,1627
-6.7302,-3.0847,-17.5442,5.9479,1.9031,1628
2.7263,2.8824,7.2102,-6.5970,-0.2381,1629
-3.3093,1.3204,7.3860,0.9573,3.2411,1630
5.0970,4.8232,5.1195,-6.2841,-1.3700,1631
4.1228,6.6702,-7.7173,0.4817,-3.8243,1632
-1.6037,5.8072,11.8237,2.7189,1.0493,1633
2.6920,-4.9638,-0.2122,1.6559,-4.3727,1634
-2.6864,-9.3130,11.6138,7.0004,-2.2217,1635
14.6214,1.6065,-1.9680,-21.6079,-2.3155,1636
5.5442,-0.9191,-3.5963,-17.3391,3.4633,1637
8.7891,-4.8174,-14.2964,-19.9713,-0.3070,1638
-10.2956,-0.9742,5.8389,23.4001,-0.6661,1639
-5.7222,4.6545,6.9145,10.0958,2.5918,1640
9.5840,6.0604,-6.5357,-14.8423,0.7003,1641
-3.2410,2.2904,-4.0329,1.0540,-0.0312,1642
3.2384,-8.8251,-17.0887,-10.9069,-1.2772,1643
-1.6868,9.8083,17.6596,3.5214,0.7710,1644
-1.8225,8.2201,-8.1754,0.3916,1.0387,1645
-0.8984,4.4888,5.5033,-5.6614,3.4022,1646
8.1974,-8.1735,-14.6802,-15.5077,-2.2534,1647
4.2210,2.6294,9.1071,-3.3946,-2.6296,1648
-6.3472,1.5745,11.4031,11.7883,-0.5484,1649
7.1754,-9.3649,-0.5919,-2.9840,-8.2178,1650
5.7251,1.5802,-6.4281,-20.5816,5.0649,1651
-4.2710,-1.1720,-10.0768,5.6260,0.9466,1652
-7.2237,-8.4716,4.0416,8.2776,1.6963,1653
8.2964,-0.5610,-0.5695,-20.4661,-0.7858,1654
-4.6692,4.5034,6.8086,2.0314,3.0637,1655
-6.9073,-5.8065,4.7711,7.8765,-0.6064,1656
-1.0984,-0.4245,0.1030,-0.0433,1.4607,1657
-14.3403,-3.1612,7.8254,23.7751,2.5104,1658
-5.0381,2.3357,-2.5294,-2.5773,5.8560,1659
0.1891,2.4816,5.6455,-7.8054,3.9681,1660
2.7523,4.4135,9.0189,-8.4681,0.8451,1661
-3.0274,-0.7249,4.4185,2.6024,2.7391,1662
7.9365,3.3285,0.3150,-13.4180,-1.2696,1663
-4.0214,-9.2800,-2.0490,6.8561,-1.4515,1664
-2.8704,3.3528,7.3325,7.4222,-0.8958,1665
-5.2014,5.6214,9.2822,6.9384,3.3714,1666
0.1608,-3.2005,-3.2730,0.1795,-0.9331,1667
