% Standard and Poor's 500 Index closing values from 1926 to 1993.
% First column contains the date (yymmdd), second column contains the value.
% These data are used in: E.Ley (1996): "On the Peculiar Distribution of the
% U.S. Stock Indices;" forthcoming in The American Statistician.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: last
%

@relation spdc2693

@attribute date DATE yyMMdd
@attribute values REAL

@data
770818,97.68
770819,97.51
770822,97.79
770823,97.62
770824,97.23
770825,96.15
770826,96.06
770829,96.92
770830,96.38
770831,96.77
770901,96.83
770902,97.45
770906,97.71
770907,98.01
770908,97.28
770909,96.37
770912,96.03
770913,96.09
770914,96.55
770915,96.80
770916,96.48
770919,95.85
770920,95.89
770921,95.10
770922,95.09
770923,95.04
770926,95.38
770927,95.24
770928,95.31
770929,95.85
770930,96.53
771003,96.74
771004,96.03
771005,95.68
771006,96.05
771007,95.97
771010,95.75
771011,94.93
771012,94.04
771013,93.46
771014,93.56
771017,93.47
771018,93.46
771019,92.38
771020,92.67
771021,92.32
771024,91.63
771025,91.00
771026,92.10
771027,92.34
771028,92.62
771031,92.34
771101,91.35
771102,90.71
771103,90.76
771104,91.58
771107,92.29
771108,92.46
771109,92.98
771110,94.71
771111,95.98
771114,95.32
771115,95.93
771116,95.45
771117,95.16
771118,95.33
771121,95.25
771122,96.09
771123,96.49
771125,96.69
771128,96.04
771129,94.55
771130,94.83
771201,94.69
771202,94.67
771205,94.27
771206,92.83
771207,92.78
771208,92.96
771209,93.65
771212,93.63
771213,93.56
771214,94.03
771215,93.55
771216,93.40
771219,92.69
771220,92.50
771221,93.05
771222,93.80
771223,94.69
771227,94.69
771228,94.75
771229,94.94
771230,95.10
780103,93.82
780104,93.52
780105,92.74
780106,91.62
780109,90.69
780110,90.17
780111,89.74
780112,89.82
780113,89.69
780116,89.43
780117,89.88
780118,90.56
780119,90.09
780120,89.89
780123,89.24
780124,89.25
780125,89.39
780126,88.58
780127,88.58
780130,89.34
780131,89.25
780201,89.93
780202,90.13
780203,89.62
780206,89.50
780207,90.33
780208,90.83
780209,90.30
780210,90.08
780213,89.86
780214,89.04
780215,88.83
780216,88.08
780217,87.96
780221,87.59
780222,87.56
780223,87.64
780224,88.49
780227,87.72
780228,87.04
780301,87.19
780302,87.32
780303,87.45
780306,86.90
780307,87.36
780308,87.84
780309,87.89
780310,88.88
780313,88.95
780314,89.35
780315,89.12
780316,89.51
780317,90.20
780320,90.82
780321,89.79
780322,89.47
780323,89.36
780327,88.87
780328,89.50
780329,89.64
780330,89.41
780331,89.21
780403,88.46
780404,88.86
780405,89.64
780406,89.79
780407,90.17
780410,90.49
780411,90.25
780412,90.11
780413,90.98
780414,92.92
780417,94.45
780418,93.43
780419,93.86
780420,94.54
780421,94.34
780424,95.77
780425,96.64
780426,96.82
780427,95.86
780428,96.83
780501,97.67
780502,97.25
780503,96.26
780504,95.93
780505,96.53
780508,96.19
780509,95.90
780510,95.92
780511,97.20
780512,98.07
780515,98.76
780516,99.35
780517,99.60
780518,98.62
780519,98.12
780522,99.09
780523,98.05
780524,97.08
780525,96.80
780526,96.58
780530,96.86
780531,97.24
780601,97.35
780602,98.14
780605,99.95
780606,100.32
780607,100.12
780608,100.21
780609,99.93
780612,99.55
780613,99.57
780614,99.48
780615,98.34
780616,97.42
780619,97.49
780620,96.51
780621,96.01
780622,96.24
780623,95.85
780626,94.60
780627,94.98
780628,95.40
780629,95.57
780630,95.53
780703,95.09
780705,94.27
780706,94.32
780707,94.89
780710,95.27
780711,95.93
780712,96.24
780713,96.25
780714,97.58
780717,97.78
780718,96.87
780719,98.12
780720,98.03
780721,97.75
780724,97.72
780725,98.44
780726,99.08
780727,99.54
780728,100.00
780731,100.68
780801,100.66
780802,102.92
780803,103.51
780804,103.92
780807,103.55
780808,104.01
780809,104.50
780810,103.66
780811,103.96
780814,103.97
780815,103.85
780816,104.65
780817,105.08
780818,104.73
780821,103.89
780822,104.31
780823,104.91
780824,105.08
780825,104.90
780828,103.96
780829,103.39
780830,103.47
780831,103.29
780901,103.68
780905,104.49
780906,105.38
780907,105.42
780908,106.79
780911,106.98
780912,106.99
780913,106.34
780914,105.10
780915,104.12
780918,103.21
780919,102.53
780920,101.73
780921,101.90
780922,101.84
780925,101.86
780926,102.62
780927,101.66
780928,101.96
780929,102.54
781002,102.96
781003,102.60
781004,103.06
781005,103.27
781006,103.52
781009,104.59
781010,104.46
781011,105.39
781012,104.88
781013,104.66
781016,102.61
781017,101.26
781018,100.49
781019,99.33
781020,97.95
781023,98.18
781024,97.49
781025,97.31
781026,96.03
781027,94.59
781030,95.06
781031,93.15
781101,96.85
781102,95.61
781103,96.18
781106,95.19
781107,93.85
781108,94.45
781109,94.42
781110,94.77
781113,93.13
781114,92.49
781115,92.71
781116,93.71
781117,94.42
781120,95.25
781121,95.01
781122,95.48
781124,95.79
781127,95.99
781128,95.15
781129,93.75
781130,94.70
781201,96.28
781204,96.15
781205,97.44
781206,97.49
781207,97.08
781208,96.63
781211,97.11
781212,96.59
781213,96.06
781214,96.04
781215,95.33
781218,93.44
781219,94.24
781220,94.68
781221,94.71
781222,96.31
781226,97.52
781227,96.66
781228,96.28
781229,96.11
790102,96.73
790103,97.80
790104,98.58
790105,99.13
790108,98.80
790109,99.33
790110,98.77
790111,99.10
790112,99.93
790115,100.69
790116,99.46
790117,99.48
790118,99.72
790119,99.75
790122,99.90
790123,100.60
790124,100.16
790125,101.19
790126,101.86
790129,101.55
790130,101.05
790131,99.93
790201,99.96
790202,99.50
790205,98.09
790206,98.05
790207,97.16
790208,97.65
790209,97.87
790212,98.20
790213,98.93
790214,98.87
790215,98.73
790216,98.67
790220,99.42
790221,99.07
790222,98.33
790223,97.78
790226,97.67
790227,96.13
790228,96.28
790301,96.90
790302,96.97
790305,98.06
790306,97.87
790307,98.44
790308,99.58
790309,99.54
790312,99.67
790313,99.84
790314,99.71
790315,99.86
790316,100.69
790319,101.06
790320,100.50
790321,101.25
790322,101.67
790323,101.60
790326,101.04
790327,102.48
790328,102.12
790329,102.03
790330,101.59
790402,100.90
790403,102.40
790404,102.65
790405,103.26
790406,103.18
790409,102.87
790410,103.34
790411,102.31
790412,102.00
790416,101.12
790417,101.24
790418,101.70
790419,101.28
790420,101.23
790423,101.57
790424,102.20
790425,102.50
790426,102.01
790427,101.80
790430,101.76
790501,101.68
790502,101.72
790503,101.81
790504,100.69
790507,99.02
790508,99.17
790509,99.46
790510,98.52
790511,98.52
790514,98.06
790515,98.14
790516,98.42
790517,99.94
790518,99.93
790521,100.14
790522,100.51
790523,99.88
790524,99.93
790525,100.22
790529,100.05
790530,99.11
790531,99.08
790601,99.17
790604,99.32
790605,100.62
790606,101.30
790607,101.79
790608,101.49
790611,101.91
790612,102.85
790613,102.31
790614,102.20
790615,102.09
790618,101.56
790619,101.58
790620,101.63
790621,102.09
790622,102.64
790625,102.09
790626,101.66
790627,102.27
790628,102.80
790629,102.91
790702,101.99
790703,102.09
790705,102.43
790706,103.62
790709,104.47
790710,104.20
790711,103.64
790712,102.69
790713,102.32
790716,102.74
790717,101.83
790718,101.69
790719,101.61
790720,101.82
790723,101.59
790724,101.97
790725,103.08
790726,103.10
790727,103.10
790730,103.15
790731,103.81
790801,104.17
790802,104.10
790803,104.04
790806,104.30
790807,105.65
790808,105.98
790809,105.49
790810,106.40
790813,107.42
790814,107.52
790815,108.25
790816,108.09
790817,108.30
790820,108.83
790821,108.91
790822,108.99
790823,108.63
790824,108.60
790827,109.14
790828,109.02
790829,109.02
790830,109.02
790831,109.32
790904,107.44
790905,106.40
790906,106.85
790907,107.66
790910,108.17
790911,107.51
790912,107.82
790913,107.85
790914,108.76
790917,108.84
790918,108.00
790919,108.28
790920,110.51
790921,110.47
790924,109.61
790925,109.68
790926,109.96
790927,110.21
790928,109.32
791001,108.56
791002,109.59
791003,109.59
791004,110.17
791005,111.27
791008,109.88
791009,106.63
791010,105.30
791011,105.05
791012,104.49
791015,103.36
791016,103.19
791017,103.39
791018,103.61
791019,101.60
791022,100.71
791023,100.28
791024,100.44
791025,100.00
791026,100.57
791029,100.71
791030,102.67
791031,101.82
791101,102.57
791102,102.51
791105,101.82
791106,101.20
791107,99.87
791108,100.30
791109,101.51
791112,103.51
791113,102.94
791114,103.39
791115,104.13
791116,103.79
791119,104.23
791120,103.69
791121,103.89
791123,104.67
791126,106.80
791127,106.38
791128,106.77
791129,106.81
791130,106.16
791203,105.83
791204,106.79
791205,107.25
791206,108.00
791207,107.52
791210,107.67
791211,107.49
791212,107.52
791213,107.67
791214,108.92
791217,109.33
791218,108.30
791219,108.20
791220,108.26
791221,107.59
791224,107.66
791226,107.78
791227,107.96
791228,107.84
791231,107.94
800102,105.76
800103,105.22
800104,106.52
800107,106.81
800108,108.95
800109,109.05
800110,109.89
800111,109.92
800114,110.38
800115,111.14
800116,111.05
800117,110.70
800118,111.07
800121,112.10
800122,111.51
800123,113.44
800124,113.70
800125,113.61
800128,114.85
800129,114.07
800130,115.20
800131,114.16
800201,115.12
800204,114.37
800205,114.66
800206,115.72
800207,116.28
800208,117.95
800211,117.12
800212,117.90
800213,118.44
800214,116.72
800215,115.41
800219,114.60
800220,116.47
800221,115.28
800222,115.04
800225,113.33
800226,113.98
800227,112.38
800228,112.35
800229,113.66
800303,112.50
800304,112.78
800305,111.13
800306,108.65
800307,106.90
800310,106.51
800311,107.78
800312,106.87
800313,105.62
800314,105.43
800317,102.26
800318,104.10
800319,104.31
800320,103.12
800321,102.31
800324,99.28
800325,99.19
800326,98.68
800327,98.22
800328,100.68
800331,102.09
800401,102.18
800402,102.68
800403,102.15
800407,100.19
800408,101.20
800409,103.11
800410,104.08
800411,103.79
800414,102.84
800415,102.63
800416,101.54
800417,101.05
800418,100.55
800421,99.80
800422,103.43
800423,103.73
800424,104.40
800425,105.16
800428,105.64
800429,105.86
800430,106.29
800501,105.46
800502,105.58
800505,106.38
800506,106.25
800507,107.18
800508,106.13
800509,104.72
800512,104.78
800513,106.30
800514,106.85
800515,106.99
800516,107.35
800519,107.67
800520,107.62
800521,107.72
800522,109.01
800523,110.62
800527,111.40
800528,112.06
800529,110.27
800530,111.24
800602,110.76
800603,110.51
800604,112.61
800605,112.78
800606,113.20
800609,113.71
800610,114.66
800611,116.02
800612,115.52
800613,115.81
800616,116.09
800617,116.03
800618,116.26
800619,114.66
800620,114.06
800623,114.51
800624,115.14
800625,116.72
800626,116.19
800627,116.00
800630,114.24
800701,114.93
800702,115.68
800703,117.46
800707,118.29
800708,117.84
800709,117.98
800710,116.95
800711,117.84
800714,120.01
800715,119.30
800716,119.63
800717,121.44
800718,122.04
800721,122.51
800722,122.19
800723,121.93
800724,121.79
800725,120.78
800728,121.43
800729,122.40
800730,122.23
800731,121.67
800801,121.21
800804,120.98
800805,120.74
800806,121.55
800807,123.30
800808,123.61
800811,124.78
800812,123.79
800813,123.28
800814,125.25
800815,125.72
800818,123.39
800819,122.60
800820,123.77
800821,125.46
800822,126.02
800825,125.16
800826,124.84
800827,123.52
800828,122.08
800829,122.38
800902,123.74
800903,126.12
800904,125.42
800905,124.88
800908,123.31
800909,124.07
800910,124.81
800911,125.66
800912,125.54
800915,125.67
800916,126.74
800917,128.87
800918,128.40
800919,129.25
800922,130.40
800923,129.43
800924,130.37
800925,128.72
800926,126.35
800929,123.54
800930,125.46
801001,127.13
801002,128.09
801003,129.33
801006,131.73
801007,131.00
801008,131.65
801009,131.04
801010,130.29
801013,132.03
801014,132.02
801015,133.70
801016,132.22
801017,131.52
801020,132.61
801021,131.84
801022,131.92
801023,129.53
801024,129.85
801027,127.88
801028,128.05
801029,127.91
801030,126.29
801031,127.47
801103,129.04
801105,131.33
801106,128.91
801107,129.18
801110,129.48
801111,131.26
801112,134.59
801113,136.49
801114,137.15
801117,137.75
801118,139.70
801119,139.06
801120,140.40
801121,139.11
801124,138.31
801125,139.33
801126,140.17
801128,140.52
801201,137.21
801202,136.97
801203,136.71
801204,136.48
801205,134.03
801208,130.61
801209,130.48
801210,128.26
801211,127.36
801212,129.23
801215,129.45
801216,130.60
801217,132.89
801218,133.00
801219,133.70
801222,135.78
801223,135.30
801224,135.88
801226,136.57
801229,135.03
801230,135.33
801231,135.76
810102,136.34
810105,137.97
810106,138.12
810107,135.08
810108,133.06
810109,133.48
810112,133.52
810113,133.29
810114,133.47
810115,134.22
810116,134.77
810119,134.37
810120,131.65
810121,131.36
810122,130.26
810123,130.23
810126,129.84
810127,131.12
810128,130.34
810129,130.24
810130,129.55
810202,126.91
810203,128.46
810204,128.59
810205,129.63
810206,130.60
810209,129.27
810210,129.24
810211,128.24
810212,127.48
810213,126.98
810217,127.81
810218,128.48
810219,126.61
810220,126.58
810223,127.35
810224,127.39
810225,128.52
810226,130.10
810227,131.27
810302,132.01
810303,130.56
810304,130.86
810305,129.93
810306,129.85
810309,131.12
810310,130.46
810311,129.95
810312,133.19
810313,133.11
810316,134.68
810317,133.92
810318,134.22
810319,133.46
810320,134.08
810323,135.69
810324,134.67
810325,137.11
810326,136.27
810327,134.65
810330,134.28
810331,136.00
810401,136.57
810402,136.32
810403,135.49
810406,133.93
810407,133.91
810408,134.31
810409,134.67
810410,134.51
810413,133.15
810414,132.68
810415,134.17
810416,134.70
810420,135.45
810421,134.23
810422,134.14
810423,133.94
810424,135.14
810427,135.48
810428,134.33
810429,133.05
810430,132.81
810501,132.72
810504,130.67
810505,130.32
810506,130.78
810507,131.67
810508,131.66
810511,129.71
810512,130.72
810513,130.55
810514,131.28
810515,132.17
810518,132.54
810519,132.09
810520,132.00
810521,131.75
810522,131.33
810526,132.77
810527,133.77
810528,133.45
810529,132.59
810601,132.41
810602,130.62
810603,130.71
810604,130.96
810605,132.22
810608,132.24
810609,131.97
810610,132.32
810611,133.75
810612,133.49
810615,133.61
810616,132.15
810617,133.32
810618,131.64
810619,132.27
810622,131.95
810623,133.35
810624,132.66
810625,132.81
810626,132.56
810629,131.89
810630,131.21
810701,129.77
810702,128.64
810706,127.37
810707,128.24
810708,128.32
810709,129.30
810710,129.37
810713,129.64
810714,129.65
810715,130.23
810716,130.34
810717,130.76
810720,128.72
810721,128.34
810722,127.13
810723,127.40
810724,128.46
810727,129.90
810728,129.14
810729,129.16
810730,130.01
810731,130.92
810803,130.48
810804,131.18
810805,132.67
810806,132.64
810807,131.75
810810,132.54
810811,133.85
810812,133.40
810813,133.51
810814,132.49
810817,131.22
810818,130.11
810819,130.49
810820,130.69
810821,129.23
810824,125.50
810825,125.13
810826,124.96
810827,123.51
810828,124.08
810831,122.79
810901,123.02
810902,123.49
810903,121.24
810904,120.07
810908,117.98
810909,118.40
810910,120.14
810911,121.61
810914,120.66
810915,119.77
810916,118.87
810917,117.15
810918,116.26
810921,117.24
810922,116.68
810923,115.65
810924,115.01
810925,112.77
810928,115.53
810929,115.94
810930,116.18
811001,117.08
811002,119.36
811005,119.51
811006,119.39
811007,121.31
811008,122.31
811009,121.45
811012,121.21
811013,120.78
811014,118.80
811015,119.71
811016,119.19
811019,118.98
811020,120.28
811021,120.10
811022,119.64
811023,118.60
811026,118.16
811027,119.29
811028,119.45
811029,119.06
811030,121.89
811102,124.20
811103,124.80
811104,124.74
811105,123.54
811106,122.67
811109,123.29
811110,122.70
811111,122.92
811112,123.19
811113,121.67
811116,120.24
811117,121.15
811118,120.26
811119,120.71
811120,121.71
811123,121.60
811124,123.51
811125,124.05
811127,125.09
811130,126.35
811201,126.10
811202,124.69
811203,125.12
811204,126.26
811207,125.19
811208,124.82
811209,125.48
811210,125.71
811211,124.93
811214,122.78
811215,122.99
811216,122.42
811217,123.12
811218,124.00
811221,123.34
811222,122.88
811223,122.31
811224,122.54
811228,122.27
811229,121.67
811230,122.30
811231,122.55
820104,122.74
820105,120.05
820106,119.18
820107,118.93
820108,119.55
820111,116.78
820112,116.30
820113,114.88
820114,115.54
820115,116.33
820118,117.22
820119,115.97
820120,115.27
820121,115.75
820122,115.38
820125,115.41
820126,115.19
820127,115.74
820128,118.92
820129,120.40
820201,117.78
820202,118.01
820203,116.48
820204,116.42
820205,117.26
820208,114.63
820209,113.68
820210,114.66
820211,114.43
820212,114.38
820216,114.06
820217,113.69
820218,113.82
820219,113.22
820222,111.59
820223,111.51
820224,113.47
820225,113.21
820226,113.11
820301,113.31
820302,112.68
820303,110.92
820304,109.88
820305,109.34
820308,107.34
820309,108.83
820310,109.41
820311,109.36
820312,108.61
820315,109.45
820316,109.28
820317,109.08
820318,110.30
820319,110.61
820322,112.77
820323,113.55
820324,112.97
820325,113.21
820326,111.94
820329,112.30
820330,112.27
820331,111.96
820401,113.79
820402,115.12
820405,114.73
820406,115.36
820407,115.46
820408,116.22
820412,116.00
820413,115.99
820414,115.83
820415,116.35
820416,116.81
820419,116.70
820420,115.44
820421,115.72
820422,117.19
820423,118.64
820426,119.26
820427,118.00
820428,117.26
820429,116.13
820430,116.44
820503,116.81
820504,117.46
820505,117.67
820506,118.68
820507,119.47
820510,118.38
820511,119.42
820512,119.17
820513,118.22
820514,118.01
820517,116.71
820518,115.84
820519,114.89
820520,114.59
820521,114.89
820524,114.79
820525,114.40
820526,113.11
820527,112.66
820528,111.88
820601,111.68
820602,112.04
820603,111.86
820604,110.09
820607,110.12
820608,109.63
820609,108.99
820610,109.61
820611,111.24
820614,109.96
820615,109.69
820616,108.87
820617,107.60
820618,107.28
820621,107.20
820622,108.30
820623,110.14
820624,109.83
820625,109.14
820628,110.26
820629,110.21
820630,109.61
820701,108.71
820702,107.65
820706,107.29
820707,107.22
820708,107.53
820709,108.83
820712,109.57
820713,109.45
820714,110.44
820715,110.47
820716,111.07
820719,110.73
820720,111.54
820721,111.42
820722,111.47
820723,111.17
820726,110.36
820727,109.43
820728,107.73
820729,107.72
820730,107.09
820802,108.98
820803,107.83
820804,106.14
820805,105.16
820806,103.71
820809,103.08
820810,102.84
820811,102.60
820812,102.42
820813,103.85
820816,104.09
820817,109.04
820818,108.53
820819,109.16
820820,113.02
820823,116.11
820824,115.34
820825,117.58
820826,118.55
820827,117.11
820830,117.66
820831,119.51
820901,118.25
820902,120.28
820903,122.68
820907,121.37
820908,122.20
820909,121.97
820910,120.97
820913,122.24
820914,123.10
820915,124.29
820916,123.77
820917,122.55
820920,122.51
820921,124.88
820922,123.99
820923,123.81
820924,123.32
820927,123.62
820928,123.24
820929,121.63
820930,120.42
821001,121.97
821004,121.51
821005,121.98
821006,125.97
821007,128.80
821008,131.05
821011,134.47
821012,134.44
821013,136.71
821014,134.57
821015,133.57
821018,136.73
821019,136.58
821020,139.23
821021,139.06
821022,138.87
821025,133.32
821026,134.48
821027,135.28
821028,133.59
821029,133.71
821101,135.47
821102,137.49
821103,142.87
821104,141.85
821105,142.16
821108,140.44
821109,143.02
821110,141.16
821111,141.76
821112,139.53
821115,137.03
821116,135.42
821117,137.93
821118,138.34
821119,137.02
821122,134.22
821123,132.93
821124,133.88
821126,134.88
821129,134.20
821130,138.54
821201,138.72
821202,138.82
821203,138.69
821206,141.77
821207,142.72
821208,141.81
821209,140.00
821210,139.57
821213,139.95
821214,137.39
821215,135.24
821216,135.30
821217,137.49
821220,136.26
821221,138.61
821222,138.83
821223,139.72
821227,142.18
821228,140.77
821229,141.24
821230,140.33
821231,140.64
830103,138.34
830104,141.35
830105,141.96
830106,145.27
830107,145.18
830110,146.78
830111,145.78
830112,146.69
830113,145.73
830114,146.65
830117,146.71
830118,146.40
830119,145.27
830120,146.29
830121,143.85
830124,139.97
830125,141.75
830126,141.54
830127,144.27
830128,144.51
830131,145.30
830201,142.96
830202,143.23
830203,144.26
830204,146.14
830207,146.93
830208,145.70
830209,145.00
830210,147.50
830211,147.63
830214,148.92
830215,148.30
830216,147.43
830217,147.44
830218,148.00
830222,145.48
830223,146.79
830224,149.60
830225,149.74
830228,148.06
830301,150.88
830302,152.30
830303,153.48
830304,153.67
830307,153.67
830308,151.26
830309,152.87
830310,151.80
830311,151.24
830314,150.83
830315,151.36
830316,149.80
830317,149.59
830318,149.90
830321,151.19
830322,150.66
830323,152.81
830324,153.37
830325,152.67
830328,151.85
830329,151.59
830330,153.39
830331,152.96
830404,153.02
830405,151.89
830406,151.04
830407,151.76
830408,152.85
830411,155.14
830412,155.82
830413,156.77
830414,158.11
830415,158.75
830418,159.74
830419,158.71
830420,160.71
830421,160.05
830422,160.42
830425,158.81
830426,161.81
830427,161.44
830428,162.95
830429,164.42
830502,162.11
830503,162.34
830504,163.31
830505,164.28
830506,166.10
830509,165.81
830510,165.95
830511,164.96
830512,164.25
830513,164.90
830516,163.40
830517,163.71
830518,163.27
830519,161.99
830520,162.14
830523,163.43
830524,165.54
830525,166.21
830526,165.48
830527,164.46
830531,162.39
830601,162.55
830602,163.98
830603,164.42
830606,164.83
830607,162.77
830608,161.36
830609,161.83
830610,162.68
830613,164.84
830614,165.53
830615,167.12
830616,169.14
830617,169.13
830620,169.02
830621,170.53
830622,170.99
830623,170.57
830624,170.40
830627,168.46
830628,165.68
830629,166.64
830630,168.11
830701,168.91
830705,166.60
830706,168.48
830707,167.56
830708,167.08
830711,168.11
830712,165.53
830713,165.46
830714,166.01
830715,164.29
830718,163.95
830719,164.83
830720,169.29
830721,169.06
830722,168.89
830725,169.53
830726,170.35
830727,167.59
830728,165.04
830729,162.56
830801,162.04
830802,162.01
830803,163.44
830804,161.33
830805,161.74
830808,159.18
830809,160.13
830810,161.54
830811,161.55
830812,162.16
830815,163.71
830816,163.41
830817,165.29
830818,163.55
830819,163.98
830822,164.34
830823,162.77
830824,161.25
830825,160.84
830826,162.14
830829,162.25
830830,162.58
830831,164.40
830901,164.23
830902,165.00
830906,167.89
830907,167.96
830908,167.77
830909,166.92
830912,165.48
830913,164.80
830914,165.36
830915,164.38
830916,166.24
830919,167.62
830920,169.25
830921,168.41
830922,169.76
830923,169.51
830926,170.07
830927,168.43
830928,168.01
830929,167.23
830930,166.07
831003,165.80
831004,166.27
831005,167.74
831006,170.28
831007,170.80
831010,172.65
831011,170.34
831012,169.63
831013,169.88
831014,169.86
831017,170.43
831018,167.81
831019,166.73
831020,166.98
831021,165.95
831024,165.99
831025,166.47
831026,165.38
831027,164.84
831028,163.37
831031,163.55
831101,163.64
831102,164.84
831103,163.45
831104,162.44
831107,161.91
831108,161.76
831109,163.97
831110,164.41
831111,166.29
831114,166.58
831115,165.36
831116,166.08
831117,166.13
831118,165.09
831121,166.05
831122,166.84
831123,166.96
831125,167.18
831128,166.54
831129,167.91
831130,166.40
831201,166.49
831202,165.44
831205,165.77
831206,165.47
831207,165.91
831208,165.20
831209,165.09
831212,165.62
831213,164.93
831214,163.33
831215,161.67
831216,162.39
831219,162.32
831220,162.00
831221,163.56
831222,163.27
831223,163.22
831227,164.76
831228,165.34
831229,164.86
831230,164.93
840103,164.04
840104,166.78
840105,168.81
840106,169.28
840109,168.90
840110,167.95
840111,167.79
840112,167.75
840113,167.02
840116,167.18
840117,167.83
840118,167.55
840119,167.04
840120,166.21
840123,164.87
840124,165.94
840125,164.84
840126,164.24
840127,163.94
840130,162.87
840131,163.41
840201,162.74
840202,163.36
840203,160.91
840206,158.08
840207,158.74
840208,155.85
840209,155.42
840210,156.30
840213,154.95
840214,156.61
840215,156.25
840216,156.13
840217,155.74
840221,154.64
840222,154.31
840223,154.29
840224,157.51
840227,159.30
840228,156.82
840229,157.06
840301,158.19
840302,159.24
840305,157.89
840306,156.25
840307,154.57
840308,155.19
840309,154.35
840312,156.34
840313,156.78
840314,156.77
840315,157.41
840316,159.27
840319,157.78
840320,158.86
840321,158.66
840322,156.69
840323,156.86
840326,156.67
840327,157.30
840328,159.88
840329,159.52
840330,159.18
840402,157.98
840403,157.66
840404,157.54
840405,155.04
840406,155.48
840409,155.45
840410,155.87
840411,155.00
840412,157.73
840413,157.31
840416,158.32
840417,158.97
840418,157.90
840419,158.02
840423,156.80
840424,158.05
840425,158.65
840426,160.30
840427,159.89
840430,160.05
840501,161.68
840502,161.90
840503,161.20
840504,159.11
840507,159.47
840508,160.52
840509,160.11
840510,160.00
840511,158.49
840514,157.50
840515,158.00
840516,157.99
840517,156.57
840518,155.78
840521,154.73
840522,153.88
840523,153.15
840524,151.23
840525,151.62
840529,150.29
840530,150.35
840531,150.55
840601,153.24
840604,154.34
840605,153.65
840606,155.01
840607,154.92
840608,155.17
840611,153.06
840612,152.19
840613,152.13
840614,150.39
840615,149.03
840618,151.73
840619,152.61
840620,154.84
840621,154.51
840622,154.46
840625,153.97
840626,152.71
840627,151.64
840628,152.84
840629,153.18
840702,153.20
840703,153.70
840705,152.76
840706,152.24
840709,153.36
840710,152.89
840711,150.56
840712,150.03
840713,150.88
840716,151.60
840717,152.38
840718,151.40
840719,150.37
840720,149.55
840723,148.95
840724,147.82
840725,148.83
840726,150.08
840727,151.19
840730,150.19
840731,150.66
840801,154.08
840802,157.99
840803,162.35
840806,162.60
840807,162.71
840808,161.75
840809,165.54
840810,165.42
840813,165.43
840814,164.42
840815,162.80
840816,163.77
840817,164.14
840820,164.94
840821,167.83
840822,167.06
840823,167.12
840824,167.51
840827,166.44
840828,167.40
840829,167.10
840830,166.60
840831,166.68
840904,164.88
840905,164.29
840906,165.65
840907,164.37
840910,164.26
840911,164.45
840912,164.68
840913,167.94
840914,168.78
840917,168.87
840918,167.65
840919,166.94
840920,167.47
840921,165.67
840924,165.28
840925,165.62
840926,166.28
840927,166.96
840928,166.10
841001,164.62
841002,163.59
841003,162.44
841004,162.92
841005,162.68
841008,162.13
841009,161.67
841010,162.11
841011,162.78
841012,164.18
841015,165.77
841016,164.78
841017,164.14
841018,168.10
841019,167.96
841022,167.36
841023,167.09
841024,167.20
841025,166.31
841026,165.29
841029,164.78
841030,166.84
841031,166.09
841101,167.49
841102,167.42
841105,168.58
841106,170.41
841107,169.17
841108,168.68
841109,167.60
841112,167.36
841113,165.97
841114,165.99
841115,165.89
841116,164.10
841119,163.10
841120,164.18
841121,164.52
841123,166.92
841126,165.55
841127,166.29
841128,165.02
841129,163.91
841130,163.58
841203,162.82
841204,163.38
841205,162.10
841206,162.76
841207,162.26
841210,162.83
841211,163.07
841212,162.63
841213,161.81
841214,162.69
841217,163.61
841218,168.11
841219,167.16
841220,166.38
841221,165.51
841224,166.76
841226,166.47
841227,165.75
841228,166.26
841231,167.24
850102,165.37
850103,164.56
850104,163.68
850107,164.24
850108,163.99
850109,165.18
850110,168.31
850111,167.91
850114,170.51
850115,170.81
850116,171.19
850117,170.73
850118,171.32
850121,175.23
850122,175.48
850123,177.30
850124,176.71
850125,177.35
850128,177.40
850129,179.19
850130,179.39
850131,179.63
850201,178.63
850204,180.35
850205,180.61
850206,180.43
850207,181.82
850208,182.19
850211,180.51
850212,180.56
850213,183.35
850214,182.41
850215,181.60
850219,181.33
850220,181.18
850221,180.22
850222,179.36
850225,179.23
850226,181.17
850227,180.71
850228,181.18
850301,183.23
850304,182.06
850305,182.23
850306,180.65
850307,179.51
850308,179.10
850311,178.79
850312,179.66
850313,178.19
850314,177.84
850315,176.53
850318,176.88
850319,179.54
850320,179.08
850321,179.35
850322,179.04
850325,177.97
850326,178.43
850327,179.54
850328,179.54
850329,180.66
850401,181.27
850402,180.53
850403,179.11
850404,179.03
850408,178.03
850409,178.21
850410,179.42
850411,180.19
850412,180.54
850415,180.92
850416,181.20
850417,181.68
850418,180.84
850419,181.11
850422,180.70
850423,181.88
850424,182.26
850425,183.43
850426,182.18
850429,180.63
850430,179.83
850501,178.37
850502,179.01
850503,180.08
850506,179.99
850507,180.76
850508,180.62
850509,181.92
850510,184.28
850513,184.61
850514,183.87
850515,184.54
850516,185.65
850517,187.42
850520,189.72
850521,189.64
850522,188.56
850523,187.60
850524,188.29
850528,187.86
850529,187.68
850530,187.75
850531,189.55
850603,189.32
850604,190.04
850605,190.16
850606,191.06
