"year","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","bplg","school","educrec","schltype","empstatg","labforce","occ1950","occscore","sei","ind1950","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","migplac5","movedin","vetstat","tranwork"
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),16250,0,6950,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,61,Female,White,Married_spouse_present,1_child,Kansas,No_not_in_school,Grade_10,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,General_merchandise,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,5650,5650,0,0,0,0,0,283,Same_house,?,7,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,110,9150,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,3,Child,7,Female,White,Never_married_single,?,Texas,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,161,Different_state,Texas,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,43550,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,15,Female,White,Never_married_single,No_children,California,Yes_in_school,Grade_9,Public_school,Not_in_labor_force,No_not_in_labor_force,Private_household_workers_(nec),6,7,Private_households,Works_for_wages_salary,1-13_weeks,?,Worked_current_yr,Yes,150,50,0,0,0,0,50,501,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,87,2050,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,5,4,0,Head_Householder,34,Female,Black_Negro,Divorced,2__children,Louisiana,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Operative_and_kindred_workers_(nec),22,18,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,?,?,Worked_2_yrs_prior,No,2050,0,0,0,0,2050,0,69,Same_state_countydifferent_house,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,9750,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,9,Male,White,Never_married_single,?,California,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,330,Same_house,?,9,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,90,3450,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,22,Female,White,Married_spouse_present,1_child,California,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Waiters_and_waitresses,11,16,Eating_and_drinking__places,Works_for_wages_salary,1-13_weeks,?,Worked_previous_yr,Yes,50,50,0,0,0,0,0,140,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,9250,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,9,Male,White,Never_married_single,?,California,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,189,Same_state_countydifferent_house,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),13750,0,16650,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,30,30,0,Head_Householder,51,Male,White,Married_spouse_present,?,New_Mexico,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Mechanics_and_repairmen_(nec),29,27,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,50-52_weeks,41-48_hours,?,Yes,8550,8550,0,0,0,0,0,501,Same_house,?,6,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,170,11550,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,6,6,0,Head_Householder,63,Male,White,Married_spouse_present,?,Mexico,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,Professional_technical_99_kindred_workers_(nec),31,65,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,50-52_weeks,41-48_hours,?,Yes,9450,9150,0,0,0,0,250,391,Same_state_countydifferent_house,?,4,No_Service,Walked_only
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,16550,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,6,Male,White,Never_married_single,?,Texas,Yes_in_school,None_or_preschool,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,378,Different_state,Texas,3,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,25650,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,19,Male,White,Never_married_single,?,California,Yes_in_school,Grade_12,Public_school,Employed,Yes_in_labor_force,Clerical_and_kindred_workers_(n_e_c_),25,44,General_merchandise,Works_for_wages_salary,40-47_weeks,15-29_hours,?,Yes,550,550,0,0,0,0,0,501,Same_house,?,5,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,16150,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,7,Male,White,Never_married_single,?,California,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,501,Different_state,New_Mexico,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,335,6050,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Partner_friend_visitor,68,Female,White,Widowed,No_children,Michigan,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Housekeepers_private_household,6,19,Private_households,Works_for_wages_salary,14-26_weeks,40_hours,?,Yes,1450,750,0,0,0,0,650,82,Same_state_countydifferent_house,?,1,?,Worked_at_home
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,8750,1,1,2,1,5,0,2,0,0,0,0,0,6,0,0,1,99,99,0,Grandchild,1,Male,White,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,178,?,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,12750,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,0,Male,White,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,432,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),13750,0,0,1,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1,99,99,3,Child,15,Female,White,Never_married_single,No_children,California,Yes_in_school,Grade_5-8,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,1,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,24150,1,1,2,1,0,0,0,0,0,0,2,1,6,3,0,1,22,15,0,Head_Householder,46,Male,White,Married_spouse_present,?,Texas,No_not_in_school,Grade_11,Not_enrolled,Employed,Yes_in_labor_force,Compositors_and_typesetters,36,52,Misc_business_services,Works_for_wages_salary,14-26_weeks,60+_hours,?,Yes,14050,14050,0,0,0,0,0,468,Same_house,?,6,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,85,6850,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,24,Female,White,Married_spouse_absent,No_children,Indiana,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Stenographers_typists_and_secretaries,22,61,Hospitals,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,6850,6750,0,0,0,0,50,359,Same_state_countydifferent_house,?,1,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),16250,0,16550,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,18,18,0,Spouse,43,Female,White,Married_spouse_present,1_child,Oklahoma,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Stenographers_typists_and_secretaries,22,61,Insurance,Works_for_wages_salary,50-52_weeks,35-39_hours,?,Yes,5450,5450,0,0,0,0,0,501,Same_state_different_county,?,1,?,Passenger
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),13750,0,9650,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,59,Female,White,Married_spouse_present,No_children,Texas,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),22,18,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,6950,6950,0,0,0,0,0,393,Same_house,?,6,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,8050,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,1,Child,9,Female,Black_Negro,Never_married_single,?,California,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,184,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,85,4050,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,61,Female,Black_Negro,Widowed,5,Texas,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Operative_and_kindred_workers_(nec),22,18,Misc_manufacturing_industries,Works_for_wages_salary,50-52_weeks,?,Worked_current_yr,Yes,4050,4050,0,0,0,0,0,212,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,14850,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,18,18,0,Head_Householder,43,Male,White,Married_spouse_present,?,Pennsylvania,No_not_in_school,Grade_10,Not_enrolled,Employed,Yes_in_labor_force,Foremen_(nec),38,49,Fabricated_steel_products,Works_for_wages_salary,50-52_weeks,41-48_hours,?,Yes,10450,10450,0,0,0,0,0,501,Same_house,?,6,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),8750,0,13750,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,99,99,0,Other_relatives,14,Female,Black_Negro,Never_married_single,No_children,California,Yes_in_school,Grade_5-8,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,750,0,0,0,0,750,0,250,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,23050,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,17,15,0,Spouse,44,Female,White,Married_spouse_present,3,New_York,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Teachers_(n_e_c_),26,72,Educational_services,Works_for_wages_salary,1-13_weeks,?,Worked_previous_yr,Yes,950,950,0,0,0,0,0,501,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,14350,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,14,Male,White,Never_married_single,?,California,Yes_in_school,Grade_5-8,Other_private_1970,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,293,Same_state_countydifferent_house,?,4,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,60,2850,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,80,Female,White,Widowed,5,Minnesota,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,2850,0,0,0,1250,1550,0,162,Same_house,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,85,2050,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,4,Male,White,Never_married_single,?,California,No_not_in_school,None_or_preschool,Not_enrolled,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,55,?,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,5250,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,70,Male,White,Married_spouse_present,?,Illinois,No_not_in_school,Grade_9,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Machinists,31,33,Confectionary_and_related_products,Works_for_wages_salary,?,?,Worked_3-6_yrs_ago,No,4550,0,0,0,1850,0,2650,237,Different_state,Illinois,4,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),6250,0,7450,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,74,Female,White,Married_spouse_present,2__children,New_York,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,850,0,0,0,750,0,50,336,Same_house,?,7,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,125,6150,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,31,Male,Black_Negro,Married_spouse_present,?,Iowa,No_not_in_school,Grade_11,Not_enrolled,Employed,Yes_in_labor_force,Truck_and_tractor_drivers,25,15,Misc_business_services,Works_for_wages_salary,40-47_weeks,?,Worked_current_yr,Yes,2650,2650,0,0,0,0,0,250,Same_state_countydifferent_house,?,1,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,140,4350,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,15,Female,White,Never_married_single,No_children,United_States_ns,Yes_in_school,Grade_9,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,?,No,0,0,0,0,0,0,0,172,Moved_place_not_reported,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,11950,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,20,Female,White,Never_married_single,No_children,Illinois,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Attendants_hospital_and_other_institution,15,13,Hospitals,Works_for_wages_salary,14-26_weeks,40_hours,?,Yes,550,550,0,0,0,0,0,236,Same_house,?,5,?,Walked_only
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,135,1850,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,19,19,0,Head_Householder,45,Female,White,Separated,4,Turkey,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,1250,0,0,0,1250,0,0,75,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,10050,1,1,1,1,0,0,0,0,0,0,1,1,4,2,2,1,3,0,0,Spouse,36,Female,White,Married_spouse_present,2__children,California,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,?,No,0,0,0,0,0,0,0,270,Same_state_countydifferent_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,17450,1,1,1,1,2,0,1,1,0,1,0,0,10,0,0,1,99,99,7,Child,10,Male,White,Never_married_single,?,New_York,Yes_in_school,Grade_1-4,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,237,Different_state,New_York,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,110,7650,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,26,17,0,Spouse,44,Female,White,Married_spouse_present,5,Ohio,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,165,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,16650,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,16,14,0,Spouse,42,Female,White,Married_spouse_present,3,Colorado,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,General_merchandise,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,4050,4050,0,0,0,0,0,448,Same_house,?,5,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,21750,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,14,Male,White,Never_married_single,?,Colorado,Yes_in_school,Grade_5-8,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,501,Same_state_countydifferent_house,?,2,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,65,7950,1,1,1,1,0,0,0,0,0,0,1,1,7,5,1,1,14,0,0,Spouse,29,Female,White,Married_spouse_present,5,Mexico,No_not_in_school,None_or_preschool,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,145,Abroad,Mexico,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,85,5950,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,68,Male,White,Divorced,?,Illinois,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Guards_watchmen_and_doorkeepers,25,18,Banking_and_credit,Works_for_wages_salary,?,?,Worked_3-6_yrs_ago,No,5950,0,0,0,1550,0,4350,338,Moved_place_not_reported,?,1,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,15350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,64,Male,White,Widowed,?,Illinois,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Food_and_related_products,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,15350,12350,0,0,0,0,2950,501,Same_house,?,7,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999,0,11150,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,20,Male,White,Never_married_single,?,California,Yes_in_school,Grade_12,Public_school,Employed,Yes_in_labor_force,Attendants_auto_service_and_parking,18,19,Gasoline_service_stations,Works_for_wages_salary,14-26_weeks,?,Worked_current_yr,Yes,1050,1050,0,0,0,0,0,389,Same_house,?,9,No_Service,?
97,Institution,Other_institutions,Non-Farm,?,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,81,Female,White,Widowed,2__children,United_States_ns,No_not_in_school,Grade_10,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,?,No,2650,0,0,0,1350,1250,50,0,Moved_place_not_reported,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,120,2250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,67,Female,White,Widowed,3,Puerto_Rico,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Operative_and_kindred_workers_(nec),22,18,Apparel_and_accessories,Works_for_wages_salary,?,?,Worked_7-10_yrs_ago,No,2250,0,0,0,950,1250,0,128,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,20450,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,13,Male,White,Never_married_single,?,California,Yes_in_school,Grade_5-8,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,501,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,13650,1,1,1,1,0,0,0,0,0,0,2,1,5,2,1,1,6,4,1,Head_Householder,29,Male,White,Married_spouse_present,?,Pennsylvania,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),27,47,Construction,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,10050,10050,0,0,0,0,0,304,Same_state_countydifferent_house,?,3,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,22850,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,13,Male,White,Never_married_single,?,Canada,Yes_in_school,Grade_5-8,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,466,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,12350,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,2,Male,White,Never_married_single,?,Germany,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,332,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,95,13050,1,1,1,1,2,0,1,1,0,1,0,0,8,0,0,1,99,99,5,Child,16,Male,White,Never_married_single,?,California,Yes_in_school,Grade_5-8,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,203,Same_house,?,9,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,7550,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,19,Female,White,Married_spouse_present,No_children,United_States_ns,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,?,No,0,0,0,0,0,0,0,307,Moved_place_not_reported,?,3,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),8750,0,4450,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,14,Male,White,Never_married_single,?,United_States_ns,Yes_in_school,Grade_5-8,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,?,No,0,0,0,0,0,0,0,120,Same_house,?,9,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,120,15050,1,1,1,1,0,0,0,0,0,0,1,1,4,1,0,1,8,8,1,Spouse,31,Female,White,Married_spouse_present,1_child,South_America,No_not_in_school,None_or_preschool,Not_enrolled,Employed,Yes_in_labor_force,Painters_except_construction_or_maintenance,25,18,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,3950,3950,0,0,0,0,0,391,Abroad,Ecuador,3,?,Passenger
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,85,3150,2,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,9,4,0,Head_Householder,28,Female,White,Divorced,2__children,California,Yes_in_school,Grade_12,Public_school,Not_in_labor_force,No_not_in_labor_force,Decorators_and_window_dressers,23,40,Not_specified_retail_trade,Works_for_wages_salary,14-26_weeks,?,Worked_previous_yr,Yes,3150,1550,0,0,0,1550,0,107,Same_state_countydifferent_house,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,13250,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,1,99,99,0,Child,70,Male,White,Never_married_single,?,Illinois,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,Attendants_auto_service_and_parking,18,19,Gasoline_service_stations,Works_for_wages_salary,27-39_weeks,30-34_hours,?,Yes,1050,1050,0,0,0,0,0,286,Same_house,?,4,No_Service,Passenger
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,87,1350,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,6,6,0,Head_Householder,34,Female,White,Divorced,1_child,Iowa,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Laundressses_private_household,4,12,Private_households,Self-employed,14-26_weeks,?,Worked_current_yr,Yes,1350,0,-00004,0,0,1750,0,53,Same_state_countydifferent_house,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,165,3250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,72,Female,White,Divorced,2__children,Iowa,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Stenographers_typists_and_secretaries,22,61,Misc_business_services,Self-employed,48-49_weeks,1-14_hours,?,Yes,3250,0,250,0,1650,0,1350,185,Same_state_countydifferent_house,?,1,?,Worked_at_home
