ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,35733,210,117961,118386,118746,117905,240983,290919,117908
1,3853,14862,117961,118225,124380,118523,163100,118331,118525
1,80151,6285,117961,118300,120312,118054,128999,117887,118055
1,38469,13121,118582,120216,117895,117896,117913,117887,117898
1,34982,3075,117961,117962,120677,122067,297566,118424,122069
1,75901,4729,117961,118300,125821,118054,118443,117887,118055
1,79121,5021,117961,118300,118458,118293,118302,118295,118296
1,45701,25558,117961,118052,120398,307024,311622,118331,118332
1,28552,14650,118219,118220,117920,117899,117899,19721,117900
1,25993,49147,118887,118888,123719,118777,279443,308574,118779
1,3130,85631,117961,118225,137996,118054,123286,117887,118055
1,20342,7320,5110,117954,122672,128197,273102,119772,128199
1,4675,5657,117961,118300,120722,117905,117906,290919,117908
1,27826,7344,117961,118225,120663,138019,153236,120518,138021
1,19989,17218,117961,118300,118395,123067,269406,118398,123068
1,98992,67326,117910,117911,117912,118568,198040,19721,118570
1,25993,51375,118212,118213,118684,119065,215972,118667,119067
1,39262,7910,117961,118052,118053,120812,310589,118638,120814
0,15020,19830,119062,119091,123125,118784,121556,290919,118786
1,37138,4951,117961,118343,120126,119433,133686,118424,119435
1,18381,53338,117961,117962,122215,120773,118959,118960,120774
1,19945,14840,119062,119091,122963,117905,118036,290919,117908
1,42085,15887,117961,118052,120356,120357,127906,118424,120359
1,75834,25557,117961,118300,121951,118321,240983,290919,118322
1,42085,15795,119062,119091,118042,118563,118563,270488,118565
1,16232,1443,117961,118343,120722,118321,117906,290919,118322
1,95842,25608,117961,118413,125133,118321,117906,290919,118322
1,28149,7935,117961,118052,120539,118321,117906,290919,118322
1,25993,4375,117961,118343,120347,120344,311701,118424,120346
1,972,16971,117961,118343,119993,120516,310589,120518,120519
1,39262,7014,117961,118446,119961,118259,125206,290919,118261
1,105808,6982,117961,118300,118783,118321,117906,290919,118322
1,75463,21127,117961,118052,119408,118685,120316,308574,118687
1,4675,2270,117961,118413,277693,118777,279443,308574,118779
1,18913,25762,118006,118007,118008,117885,117886,117887,117888
1,2252,782,117961,118413,127522,118321,117906,290919,118322
1,919,6232,117961,118343,118437,120516,185973,120518,120519
1,79620,59029,117887,118178,118320,117905,117906,290919,117908
1,974,3120,117961,118300,120312,118792,255249,118424,118794
1,16145,3120,117961,118300,120312,118054,137017,117887,118055
1,86942,6982,117961,118300,118783,117905,117906,290919,117908
1,32270,4765,117961,118300,119890,118054,118054,117887,118055
1,79440,134819,121005,121006,117945,280788,155276,292795,119082
1,18418,52140,118887,118888,124656,118980,236007,118295,118982
1,75272,5115,117961,118300,118631,119928,219829,118331,119929
1,27188,3697,117961,118327,118933,126293,162849,4673,126295
1,78399,22859,117961,118300,123472,118054,284553,117887,118055
1,23965,131441,117961,118343,119598,119433,133686,118424,119435
1,6977,828,117961,118300,124816,117905,117906,290919,117908
1,32634,1311,117961,117962,118910,118451,123503,118453,118454
1,45610,50511,118006,118007,117884,118568,292195,19721,118570
1,35451,21866,117961,117969,118816,120647,311441,118398,120649
1,96928,20361,117961,117962,118352,117905,240983,290919,117908
1,38656,4100,118290,118291,120291,119928,278266,118331,119929
1,20740,53240,117876,117877,117878,117879,167135,19721,117880
1,972,111559,117961,118225,119824,118702,129851,118704,118705
1,21400,7539,117961,118343,119987,117905,117906,290919,117908
1,33249,52105,118595,118596,81476,118422,149098,118424,118425
1,77491,21698,118192,118193,117895,118194,118195,117887,118196
1,17308,17414,118752,119070,118042,118563,118563,270488,118565
1,32270,3116,117961,118300,147589,118826,236735,118424,118828
1,19722,49823,117961,118300,127168,117905,240983,290919,117908
1,37348,52807,119134,119135,123007,120789,305850,118424,120791
1,76844,7344,117961,118225,120663,123648,127917,120518,123650
1,34269,4932,117961,118225,119824,123737,147851,118960,123738
1,33054,4710,117961,118343,120709,119997,278014,118131,119998
1,34026,7553,117961,118225,118403,118321,117906,290919,118322
0,79342,2855,118169,118170,119262,117946,125711,292795,117948
1,34026,3046,117961,118413,118481,118685,120679,308574,118687
1,34436,72192,117902,117903,120283,118863,142453,118398,118865
1,19998,1553,117961,118225,123173,119093,123174,119095,119096
1,80407,16735,117961,118300,118783,118321,290919,290919,118322
1,108818,14731,117961,118446,118447,118321,117906,290919,118322
1,31441,3116,117961,118300,147589,118054,118054,117887,118055
1,6977,13854,117961,118052,118821,118278,117906,290919,118279
1,75708,17904,117961,118386,125004,118811,141469,19793,118813
1,78879,2409,117961,117962,117904,127782,123170,290919,127783
1,34817,8008,117887,118178,118320,118321,117906,290919,118322
1,79543,5182,117961,118386,118404,119351,257510,3130,119353
1,39361,7460,117961,118300,118783,118784,147114,290919,118786
1,27124,58916,117961,118327,118391,117905,117906,290919,117908
1,34730,70062,117961,118386,118746,118321,117906,290919,118322
1,22662,21261,117961,117969,118970,118396,260490,118398,118399
1,6104,57757,117961,118343,142038,117905,117906,290919,117908
1,42085,4475,117961,118052,118706,118728,301534,118295,118730
1,34346,824,91261,118026,123719,118321,117906,290919,118322
1,34327,33266,117961,118300,124725,118784,118785,290919,118786
1,23969,8126,117961,118327,118320,118321,117906,290919,118322
1,72338,13812,117961,118225,118320,118841,128747,118643,118843
1,42378,20440,117890,117891,117878,118568,292195,19721,118570
1,4675,46704,91261,118026,118202,118321,117906,290919,118322
1,73150,5541,117961,118300,118514,118321,117906,290919,118322
1,30618,7576,117961,118052,120671,118321,117906,290919,118322
1,4675,7624,117961,118052,119742,118321,117906,290919,118322
1,75633,8126,117961,118327,118320,117905,117906,290919,117908
1,25993,7076,117961,118225,120041,122849,120324,119095,122850
1,7543,7220,117961,118225,120551,117905,240983,290919,117908
1,75078,28241,119170,119171,140453,129229,228788,119788,129231
0,51803,13836,119920,119921,142145,128230,302830,4673,128231
1,80904,33774,118212,118580,117895,118568,149571,19721,118570
1,4675,6018,117961,118413,122007,118784,240983,290919,118786
1,22662,53150,117902,117903,128935,118863,142453,118398,118865
1,79285,2781,117961,118300,118783,118278,118260,290919,118279
1,80221,5652,117961,118300,121305,118321,117906,290919,118322
1,33054,5656,117961,118300,119362,119849,282370,118638,119851
1,33642,76530,118003,118004,117878,117899,117879,19721,117900
1,39327,56744,117961,118386,118635,118685,120316,308574,118687
0,25749,84962,118555,118178,119262,117946,119263,292795,117948
1,20743,7076,117961,118225,120041,119093,254399,119095,119096
1,80877,5697,117961,118386,118692,118784,117906,290919,118786
1,42093,74428,91261,118026,119362,119363,307210,118667,119365
1,80754,148913,118212,118213,118921,118890,311441,118398,118892
1,34429,5507,117961,118413,120370,118321,130817,290919,118322
1,18418,4026,117961,118300,118301,120497,149226,118424,120499
1,45412,118151,118079,118080,117878,117879,120319,19721,117880
1,972,50015,117961,118343,119598,120344,310997,118424,120346
1,31603,2014,117961,117962,117904,119949,311441,290919,119951
1,37415,13871,117961,118300,118514,118321,117906,290919,118322
1,25265,918,117961,118300,118458,118980,187517,118295,118982
1,78367,7398,117961,118225,119924,118321,117906,290919,118322
1,45904,20440,117890,117891,117878,117879,117879,19721,117880
1,33151,13799,117961,118052,120356,120357,310997,118424,120359
1,75477,15626,117961,118386,129128,120516,307024,120518,120519
1,81285,8115,91261,118026,118202,117905,117906,290919,117908
1,16780,4209,117961,117969,118910,126820,269034,118638,126822
1,4675,14638,117961,118052,118821,117905,117906,290919,117908
1,75900,20908,118990,118991,118992,119192,150602,119184,119194
1,18913,12418,117929,117930,117920,123191,123191,19721,123192
1,75045,3753,117961,118300,118360,118636,310589,118638,118639
1,15716,15639,117902,118041,117945,117946,118806,292795,117948
1,17308,49388,118887,118888,118631,118728,301534,118295,118730
1,4675,7629,117961,118327,120383,117905,117906,290919,117908
1,6690,127738,117961,118225,118403,120952,130134,118453,120954
1,43742,5002,117961,118343,119598,118422,300136,118424,118425
1,75472,5048,117961,118300,118458,120006,129545,118424,120008
0,30918,2594,117961,118300,120410,128230,302830,4673,128231
1,32270,4909,117961,118300,118458,120497,223125,118424,120499
1,29697,34479,117887,118178,118320,117905,117906,290919,117908
1,42228,42230,117961,118327,118744,118259,125889,290919,118261
1,42093,3075,117961,117962,120677,122067,297566,118424,122069
1,25993,19986,117961,118225,118403,120773,136187,118960,120774
1,75057,3936,117943,117944,117945,118274,129282,292795,118276
1,34138,6982,117961,118300,118360,117905,172635,290919,117908
0,25993,15894,117961,118052,120304,120313,206347,118424,120315
1,27323,16850,117961,118225,122298,122849,120324,119095,122850
1,1969,61247,117910,117911,131868,119192,139264,119184,119194
0,106584,21261,117961,117969,118970,120647,145499,118398,120649
1,20364,25630,117961,118343,120291,120497,234773,118424,120499
1,18418,5317,117961,118300,118825,120344,152816,118424,120346
1,80587,8697,117961,118446,119064,118784,117906,290919,118786
1,79273,13812,117961,118225,118320,118841,128747,118643,118843
1,34899,5652,117961,118300,28618,118784,124402,290919,118786
1,73547,234958,118290,118291,120026,307024,197961,118331,118332
1,29304,100990,117929,117930,117912,117885,117913,117887,117888
1,972,22819,117961,118225,119824,121414,132041,118704,121416
1,43264,23925,118212,118213,119136,119137,137119,118474,119139
1,16333,23200,117961,118343,123125,118784,117906,290919,118786
1,21750,7651,117961,118386,118746,118321,117906,290919,118322
1,100929,17006,117902,118041,118623,117946,118806,292795,117948
1,15716,15384,117943,117944,117945,118274,129282,292795,118276
1,37793,15620,122880,122974,118042,118043,257160,270488,118046
1,40202,3966,117961,118343,122012,117905,117906,290919,117908
1,41952,4953,117961,118343,123476,120006,294485,118424,120008
1,15677,8106,117961,118327,120559,120560,304465,118643,120562
1,4675,6257,117961,118343,120722,118784,117906,290919,118786
1,32419,8433,117961,118327,118929,117905,117906,290919,117908
1,16162,1030,117961,118343,120722,124435,127527,118363,124436
1,74613,17156,117961,118300,118810,123082,197687,19793,123084
1,19998,1553,117961,118225,123173,119093,120324,119095,119096
0,31974,2000,117932,117933,117878,119192,128322,119184,119194
1,72998,7460,117961,118300,118783,118784,147114,290919,118786
1,38719,50570,118079,118080,117878,117879,304519,19721,117880
1,16591,2409,117961,117962,117904,119949,123170,290919,119951
1,14931,1012,117961,118225,119924,117905,240983,290919,117908
1,34516,57714,118595,118596,118447,307024,311622,118331,118332
1,15720,1146,117961,118225,120663,117905,240983,290919,117908
1,80663,7519,91261,118026,118202,118784,124402,290919,118786
1,79316,90707,118219,118220,117920,118568,305057,19721,118570
1,25985,1117,117961,117962,118352,117905,240983,290919,117908
1,74161,23144,117961,118225,118403,120690,120690,290919,120692
1,40304,4903,118290,118291,118825,118293,196697,118295,118296
1,302049,53190,117961,118300,19772,307024,200314,118331,118332
1,33152,21037,117961,117969,19666,118368,118368,117887,118486
1,28149,13543,117961,118386,125016,118530,278014,118131,118532
1,78554,6199,117961,118225,120663,118321,117906,290919,118322
1,37601,1550,117961,118225,123173,118054,120716,117887,118055
1,33150,1652,117961,118327,118507,179731,179731,117887,117973
1,4675,19718,117961,117962,119223,122269,122270,118643,122271
1,13878,20708,118602,118603,117941,117899,117899,19721,117900
1,25993,25631,117961,118343,120291,118422,144350,118424,118425
1,34516,13874,117961,118446,120368,118685,122058,308574,118687
1,4675,19839,117961,118300,123201,118321,118448,290919,118322
1,38470,20560,117876,117877,117878,179731,118157,117887,117973
0,20222,5550,118256,118257,117945,118995,119235,292795,118997
1,42085,16541,117961,118225,120551,118321,117906,290919,118322
1,16176,124925,117961,118225,122273,118321,117906,290919,118322
1,26972,217,117961,118413,120370,117905,150358,290919,117908
1,43280,7426,117961,118225,119238,119093,120324,119095,119096
0,16434,3053,117961,118225,120663,121594,131163,4673,121596
1,25265,5043,117961,118300,118458,120344,310997,118424,120346
1,36761,48476,117926,118124,117920,118568,281735,19721,118570
1,37737,87879,117918,117919,117884,117885,117913,117887,117888
1,45337,1584,117961,118327,128935,118396,299403,118398,118399
0,38112,25329,118212,119763,123173,119849,263199,118638,119851
1,74390,3526,117961,118225,137996,119093,121698,119095,119096
1,18913,25433,117929,117930,117884,117879,117886,19721,117880
1,31760,2260,117961,118343,119598,120497,223125,118424,120499
1,15064,48956,117961,119256,120356,118028,118368,117887,118030
1,27736,8242,117961,117962,119223,124886,306399,118643,124888
1,41643,4566,119062,119091,118992,118028,168365,117887,118030
1,80487,5657,117961,118300,120722,118321,117906,290919,118322
1,78697,1334,117961,117962,118910,119949,230830,290919,119951
1,34073,221,117961,118413,120370,118321,117906,290919,118322
1,972,20412,117890,117891,117878,117879,117879,19721,117880
1,25882,46224,117961,118327,118378,120952,143223,118453,120954
1,74241,23111,119691,119692,118635,122967,117906,119695,122969
1,79121,2924,118887,118888,121108,258434,293631,118424,258436
0,37793,17695,117890,117891,117878,117879,117879,19721,117880
1,26323,3619,119134,119135,125440,118685,126297,308574,118687
1,75078,14798,117961,118386,118746,128230,302830,4673,128231
1,79121,16967,117961,118300,125872,120344,267223,118424,120346
1,27124,96560,117961,118327,4674,117905,117906,290919,117908
1,3853,5511,117961,118386,120361,118321,117906,290919,118322
1,32114,17156,117961,118300,118810,123082,197687,19793,123084
1,79092,6340,118114,118115,117941,117879,117886,19721,117880
1,15369,131441,117961,118343,118292,118422,300136,118424,118425
1,16985,1411,117902,117903,118437,122129,305057,121916,122131
1,25993,5178,117961,118343,118660,118826,158101,118424,118828
1,28149,151283,117961,118386,118522,118321,123513,290919,118322
1,34982,5249,117961,118386,123144,118396,233714,118398,118399
1,35972,85343,117961,118327,118933,118784,121873,290919,118786
1,78842,795,117961,118225,120551,117905,117906,290919,117908
0,42093,4713,117961,118052,120398,122067,164160,118424,122069
1,26900,15398,118169,118170,118575,130479,139169,119784,130481
0,33642,20438,117890,117891,117878,117879,117879,19721,117880
0,45300,27878,117916,118150,117912,117879,117886,19721,117880
1,43190,26401,119691,119692,118635,131795,117906,119695,131797
1,75901,4936,117961,118343,120126,123615,133686,118424,123617
1,25993,13912,117935,117936,117878,118568,118568,19721,118570
1,25749,3606,118169,118170,118179,126684,204891,292795,126685
1,20364,1930,122880,122974,122870,120097,281292,270488,120099
1,79092,4642,117961,118327,120551,118321,117906,290919,118322
1,6977,6454,117961,118343,118856,117905,117906,290919,117908
1,114445,1325,117961,117962,118910,118321,117906,290919,118322
1,80151,14889,117961,118300,120722,118321,117906,290919,118322
1,917,20126,117961,118386,120677,122067,120065,118424,122069
1,37793,50314,117890,117891,117878,117899,123862,19721,117900
1,43873,2014,117961,117962,117904,118958,127525,118960,118961
1,25959,13411,118023,118024,118810,119899,310825,19793,119900
1,42451,1334,117961,117962,118910,118451,130134,118453,118454
1,6977,7644,117961,118225,120383,120690,120690,290919,120692
1,39333,2944,117961,118343,119796,119743,132775,3130,119745
1,37008,6453,125714,125715,118910,118321,117906,290919,118322
0,20897,8068,117961,118386,121668,118321,117906,290919,118322
1,16116,2014,117961,117962,118791,118368,129597,117887,118486
1,6707,141,117961,118225,122273,118321,117906,290919,118322
1,78176,4698,117961,117962,118352,118321,290919,290919,118322
1,37734,68562,118090,118091,119424,179731,132991,117887,117973
1,45560,84891,120342,120343,118631,118321,125684,290919,118322
0,25993,27498,118120,118121,117884,117879,136703,19721,117880
1,39262,19829,117961,118386,118896,120773,310589,118960,120774
1,77203,3237,117961,119256,119257,117946,118806,292795,117948
1,16988,6285,117961,118300,132427,117905,117906,290919,117908
1,81295,49353,117961,117962,118910,118321,117906,290919,118322
1,935,7012,117961,118225,120050,118777,279443,308574,118779
0,25993,20508,118219,118220,117941,117879,119983,19721,117880
1,23096,4588,117961,118225,118403,118321,117906,290919,118322
1,34580,744,117961,118300,120722,118321,117906,290919,118322
1,39478,7338,117961,118225,118616,117905,240983,290919,117908
1,27082,17713,117961,118225,120663,118321,117906,290919,118322
1,105478,7398,117961,118225,119924,118321,240983,290919,118322
1,74679,4299,117876,117877,117878,117899,121756,19721,117900
1,41123,16973,117961,118300,124942,118321,117906,290919,118322
1,27082,17223,117961,118225,120535,123067,269406,118398,123068
1,20297,17111,118120,118121,117878,123191,123191,19721,123192
1,44641,3622,117961,118300,118458,118834,223125,118424,118836
1,1008,3225,117961,118327,118929,118685,120316,308574,118687
1,18295,13357,117890,117891,118810,119899,135517,19793,119900
1,75275,18438,119170,119171,148436,124886,148437,118643,124888
1,1732,3053,117961,118225,120663,118641,306399,118643,118644
1,14354,18236,117961,118052,120304,122297,301475,118331,118899
1,18418,5114,117961,118300,119890,118422,300136,118424,118425
1,15672,111936,117961,118300,118783,118784,117906,290919,118786
1,3853,671,117961,117962,118352,118784,117906,290919,118786
1,36429,15616,119280,119281,118623,117946,119359,292795,117948
1,80131,29134,117961,118300,121305,118321,240983,290919,118322
1,33287,46254,117961,118327,126310,124886,123881,118643,124888
1,28149,21127,117961,118052,119408,118536,118537,308574,118539
1,74463,14752,119134,119135,120054,118321,117906,290919,118322
1,70452,58590,118953,118954,117884,118568,119907,19721,118570
1,80722,2286,117902,117903,277693,120773,118959,118960,120774
1,18519,32242,117961,118327,118929,118321,117906,290919,118322
1,36020,12891,117951,117952,117878,179731,220080,117887,117973
1,27124,36051,117961,118386,118635,118685,262400,308574,118687
1,78844,15422,117961,118052,118867,120097,174445,270488,120099
1,17226,55119,119062,119091,123125,134095,300136,118474,118475
1,75078,18686,117961,118386,121883,117905,290919,290919,117908
0,40185,25329,118212,119763,123173,119849,263199,118638,119851
1,37326,25262,117961,118327,118320,118685,311622,308574,118687
1,45580,46503,120140,120141,121589,120952,120953,118453,120954
1,75834,1903,117961,118343,118514,118321,117906,290919,118322
0,84804,7067,117961,118225,118403,117905,117906,290919,117908
1,33062,13828,117961,118300,118395,118890,125128,118398,118892
1,41497,6440,118216,118217,117941,117879,117886,19721,117880
1,23990,6739,117961,117969,6725,120527,298066,6725,120529
1,34924,7285,117961,118225,118403,119849,310589,118638,119851
1,43942,32279,119691,119692,118635,122967,306795,119695,122969
1,3719,51091,120864,121013,124266,118826,154886,118424,118828
1,80468,70142,117902,117903,118635,159787,118959,119695,159789
1,5353,19718,117961,117962,119223,122269,122270,118643,122271
1,23921,4258,117961,118343,119598,118422,300136,118424,118425
1,42085,4865,117961,118343,121710,118422,300136,118424,118425
1,4675,2541,117961,118343,118856,117905,240983,290919,117908
1,31198,141,117961,118225,122273,118321,117906,290919,118322
1,40867,5313,117961,118052,120356,122067,141493,118424,122069
1,4675,13671,117961,118327,118744,118685,137335,308574,118687
1,44900,15644,118752,118753,119121,280788,130913,292795,119082
1,78842,2354,117961,117962,118501,120702,308462,118504,120704
1,34583,6277,117961,118343,118437,117905,240983,290919,117908
1,13878,13180,118084,118085,117884,117879,117886,19721,117880
1,80063,70056,117961,118225,118403,118777,279443,308574,118779
1,39262,25293,117961,118386,118317,121414,130802,118704,121416
1,39883,93627,91261,118026,119507,118321,117906,290919,118322
1,7678,17393,117961,118225,119781,118207,164476,270488,118209
1,6484,1334,117961,117962,118910,118451,130134,118453,118454
1,18299,17156,117961,118300,118810,123082,197687,19793,123084
1,27268,7164,117902,117903,118783,117905,118036,290919,117908
1,27348,5225,117961,118343,118458,120006,311622,118424,120008
1,18418,33774,118212,118580,117895,118568,267952,19721,118570
1,22282,148795,117935,117936,117878,117879,117879,19721,117880
1,30628,25263,117961,118327,120318,120690,120690,290919,120692
1,79092,21837,117961,118327,118507,118890,311441,118398,118892
1,971,3788,117961,118343,120722,118321,117906,290919,118322
1,31633,126679,117890,117891,118810,119899,117899,19793,119900
1,80699,3905,117961,118343,119945,118321,117906,290919,118322
1,107985,19673,117961,118446,16232,118777,279443,308574,118779
1,20897,27358,117961,118413,128801,120628,278014,118131,120629
1,1020,814,118887,118888,123719,117905,117906,290919,117908
1,36422,57516,118120,118121,117878,118568,163031,19721,118570
1,71155,2781,117961,118300,118360,119849,310589,118638,119851
1,20733,7320,5110,117954,122672,128197,273102,119772,128199
1,79092,2942,117961,118343,118700,117905,240983,290919,117908
1,80769,7525,117961,118225,120551,118784,147114,290919,118786
1,117579,71215,117961,118386,118404,118784,118785,290919,118786
1,40309,1541,117961,118225,123173,119093,120324,119095,119096
1,35498,6982,117961,118300,118783,118784,213944,290919,118786
1,7543,15012,118212,118213,123201,117905,240983,290919,117908
1,28149,18686,117961,118386,121883,118321,117906,290919,118322
1,3130,40509,117961,118225,118403,119743,141396,3130,119745
1,15064,2355,127616,119256,141383,118368,118368,117887,118486
1,20351,1810,117961,118327,120559,118641,306399,118643,118644
1,79091,7265,117961,118343,119598,120773,123107,118960,120774
1,40997,19986,117961,118225,125139,120773,118959,118960,120774
1,14354,50538,118953,118954,117920,118568,131694,19721,118570
1,6449,234788,118658,118659,123606,119077,142048,118372,119079
1,38722,4589,117961,118327,120383,120690,120690,290919,120692
1,58069,3966,117961,118343,122012,118054,118054,117887,118055
1,74149,6227,117961,118343,120722,118784,121347,290919,118786
1,76560,2071,117961,118386,118501,118502,130777,118504,118505
1,80656,17828,117961,118300,118514,128230,302830,4673,128231
1,42592,5409,117961,118343,119993,118321,117906,290919,118322
1,34026,91412,117975,117976,117920,118568,131694,19721,118570
1,17226,15542,117961,118300,118395,118396,300044,118398,118399
1,36927,4698,117961,117962,118352,118321,117906,290919,118322
1,34865,15450,117916,117917,117941,117879,117886,19721,117880
1,15723,3526,117961,118225,120323,119093,121698,119095,119096
1,80137,49574,117961,118327,118391,120773,118959,118960,120774
1,45104,46165,118887,118888,118889,118890,126250,118398,118892
1,3842,51761,117961,118413,120370,118321,117906,290919,118322
1,34215,16973,117961,118300,124942,117905,117906,290919,117908
1,16202,4659,117961,118225,120663,118321,117906,290919,118322
1,31987,50613,117916,118150,118810,119323,128571,19793,119325
1,41246,17046,117902,118041,117945,118274,118806,292795,118276
0,80715,75640,118315,118463,119214,118321,117906,290919,118322
1,25993,116406,117961,117962,120677,122067,297566,118424,122069
1,80210,16024,117961,118300,119984,123067,269406,118398,123068
1,29304,62541,117980,117981,118246,179731,150980,117887,117973
1,278393,7524,117961,118300,118437,118777,279443,308574,118779
1,27354,7460,117961,118300,118783,118321,117906,290919,118322
1,75078,7411,117961,118386,118746,118451,130134,118453,118454
1,15716,18096,118256,118257,118623,118995,136748,292795,118997
1,34817,7610,117961,118327,120383,117905,117906,290919,117908
1,17183,4189,117961,118343,119987,118636,310589,118638,118639
1,80552,814,118887,118888,123719,118321,117906,290919,118322
1,20364,139593,117902,118041,119781,130479,179826,119784,130481
1,4675,1409,117961,118300,120722,118784,290919,290919,118786
1,41594,50043,117961,118327,118929,124810,137809,249618,124812
0,19820,3053,117961,118225,120663,121594,131163,4673,121596
1,99478,7014,117961,118446,119961,118259,118260,290919,118261
1,73229,7460,117961,118300,118783,119351,184043,3130,119353
1,20897,4710,117961,118343,120709,119997,278014,118131,119998
1,77659,53226,117983,117984,117878,118568,292195,19721,118570
1,26398,94240,91261,118026,119507,118321,117906,290919,118322
1,7543,7314,117961,118300,121951,118321,117906,290919,118322
1,74961,8204,117961,118052,122392,120097,174445,270488,120099
1,34950,60979,117926,117927,117884,117885,117913,117887,117888
1,15369,7683,117887,118178,117945,123670,305057,121916,123672
1,33642,58526,117890,117891,117878,118568,292195,19721,118570
1,23875,51491,118074,23779,117884,117885,117913,117887,117888
0,74390,3270,117961,118225,122870,118563,123784,270488,118565
1,33238,59421,117961,118327,118507,118863,122008,118398,118865
1,35398,55132,118169,118170,118042,118043,129174,270488,118046
1,44812,196,117961,118413,121639,118451,130134,118453,118454
1,74227,16103,117961,118327,120283,118777,235477,308574,118779
1,20351,1080,117961,118327,118378,120952,120953,118453,120954
1,34583,1450,117961,118300,118437,119962,168365,118205,119964
1,73535,5604,117961,118343,119598,118958,159709,118960,118961
1,104307,3197,117961,118386,120361,118784,147114,290919,118786
1,34895,139254,119691,119692,118635,159787,301719,119695,159789
1,971,21303,117961,118300,119890,120348,249620,118295,120350
0,83256,16830,117961,118327,119830,120773,118959,118960,120774
1,42093,2765,118290,118291,118301,120344,267006,118424,120346
1,4675,4417,117961,118413,119968,118841,123378,118643,118843
1,75179,57691,117961,117962,120677,122022,265969,119221,122024
1,42085,120114,118725,118726,119076,118422,124426,118424,118425
1,15716,15627,117961,119256,119257,117946,118806,292795,117948
1,90372,65175,117993,117994,117895,117879,117897,19721,117880
1,73586,60121,121785,121786,142145,118321,156948,290919,118322
1,26971,217,117961,118413,120370,118321,117906,290919,118322
1,43503,72209,117961,118225,124948,118054,118054,117887,118055
1,79092,59000,118181,118182,117920,118568,117897,19721,118570
1,14570,91335,118084,118085,117884,118568,281735,19721,118570
1,38119,22871,118219,118220,118008,117899,117897,19721,117900
1,55932,17669,117961,118446,118514,118321,290919,290919,118322
1,79092,51761,117961,118413,120370,117905,117906,290919,117908
1,34817,7133,117961,118327,118320,118321,117906,290919,118322
1,109735,810,117961,118300,123719,118321,240983,290919,118322
0,25266,16701,117961,118300,118458,118293,118302,118295,118296
1,45300,4950,117961,118343,118911,118912,309291,118424,118914
1,75338,75416,118126,118237,117895,117896,117913,117887,117898
1,41115,17326,117961,118386,118692,118259,132715,290919,118261
1,87039,6699,117961,118343,119993,117905,117906,290919,117908
1,105472,2781,117961,118300,118360,119849,310589,118638,119851
1,3826,5403,117961,118413,121639,117905,117906,290919,117908
0,20897,56203,118595,118596,120677,118530,278014,118131,118532
1,915,2890,120864,120865,118437,118636,279443,118638,118639
1,15064,49385,117961,118343,119598,118054,120716,117887,118055
1,79363,3748,117961,118300,120059,118636,133779,118638,118639
0,23567,54618,117961,118052,118992,118321,117906,290919,118322
1,79624,82362,117961,118052,120417,132103,138060,118347,132105
1,18418,5079,117961,118300,127284,120789,284092,118424,120791
1,28889,23345,117961,118327,120318,122060,130360,290919,122062
0,41570,17465,91261,118026,118202,118278,118260,290919,118279
0,79092,27222,117961,118327,123901,118636,310589,118638,118639
1,38719,14456,117890,117891,117878,117879,117879,19721,117880
1,34912,17694,117961,118343,119598,117905,117906,290919,117908
1,25993,5196,117961,118052,121949,118207,127292,270488,118209
1,4675,744,117961,118300,120722,118321,117906,290919,118322
1,91749,249,117961,118225,118403,117905,240983,290919,117908
1,23921,16698,117961,118300,118597,118636,311057,118638,118639
1,77226,14867,117890,118102,117878,117885,118103,117887,117888
1,92326,36,117961,118413,119968,118321,117906,290919,118322
1,17278,4582,118595,118596,81476,118422,149098,118424,118425
1,22662,56153,117961,117969,19666,118368,118368,117887,118486
1,40069,17264,117961,118300,118825,118523,163100,118331,118525
1,83272,111685,117961,118225,125139,122297,301475,118331,118899
1,20279,71589,117916,118150,118599,179731,150184,117887,117973
1,78591,59012,117893,117894,117895,117896,117897,117887,117898
1,33111,3108,117961,118225,124449,120313,230838,118424,120315
1,3853,3486,118752,119070,119781,118563,171750,270488,118565
1,79955,70264,117961,118343,118437,124435,118362,118363,124436
1,73144,21303,117961,118300,119890,120348,249620,118295,120350
1,972,51145,118595,118596,81476,118422,149098,118424,118425
1,78947,1525,117961,118413,121639,118321,117906,290919,118322
1,41493,53190,117961,118300,19772,118784,118785,290919,118786
1,79923,27214,117961,118386,118733,118685,279443,308574,118687
1,41950,1605,117961,118327,128935,118396,235280,118398,118399
1,25862,46224,117961,118327,118378,120952,120953,118453,120954
1,98053,23125,117961,118225,119136,120001,120002,118474,120003
1,80202,7067,117961,118225,118403,117905,240983,290919,117908
1,82249,16922,117961,117962,118501,117905,240983,290919,117908
0,33054,16830,117961,118327,119830,120773,118959,118960,120774
1,40997,20380,117961,118225,124380,307024,311622,118331,118332
1,25744,7615,117961,118300,120059,121469,128942,118424,121471
1,17296,17598,117961,118300,118631,307024,132719,118331,118332
1,34647,820,117961,118300,123719,118321,118406,290919,118322
1,20897,94844,117961,117969,121617,121618,121619,121620,121621
1,832,8229,117961,118300,121305,118784,124402,290919,118786
1,35498,46514,117961,118300,120059,119849,132582,118638,119851
1,19722,724,117961,118300,119181,118321,117906,290919,118322
