% analcatdata    A collection of data sets used in the book "Analyzing Categorical Data,"
%                by Jeffrey S. Simonoff, Springer-Verlag, New York, 2003. The submission
%                consists of a zip file containing two versions of each of 84 data sets, 
%                plus this README file. Each data set is given in comma-delimited ASCII
%                (.csv) form, and Microsoft Excel (.xls) form.
% 
% NOTICE: These data sets may be used freely for scientific, educational and/or
%         noncommercial purposes, provided suitable acknowledgment is given (by citing
%         the above-named reference).
% 
% Further details concerning the book, including information on statistical software
% (including sample S-PLUS/R and SAS code), are available at the web site
% 
%             http://www.stern.nyu.edu/~jsimonof/AnalCatData
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
%
% Note: Quotes, Single-Quotes and Backslashes were removed, Blanks replaced
%       with Underscores
%

@relation analcatdata-authorship

@attribute a INTEGER
@attribute all INTEGER
@attribute also INTEGER
@attribute an INTEGER
@attribute and INTEGER
@attribute any INTEGER
@attribute are INTEGER
@attribute as INTEGER
@attribute at INTEGER
@attribute be INTEGER
@attribute been INTEGER
@attribute but INTEGER
@attribute by INTEGER
@attribute can INTEGER
@attribute do INTEGER
@attribute down INTEGER
@attribute even INTEGER
@attribute every INTEGER
@attribute for INTEGER
@attribute from INTEGER
@attribute had INTEGER
@attribute has INTEGER
@attribute have INTEGER
@attribute her INTEGER
@attribute his INTEGER
@attribute if INTEGER
@attribute in INTEGER
@attribute into INTEGER
@attribute is INTEGER
@attribute it INTEGER
@attribute its INTEGER
@attribute may INTEGER
@attribute more INTEGER
@attribute must INTEGER
@attribute my INTEGER
@attribute no INTEGER
@attribute not INTEGER
@attribute now INTEGER
@attribute of INTEGER
@attribute on INTEGER
@attribute one INTEGER
@attribute only INTEGER
@attribute or INTEGER
@attribute our INTEGER
@attribute should INTEGER
@attribute so INTEGER
@attribute some INTEGER
@attribute such INTEGER
@attribute than INTEGER
@attribute that INTEGER
@attribute the INTEGER
@attribute their INTEGER
@attribute then INTEGER
@attribute there INTEGER
@attribute things INTEGER
@attribute this INTEGER
@attribute to INTEGER
@attribute up INTEGER
@attribute upon INTEGER
@attribute was INTEGER
@attribute were INTEGER
@attribute what INTEGER
@attribute when INTEGER
@attribute which INTEGER
@attribute who INTEGER
@attribute will INTEGER
@attribute with INTEGER
@attribute would INTEGER
@attribute your INTEGER
@attribute BookID INTEGER
@attribute Author {Austen,London,Milton,Shakespeare}

@data
34,5,0,8,75,3,3,20,13,12,4,10,11,1,1,1,0,4,15,9,19,0,4,19,37,4,25,1,3,18,0,2,1,1,3,4,10,3,51,15,5,2,3,0,3,2,1,2,2,11,78,8,3,3,1,2,59,4,1,34,8,4,6,5,3,3,20,3,0,7,Austen
23,8,1,8,57,6,2,16,16,15,4,16,12,0,2,2,4,2,14,6,22,0,13,22,21,2,35,4,7,7,2,1,7,0,3,5,20,1,46,7,7,6,4,1,3,3,1,5,3,17,78,11,3,3,0,3,48,2,1,35,11,5,7,4,8,1,25,8,2,7,Austen
33,8,1,3,50,4,4,14,7,20,10,23,8,12,3,1,1,3,12,5,14,7,18,10,39,3,19,0,20,27,0,3,2,3,8,5,23,3,45,3,3,0,6,1,2,4,2,8,4,14,66,1,0,2,0,7,61,4,0,17,4,9,4,6,3,5,13,1,3,7,Austen
24,8,0,5,55,7,1,16,9,12,5,12,10,5,2,0,2,6,17,13,14,5,12,37,17,5,24,1,8,21,0,1,5,2,6,12,19,2,66,9,6,2,6,0,2,5,3,5,3,22,62,8,0,5,1,5,53,0,0,19,9,7,1,5,6,4,14,2,1,7,Austen
35,7,1,5,48,4,7,8,9,15,8,8,12,2,6,2,2,2,21,4,12,2,11,31,17,5,25,0,9,14,0,7,2,4,4,10,29,2,60,9,2,0,4,2,1,5,5,6,5,23,68,4,2,5,0,6,66,0,0,25,8,5,6,6,4,5,17,5,3,7,Austen
30,7,0,4,39,3,4,16,10,10,5,12,12,2,5,1,0,2,13,7,6,10,11,22,23,4,22,1,15,18,1,4,4,5,15,8,23,3,54,13,3,3,0,0,1,3,0,6,6,26,61,2,3,6,1,6,65,1,0,13,2,8,3,9,4,3,19,4,11,7,Austen
27,3,0,9,53,5,1,17,15,21,3,7,13,2,5,1,2,4,18,4,11,1,9,52,18,1,17,1,2,20,0,2,5,5,1,11,15,2,64,5,4,1,3,1,7,9,2,12,3,26,60,5,2,3,1,1,82,1,2,34,12,3,3,9,6,3,17,4,0,7,Austen
24,9,1,3,50,6,8,20,9,15,4,9,11,5,7,1,3,2,22,4,3,2,12,17,8,1,22,1,8,18,0,7,1,6,24,8,17,3,48,8,4,2,3,1,1,5,0,3,2,27,67,5,0,3,0,8,53,2,3,14,7,2,8,8,4,11,16,8,20,7,Austen
17,5,0,9,44,3,7,21,5,18,1,11,10,4,10,1,1,4,15,5,9,3,19,41,10,10,33,3,16,22,1,6,2,5,23,7,27,4,45,13,2,1,2,0,0,3,1,8,5,19,50,2,1,2,0,9,59,1,4,11,4,8,4,4,5,15,15,9,17,7,Austen
19,12,1,5,52,7,6,18,4,16,6,12,12,2,7,0,1,1,13,16,11,5,15,24,17,2,29,2,12,21,1,6,5,2,17,7,22,3,43,13,1,3,5,2,2,10,3,0,5,28,69,11,2,2,0,9,67,1,1,12,5,3,5,8,4,14,12,2,13,7,Austen
17,9,0,6,46,9,2,14,8,19,6,11,7,7,0,1,2,3,18,8,13,2,10,33,19,7,24,0,16,23,4,2,7,9,7,6,17,2,60,8,4,3,5,0,5,8,3,5,7,31,70,6,0,6,1,7,57,0,1,27,10,3,4,3,2,5,13,12,3,7,Austen
33,11,0,4,53,3,1,22,9,19,8,10,12,2,2,0,0,3,13,9,16,0,9,32,13,2,18,1,5,21,0,3,5,2,13,7,13,5,50,17,2,2,2,0,4,10,0,5,11,28,56,7,3,3,0,4,59,0,2,29,6,5,4,6,1,2,17,2,5,7,Austen
14,14,2,10,44,10,5,21,6,19,7,10,5,3,5,0,2,4,17,3,12,2,10,29,19,4,18,3,8,27,2,3,8,3,11,8,24,1,71,15,4,4,7,1,9,5,1,5,6,24,62,3,0,1,1,9,63,0,0,24,9,3,1,8,0,5,13,4,3,7,Austen
30,8,0,5,48,5,5,16,8,18,10,17,14,4,11,1,0,3,13,5,18,1,14,27,19,7,27,1,23,31,1,9,5,6,2,7,18,5,62,8,3,4,4,1,5,11,1,4,5,19,51,3,2,8,2,9,51,0,0,18,3,7,5,4,8,7,9,7,7,7,Austen
24,6,0,6,46,3,7,19,9,28,4,11,8,3,6,2,2,2,7,8,10,1,9,29,11,5,29,2,15,29,3,3,5,2,10,5,28,4,56,16,3,0,4,1,6,14,2,4,3,20,46,1,1,4,0,5,61,1,2,18,2,4,4,9,0,16,20,8,7,7,Austen
21,12,0,0,55,4,3,26,12,17,11,17,6,2,3,0,2,9,20,8,19,3,8,42,13,6,24,1,7,24,1,2,4,4,16,8,24,4,38,11,1,4,3,1,6,3,3,5,5,29,41,3,0,6,0,9,55,1,0,34,9,6,6,2,0,6,12,11,2,7,Austen
27,12,1,5,66,4,3,16,10,15,3,9,6,0,1,0,1,10,10,3,12,4,7,44,21,5,38,1,8,17,4,1,5,2,3,6,22,1,56,6,5,6,5,2,4,8,1,1,3,17,78,9,3,6,0,2,59,1,0,29,14,14,7,13,8,2,11,5,0,7,Austen
24,7,1,7,59,5,3,11,17,14,5,9,7,0,2,2,1,4,10,7,13,4,12,39,11,0,33,4,20,16,2,0,3,1,8,2,18,0,55,8,2,1,3,0,4,9,2,8,1,18,80,7,0,6,0,6,44,2,1,29,8,9,8,10,6,8,18,7,4,7,Austen
31,15,0,3,58,6,4,18,12,13,6,17,9,2,3,1,0,6,7,3,17,3,12,34,8,3,23,2,9,11,1,1,4,3,5,7,21,2,40,8,6,2,9,1,3,5,6,5,3,16,64,5,5,4,0,1,60,4,2,34,15,8,6,5,8,1,11,3,14,7,Austen
25,4,0,4,56,8,6,10,15,9,8,8,10,0,2,0,0,3,18,4,23,2,9,28,18,5,33,7,6,15,0,1,5,3,3,7,16,2,54,8,4,3,4,0,2,12,2,4,3,24,86,9,3,11,0,4,51,0,2,32,15,8,4,9,3,1,13,6,0,7,Austen
35,9,0,4,46,8,4,16,15,14,4,10,5,4,7,3,0,2,11,2,10,5,20,21,13,5,24,2,13,20,0,3,4,5,10,5,23,1,52,8,4,3,4,0,6,10,2,1,2,17,52,3,5,4,1,8,67,2,0,15,7,7,8,4,3,5,10,8,10,7,Austen
32,6,0,7,53,6,7,13,17,10,3,18,6,3,9,1,2,2,8,8,8,3,16,35,18,5,35,1,9,27,1,4,5,5,4,4,22,2,57,9,3,3,8,1,2,2,4,2,5,22,67,4,2,6,0,6,44,1,0,20,3,9,4,10,3,1,10,6,2,7,Austen
32,11,0,9,46,7,1,12,5,19,7,15,8,0,3,1,0,4,12,8,21,1,11,39,21,3,23,4,14,22,2,2,1,1,6,7,27,3,60,9,4,3,3,1,3,3,5,4,4,31,53,3,1,9,0,9,60,1,2,33,13,8,5,11,4,3,15,6,1,7,Austen
16,3,1,7,47,7,2,7,8,6,15,12,9,8,2,1,3,8,13,9,21,2,34,22,22,4,34,3,8,18,3,1,2,2,16,5,14,5,65,11,4,2,4,0,2,9,2,1,4,21,80,0,1,1,0,11,43,2,1,26,3,8,3,20,4,3,24,4,20,7,Austen
18,2,2,4,37,8,1,13,6,20,12,16,12,4,2,0,2,1,10,10,20,4,17,11,16,6,26,2,12,26,2,3,3,6,21,7,24,1,75,13,2,6,4,2,1,8,1,3,4,26,69,3,3,3,0,8,54,1,0,26,6,6,2,19,5,3,16,5,21,7,Austen
29,8,2,4,47,7,0,18,4,22,5,17,6,1,2,1,2,11,13,8,13,3,6,17,32,6,30,0,4,23,2,4,7,7,10,7,23,4,64,11,5,2,6,1,3,7,3,1,4,22,61,1,3,5,0,10,63,1,0,35,7,11,6,16,4,6,13,8,5,7,Austen
20,3,1,5,48,4,1,20,14,5,21,17,11,0,1,0,1,9,10,8,46,1,15,35,35,1,31,1,1,11,1,0,5,2,5,11,10,4,65,11,4,3,6,1,1,10,3,7,3,32,70,5,2,2,0,4,42,0,0,14,10,7,2,14,4,0,11,6,0,7,Austen
28,9,0,4,53,3,6,12,8,17,10,12,9,4,1,0,0,4,20,4,12,3,14,28,11,5,27,2,7,19,1,5,1,10,12,1,15,1,57,6,6,3,2,10,4,13,0,1,0,18,54,7,1,11,2,2,61,0,0,23,8,3,5,5,1,10,20,5,15,7,Austen
25,14,0,9,71,10,6,18,13,11,5,14,5,1,6,3,1,0,21,3,14,1,21,21,3,5,24,1,18,21,0,1,2,3,5,4,17,3,39,9,5,4,4,0,4,7,5,9,4,8,69,9,6,11,3,4,48,2,0,25,7,9,4,5,4,5,12,10,3,7,Austen
25,14,0,4,47,6,2,14,12,23,8,15,4,1,9,0,1,5,21,3,13,6,17,21,15,5,26,1,12,23,2,4,6,7,5,9,23,5,52,7,11,2,1,1,7,17,2,12,3,18,58,2,7,9,0,7,58,1,0,29,6,11,5,10,2,10,8,6,6,7,Austen
21,9,1,4,55,9,7,19,12,23,5,11,6,4,10,1,1,2,14,7,7,6,9,47,3,9,29,0,19,19,1,3,4,6,8,8,22,2,63,4,3,2,4,2,3,9,2,8,3,16,67,12,3,4,0,6,41,3,2,17,6,6,2,6,3,19,13,7,2,7,Austen
31,9,0,5,56,2,3,13,11,9,10,17,9,1,0,0,3,5,20,14,27,4,13,45,29,4,35,0,10,8,0,3,3,3,5,3,12,4,62,9,2,6,5,0,0,8,4,9,4,22,61,9,0,3,0,2,51,1,1,25,12,7,5,20,3,2,16,8,0,7,Austen
41,7,0,5,69,4,3,18,17,18,8,12,8,0,0,1,0,5,16,8,18,0,8,30,5,3,18,5,2,24,9,1,6,2,4,6,10,5,61,7,3,2,6,0,4,8,8,2,5,14,86,11,1,8,0,4,55,2,0,37,23,1,4,9,2,0,17,4,1,7,Austen
30,4,2,4,47,3,5,16,15,11,9,16,7,4,4,3,0,4,9,6,16,1,7,31,27,3,23,2,20,19,2,1,8,2,5,3,18,3,50,9,3,3,7,2,2,6,2,3,6,20,78,5,2,6,0,11,43,5,1,32,11,5,9,4,7,5,14,3,3,7,Austen
35,4,1,2,52,2,3,14,12,11,9,12,10,1,2,0,1,5,15,8,22,0,1,35,31,4,31,4,3,27,3,0,6,2,2,5,15,3,56,9,3,5,6,0,4,8,12,5,3,21,82,7,2,7,0,6,48,0,1,37,8,9,6,6,6,4,17,3,2,7,Austen
30,7,1,7,68,6,2,19,9,11,9,20,9,1,2,1,1,6,10,6,26,3,8,51,23,0,32,3,8,16,2,2,4,1,0,5,12,5,54,16,2,1,2,0,2,6,3,9,11,25,62,6,1,7,0,4,53,3,0,43,12,5,6,4,2,0,15,3,2,7,Austen
33,9,0,4,52,9,0,18,15,18,7,12,10,0,0,1,2,0,11,7,29,0,3,41,23,1,28,3,1,26,5,0,2,2,0,6,21,6,60,17,1,6,6,0,1,10,5,3,3,26,69,12,1,7,0,8,56,1,1,39,11,0,10,12,5,1,14,8,0,7,Austen
29,12,1,6,59,5,4,15,11,8,14,15,13,0,1,0,0,4,11,14,28,1,9,61,15,1,26,1,8,11,3,0,8,3,3,10,26,2,47,13,7,3,3,0,3,4,5,4,4,23,62,8,3,6,0,7,51,1,0,29,8,5,5,12,4,0,11,6,1,7,Austen
22,10,0,5,39,4,9,15,9,22,9,27,7,7,2,1,2,5,17,10,7,12,14,15,16,2,18,4,25,25,0,1,6,8,22,6,24,3,21,11,6,3,3,4,0,11,3,7,3,22,36,6,1,4,0,9,69,1,2,13,7,14,3,4,2,4,9,6,3,7,Austen
23,13,0,9,40,6,3,23,7,28,8,21,7,3,2,1,1,7,17,4,16,2,11,39,13,5,28,2,13,25,4,3,3,4,5,11,16,5,51,15,5,5,4,1,8,12,1,12,4,28,55,10,1,4,0,6,54,4,5,26,5,8,2,3,3,4,12,7,3,7,Austen
20,17,0,3,61,8,8,22,2,15,12,18,9,4,10,1,1,9,10,10,14,9,9,35,9,3,25,1,21,19,1,3,2,4,9,7,19,3,58,12,2,1,5,1,5,5,3,8,1,31,61,10,2,5,0,3,55,4,0,18,8,10,7,9,4,6,9,6,1,7,Austen
20,8,0,3,49,8,6,17,9,16,8,17,6,2,7,0,0,4,21,9,16,3,13,28,9,3,31,1,12,26,0,4,2,6,23,9,33,1,47,8,6,2,1,2,4,7,1,11,3,25,47,9,4,4,1,8,51,2,2,18,7,9,8,5,4,8,15,5,3,7,Austen
37,11,2,4,40,14,2,21,15,28,11,15,5,2,2,1,3,8,13,18,29,5,9,15,23,6,35,3,3,20,0,2,6,6,6,6,12,6,58,15,8,3,6,1,0,5,5,6,3,26,50,6,3,6,0,10,71,2,1,28,8,6,3,8,7,3,12,5,7,7,Austen
13,6,0,6,32,3,12,20,8,20,7,6,10,6,5,0,2,3,17,16,17,5,17,24,11,7,24,3,19,28,1,4,4,3,15,9,16,1,40,9,5,0,2,0,3,10,6,4,1,19,52,10,6,6,0,9,61,4,3,13,5,10,7,7,8,17,6,6,11,7,Austen
25,10,0,3,51,6,6,21,6,33,7,10,8,4,6,3,0,2,19,4,21,10,11,35,20,7,20,2,18,20,2,4,2,9,16,6,10,5,36,8,6,3,2,3,7,11,3,6,2,19,40,11,5,2,3,9,59,1,0,18,3,8,3,1,1,14,11,12,3,7,Austen
28,11,0,6,44,6,4,16,9,22,12,12,6,0,3,1,0,2,18,15,18,4,17,35,33,2,31,2,6,20,3,1,4,4,3,9,12,8,55,16,3,2,4,2,5,9,2,7,2,24,69,7,2,8,0,7,58,1,1,39,7,6,6,10,4,9,20,15,1,7,Austen
14,17,0,6,69,5,3,11,14,16,7,10,10,0,3,4,2,2,14,4,14,0,9,33,19,4,24,2,5,20,1,4,7,7,14,10,18,1,38,6,5,3,1,0,9,15,2,7,5,21,64,14,5,8,3,0,56,4,1,42,13,5,6,6,6,3,13,11,3,7,Austen
22,7,0,4,46,4,2,23,8,24,13,15,7,1,5,1,0,1,17,5,24,2,11,25,18,10,16,3,4,33,1,2,4,6,11,5,32,0,33,19,3,4,6,2,4,7,6,8,3,15,35,2,6,5,0,4,77,2,2,42,7,9,2,6,1,3,16,12,13,7,Austen
22,11,0,2,45,1,5,15,10,21,15,19,7,3,7,0,2,7,15,6,30,4,15,24,18,7,20,3,6,32,0,2,5,7,8,4,16,3,33,8,2,1,8,2,5,4,3,3,3,21,47,2,2,3,1,11,53,1,1,41,9,8,6,9,3,4,13,9,6,7,Austen
16,8,0,3,36,3,2,17,14,21,5,19,8,4,5,4,1,1,13,6,10,2,10,26,13,5,18,3,17,37,0,4,4,6,12,6,18,3,45,13,5,4,6,1,1,14,2,4,3,30,50,4,1,8,1,6,58,0,0,23,8,6,6,7,3,9,12,5,2,7,Austen
28,4,0,6,50,7,3,29,20,23,6,17,8,1,2,2,0,2,19,6,22,1,8,43,17,4,20,1,8,23,0,0,9,3,6,9,23,2,40,9,5,6,8,0,1,8,0,8,6,19,40,3,3,5,0,4,61,3,0,25,7,3,10,8,4,7,13,4,2,7,Austen
24,10,0,7,46,7,5,22,14,14,3,11,10,3,6,3,1,4,11,3,15,5,8,38,16,6,27,1,15,10,0,1,6,3,5,4,17,4,35,10,6,2,2,0,2,11,3,4,7,19,59,7,2,6,0,2,65,2,1,28,10,7,5,7,3,3,17,14,3,7,Austen
28,13,0,6,55,4,5,19,14,14,4,13,7,0,3,4,0,6,21,5,16,2,8,41,20,1,24,4,6,12,0,1,5,6,10,9,17,2,43,8,3,0,7,0,1,12,1,4,3,21,50,5,6,3,0,6,59,7,0,35,6,5,8,6,5,8,19,8,4,7,Austen
37,9,0,5,41,3,4,15,5,31,8,13,6,6,5,3,1,0,17,5,7,6,14,21,8,10,25,3,17,29,1,6,2,5,13,11,17,4,42,11,4,4,0,0,1,7,1,10,4,23,68,8,4,4,0,9,64,2,1,20,7,5,3,3,4,7,16,7,15,7,Austen
19,6,1,2,34,4,13,12,9,22,4,12,10,3,7,2,1,5,15,8,8,0,24,18,17,9,20,7,18,20,1,2,4,7,16,16,31,1,49,14,3,3,5,0,1,5,2,5,2,19,64,8,3,1,0,10,77,2,2,13,4,5,2,5,2,13,12,9,20,7,Austen
25,5,0,3,37,6,3,18,10,15,13,12,10,4,4,2,2,4,10,7,15,5,18,22,24,4,19,4,14,27,3,6,3,3,17,3,20,5,55,17,2,5,5,3,5,9,3,3,0,16,55,5,2,0,0,12,59,3,1,20,5,16,6,8,7,2,16,8,7,7,Austen
18,10,0,4,34,6,5,13,11,15,13,22,5,5,4,0,0,5,14,8,20,1,13,20,10,4,25,0,5,24,6,0,4,8,26,5,25,3,55,11,2,4,0,0,2,14,3,6,4,29,44,6,7,4,0,2,63,0,0,26,7,16,3,13,4,6,6,2,14,7,Austen
19,11,1,1,40,4,7,18,12,28,7,20,5,6,14,1,1,2,10,10,21,3,8,31,22,2,23,0,11,32,1,3,5,5,9,12,16,8,27,7,2,4,5,1,7,10,0,4,6,39,43,3,1,4,0,4,50,1,0,26,4,6,7,8,0,7,10,9,7,7,Austen
21,7,0,5,50,7,7,14,12,17,5,17,7,2,4,1,0,5,20,2,13,1,20,36,9,7,29,0,12,23,1,4,7,2,17,6,14,4,37,7,1,2,7,0,3,13,2,4,4,17,44,1,4,5,1,6,55,4,0,28,6,15,8,4,5,8,11,6,14,7,Austen
21,14,0,4,46,6,1,19,10,13,4,11,10,2,7,1,4,6,17,16,11,2,11,46,12,10,18,0,3,14,1,1,10,7,9,3,19,2,54,9,2,3,5,1,1,11,1,3,6,11,57,4,1,0,0,4,81,0,1,40,8,7,5,8,3,7,14,6,10,7,Austen
27,5,0,6,40,1,2,11,29,3,5,3,6,0,0,1,3,2,11,6,11,3,0,29,15,0,35,2,11,7,2,3,3,1,0,1,4,3,61,10,2,0,5,0,0,4,2,3,6,10,70,7,0,1,0,0,57,0,1,16,5,2,2,7,3,2,8,0,0,7,Austen
19,6,0,4,59,1,7,18,5,7,3,14,8,2,3,0,4,0,13,5,4,1,7,6,8,0,30,2,18,27,3,4,2,2,5,4,10,0,78,1,3,0,3,2,3,12,3,2,2,50,156,8,3,4,3,9,29,1,5,35,9,2,1,4,3,1,7,5,0,1,London
28,12,0,2,80,1,1,15,10,9,6,8,9,5,3,1,1,0,15,5,5,5,8,0,31,1,28,2,20,29,2,2,0,1,18,2,13,0,69,8,5,1,2,3,1,7,0,2,2,32,88,3,6,5,2,9,35,0,3,48,4,9,8,2,4,2,14,2,2,1,London
22,9,1,4,63,2,13,18,5,1,2,8,12,5,11,1,0,5,13,9,8,1,11,0,14,3,22,5,27,20,2,1,0,2,10,8,11,6,73,7,3,2,1,0,0,4,1,1,0,17,112,5,4,4,5,4,37,4,2,17,13,7,5,2,2,4,13,1,6,1,London
26,2,0,9,48,0,13,8,6,7,5,13,4,6,9,2,1,3,7,2,17,5,16,0,24,1,29,5,13,24,1,0,0,0,10,5,22,1,51,10,1,1,6,0,3,7,1,0,2,42,88,6,3,8,2,5,31,4,0,23,7,5,10,2,2,8,17,7,18,1,London
42,6,3,5,69,0,9,10,11,7,3,11,8,2,1,1,1,1,10,3,15,0,9,0,23,3,34,4,21,16,1,0,0,0,6,8,11,1,53,9,6,1,1,1,3,8,0,1,0,28,99,3,3,10,0,4,39,1,2,33,6,6,1,4,3,2,12,2,2,1,London
17,9,0,5,50,1,9,15,8,9,4,9,8,6,3,1,0,3,9,8,4,5,8,0,5,2,42,2,40,19,0,0,1,2,5,3,22,2,62,9,1,2,6,2,4,4,1,4,1,26,168,7,7,12,1,6,42,3,1,22,8,5,5,1,3,6,11,1,3,1,London
28,7,0,10,59,1,2,12,10,5,8,7,4,2,7,1,0,0,11,8,14,3,8,0,31,4,27,2,18,21,0,0,2,1,9,5,13,1,50,6,3,1,4,1,2,5,5,1,2,29,106,4,3,7,0,2,37,1,1,41,6,7,6,3,0,4,15,2,5,1,London
42,6,1,7,56,1,5,9,13,2,5,12,10,1,8,0,0,1,10,4,25,2,8,2,23,9,19,2,8,14,0,0,0,1,12,2,17,0,42,12,7,2,2,0,2,1,3,2,1,33,101,6,4,6,2,2,51,1,2,35,4,8,2,3,4,0,6,5,0,1,London
34,15,0,0,66,6,11,11,4,6,9,18,8,2,6,0,1,1,8,4,11,4,9,0,14,5,40,3,20,30,1,0,6,1,17,6,15,2,53,10,3,0,3,5,2,2,2,2,5,34,97,6,4,8,1,5,43,4,2,35,9,5,1,0,1,5,8,4,4,1,London
28,13,1,3,78,2,4,12,8,6,6,13,4,0,6,2,2,3,16,5,28,2,6,0,26,6,26,3,4,15,1,2,0,3,19,2,21,3,55,6,4,1,3,1,2,5,1,1,0,30,103,2,7,7,1,3,28,3,5,40,5,3,7,3,7,0,14,2,3,1,London
30,2,2,4,58,0,13,12,11,6,2,4,12,0,6,0,3,1,17,5,15,1,6,1,15,4,35,0,13,32,4,1,1,2,14,12,16,1,74,8,7,5,6,2,2,3,3,4,0,43,117,23,2,8,1,6,29,1,0,37,27,4,8,1,4,2,8,5,2,1,London
33,14,2,4,89,4,1,16,9,4,5,8,3,1,1,1,0,0,9,6,10,1,6,4,22,3,33,5,6,10,1,0,4,2,7,3,6,1,72,4,5,1,3,0,0,5,0,3,4,33,116,8,3,5,1,7,40,5,0,32,17,2,4,2,6,5,10,2,3,1,London
37,7,1,2,84,1,10,11,9,5,2,9,8,3,0,2,5,0,9,5,13,2,4,0,19,1,52,1,10,7,1,0,7,1,2,4,9,2,77,6,3,2,2,3,0,6,0,3,10,42,122,13,5,6,0,17,20,0,0,25,16,5,1,5,10,3,9,4,7,1,London
29,4,1,2,61,0,14,8,13,6,3,9,3,2,2,4,0,3,23,10,9,5,25,3,21,1,24,0,15,20,1,2,4,1,16,7,12,1,48,15,8,2,2,2,1,3,0,2,5,34,78,6,4,5,2,8,50,2,3,22,6,3,9,1,2,8,17,2,30,1,London
26,7,2,12,62,1,6,13,7,15,5,11,11,2,5,4,0,0,15,6,7,11,25,0,7,3,30,1,31,36,2,1,4,0,7,10,20,1,41,7,5,5,2,12,1,6,1,4,2,50,91,4,2,4,3,13,32,1,3,28,5,6,2,2,2,16,19,1,18,1,London
29,9,2,5,65,1,11,8,6,13,5,14,8,6,6,2,4,0,14,7,5,5,6,0,10,4,34,2,27,34,5,4,4,1,15,3,17,3,51,10,7,4,3,4,2,9,0,2,6,26,90,1,4,7,3,6,28,2,3,29,8,12,3,1,3,10,11,3,8,1,London
24,4,0,7,70,2,9,17,4,13,6,12,8,1,3,0,1,3,15,7,9,1,12,1,29,3,34,5,26,26,4,1,6,4,22,7,11,4,56,5,5,2,2,3,3,6,6,2,7,14,106,2,5,4,1,7,52,1,6,21,8,7,0,2,6,11,12,4,3,1,London
33,7,1,3,53,3,4,7,4,5,8,13,7,2,2,1,1,0,13,10,15,4,14,5,16,2,27,1,21,22,5,1,2,3,12,6,9,1,54,8,6,2,5,1,2,7,2,4,1,31,108,6,2,10,2,4,37,1,2,26,5,11,3,4,2,14,14,5,5,1,London
41,13,0,3,55,1,22,6,8,3,2,9,12,1,5,1,2,0,12,6,7,2,7,0,5,1,29,4,20,24,3,0,8,0,1,4,11,4,50,9,4,8,1,6,2,5,1,2,7,24,98,7,5,6,0,9,39,5,2,19,11,9,5,4,4,2,5,3,17,1,London
28,10,0,0,53,2,15,6,4,12,6,11,5,6,8,0,4,3,8,4,2,8,9,0,4,3,30,9,29,29,2,1,7,0,0,7,24,7,44,9,4,2,7,9,0,5,1,2,7,26,106,4,6,6,2,5,36,3,3,14,7,4,13,2,1,15,8,14,17,1,London
17,15,1,0,52,4,14,13,6,12,4,8,10,4,3,2,2,1,13,4,4,8,9,0,4,7,26,4,26,46,9,0,1,2,5,8,9,4,75,11,10,5,4,3,0,8,0,4,2,33,123,1,2,7,0,15,32,2,1,17,0,2,3,4,2,8,5,5,4,1,London
28,13,3,9,56,3,10,3,2,11,2,6,7,6,6,1,0,9,8,4,6,13,9,3,5,0,30,2,30,43,12,0,4,3,1,5,7,9,82,5,5,5,0,3,1,12,0,2,5,35,98,3,4,8,0,12,41,0,1,12,3,19,5,6,0,9,17,3,3,1,London
21,13,1,4,69,4,25,12,4,14,0,10,13,1,5,1,4,2,6,9,0,5,6,0,1,4,32,3,35,23,6,0,4,0,2,2,8,2,80,1,4,5,7,6,0,2,0,2,5,30,169,4,7,9,0,10,22,1,1,1,1,3,2,6,3,23,13,0,14,1,London
34,11,0,3,79,1,4,12,8,5,2,8,11,0,2,2,4,3,13,8,8,5,4,0,10,2,27,16,21,27,4,1,5,2,4,3,10,2,83,6,5,6,2,1,0,6,0,0,4,19,132,10,2,2,1,11,26,3,2,23,9,4,2,7,2,1,9,2,4,1,London
33,11,3,6,62,3,7,4,7,4,12,11,10,1,1,1,3,0,11,10,23,0,3,0,12,3,26,5,6,23,6,0,6,0,0,3,10,3,62,10,5,0,0,0,2,8,0,1,2,16,163,7,5,4,2,12,42,5,1,42,23,2,4,1,2,1,13,2,0,1,London
21,13,1,11,61,2,1,12,5,6,11,9,15,0,2,1,3,0,11,5,17,2,8,0,7,1,38,4,8,20,6,0,2,1,1,4,15,4,85,3,4,4,3,5,0,4,2,3,4,25,150,12,5,6,0,5,35,1,4,38,25,2,2,1,1,3,8,3,3,1,London
30,10,2,7,83,4,2,12,2,4,9,11,6,2,0,0,3,1,17,6,22,0,14,0,35,1,29,7,6,25,1,0,3,1,13,11,9,4,74,8,4,3,2,5,3,8,1,1,7,34,85,0,2,7,1,5,35,3,6,57,5,3,9,1,3,1,9,6,1,1,London
21,7,0,4,78,0,2,9,7,5,7,10,6,0,3,0,3,0,18,14,31,0,2,0,51,2,28,7,3,17,2,0,2,1,26,1,14,0,57,5,2,2,4,8,1,5,1,4,3,25,115,1,5,10,0,5,47,2,3,54,7,2,6,2,1,2,9,2,0,1,London
